1545.5175.7 <|> 17578.8
-8.7 <|> -892.787
-42 <|> -4310
-26.8 <|> -2750.19
14 <|> 1436.67
33.3 <|> 3417.22
15.6 <|> 1600.86
-8.9 <|> -913.311
-14.7 <|> -1508.5
-12.9 <|> -1323.79
-8.9 <|> -913.311
4.7 <|> 482.31
16.3 <|> 1672.69
19.6 <|> 2011.34
4.1 <|> 420.739
-24 <|> -2462.86
-23.2 <|> -2380.76
-0.8 <|> -82.0953
14.8 <|> 1518.76
22.1 <|> 2267.88
7.2 <|> 738.858
-13.2 <|> -1354.57
-12.4 <|> -1272.48
-8.7 <|> -892.787
-2.5 <|> -256.548
11.3 <|> 1159.6
11.8 <|> 1210.91
1.6 <|> 164.191
0.5 <|> 51.3096
-1.9 <|> -194.976
-17.2 <|> -1765.05
-17.7 <|> -1816.36
13.4 <|> 1375.1
34.2 <|> 3509.58
8.7 <|> 892.787
-32.9 <|> -3376.17
-30.5 <|> -3129.88
21.1 <|> 2165.26
46 <|> 4720.48
-3.2 <|> -328.381
-58.3 <|> -5982.7
-30.1 <|> -3088.84
53.8 <|> 5520.91
69 <|> 7080.72
-16.5 <|> -1693.22
-78.9 <|> -8096.65
-36.7 <|> -3766.12
39.5 <|> 4053.46
59.9 <|> 6146.89
18.3 <|> 1877.93
-33 <|> -3386.43
-45.3 <|> -4648.65
-16.4 <|> -1682.95
21.9 <|> 2247.36
40.5 <|> 4156.08
20.1 <|> 2062.65
-23.1 <|> -2370.5
-31.9 <|> -3273.55
-7.4 <|> -759.382
5.7 <|> 584.929
10.9 <|> 1118.55
18.4 <|> 1888.19
12.7 <|> 1303.26
-7.2 <|> -738.858
-23.9 <|> -2452.6
-20.7 <|> -2124.22
0.7 <|> 71.8334
24 <|> 2462.86
29.5 <|> 3027.27
4.9 <|> 502.834
-25.7 <|> -2637.31
-31.3 <|> -3211.98
-9.2 <|> -944.096
21.6 <|> 2216.57
32.1 <|> 3294.08
10.2 <|> 1046.72
-19.8 <|> -2031.86
-24.2 <|> -2483.38
167.5 <|> 17188.7
497.1 <|> 51012
35 <|> 3591.67
-268.2 <|> -27522.5
-16.7 <|> -1713.74
133.3 <|> 13679.1
-122.6 <|> -12581.1
-188.7 <|> -19364.2
188.4 <|> 19333.4
332.2 <|> 34090.1
-100.4 <|> -10303
-409 <|> -41971.2
-67.9 <|> -6967.84
368 <|> 37763.9
207.9 <|> 21334.5
-263.8 <|> -27146.3
-274 <|> -28195.9
152.8 <|> 15723.8
269.6 <|> 27743.1
-51.8 <|> -5330.47
-204.3 <|> -21023.4
-25.7 <|> -2644.65
96.7 <|> 9950.89
56.4 <|> 5803.83
15.2 <|> 1564.15
-50.9 <|> -5237.85
-106.7 <|> -10979.9
40.4 <|> 4157.35
189.7 <|> 19521
-6.7 <|> -689.462
-267.4 <|> -27516.7
-114.7 <|> -11803.2
268.3 <|> 27609.3
315 <|> 32415
-107.5 <|> -11062.3
-463.1 <|> -47655.2
-186.1 <|> -19150.6
424.8 <|> 43713.9
452.7 <|> 46585
-213.9 <|> -22011.3
-549.3 <|> -56525.6
-28.1 <|> -2891.62
467.2 <|> 48077.1
163.8 <|> 16855.8
-305.5 <|> -31437.4
-154.3 <|> -15878.2
178.2 <|> 18337.6
53.1 <|> 5464.24
-150.4 <|> -15476.9
30.4 <|> 3128.3
190.9 <|> 19644.5
-9.9 <|> -1018.76
-192.5 <|> -19809.2
-87.5 <|> -9004.16
87.4 <|> 8993.87
132.2 <|> 13604
38.2 <|> 3930.96
-61.2 <|> -6297.77
-39.5 <|> -4064.74
-22.9 <|> -2356.52
-83.6 <|> -8602.84
-10.3 <|> -1059.92
171.1 <|> 17607
125.5 <|> 12914.5
-121.3 <|> -12482.3
-177.6 <|> -18275.9
25.9 <|> 2665.23
127.2 <|> 13089.5
-14.6 <|> -1502.41
-93.5 <|> -9621.59
53.6 <|> 5515.69
159 <|> 16361.9
-4.3 <|> -442.49
-233.5 <|> -24028.3
-152.4 <|> -15682.7
173.7 <|> 17874.6
266 <|> 27372.7
15 <|> 1543.57
-202.2 <|> -20807.3
-180.3 <|> -18553.7
4.9 <|> 504.233
204.2 <|> 21013.1
160 <|> 16464.8
-124.9 <|> -12852.8
-183 <|> -18831.6
61.4 <|> 6318.35
91.2 <|> 9384.91
-70.3 <|> -7234.2
26.1 <|> 2685.81
114.8 <|> 11813.5
-114.6 <|> -11792.9
-152.4 <|> -15682.7
151.1 <|> 15548.9
183.9 <|> 18924.2
-112 <|> -11525.3
-206 <|> -21198.4
-7.7 <|> -792.366
172.6 <|> 17761.4
143.5 <|> 14766.8
-65.5 <|> -6740.26
-192.7 <|> -19829.7
-54.3 <|> -5587.73
121.6 <|> 12513.2
102 <|> 10496.3
-12.5 <|> -1286.31
-74.6 <|> -7676.69
-36.6 <|> -3766.31
51.1 <|> 5258.43
21.7 <|> 2233.03
-82.7 <|> -8510.22
-7.8 <|> -802.657
129.1 <|> 13285
22.2 <|> 2284.49
-132.4 <|> -13624.6
-37.6 <|> -3869.22
95.9 <|> 9868.56
26.8 <|> 2757.85
-59.1 <|> -6081.67
9.2 <|> 946.724
49.2 <|> 5062.91
-57.8 <|> -5947.89
-91.8 <|> -9446.65
80.8 <|> 8314.7
184.1 <|> 18944.8
-31.3 <|> -3220.92
-257 <|> -26446.5
-58.3 <|> -5999.35
264.4 <|> 27208
84.7 <|> 8716.03
-296.4 <|> -30501
-57.2 <|> -5886.15
434 <|> 44660.7
135.2 <|> 13912.7
-532 <|> -54745.3
-354.1 <|> -36438.6
363.6 <|> 37416.2
480.2 <|> 49414.9
22.6 <|> 2325.65
-315.1 <|> -32425.3
-320.3 <|> -32960.4
-15.8 <|> -1625.89
347.6 <|> 35769.7
238.8 <|> 24573.7
-214.8 <|> -22103.9
-249.2 <|> -25643.9
117.6 <|> 12101.6
134.2 <|> 13809.8
-147.5 <|> -15178.4
-38.3 <|> -3941.25
265.8 <|> 27352.1
84.2 <|> 8664.58
-327.5 <|> -33701.3
-277.8 <|> -28586.9
166 <|> 17082.2
434.5 <|> 44712.1
209 <|> 21507.1
-326.2 <|> -33567.5
-544 <|> -55980.2
-48.7 <|> -5011.46
566.5 <|> 58295.5
433.7 <|> 44629.8
-261.3 <|> -26889
-568.7 <|> -58521.9
-138.6 <|> -14262.6
403.6 <|> 41532.4
370.5 <|> 38126.2
-80 <|> -8232.38
-301.9 <|> -31066.9
-178.2 <|> -18337.6
-23.4 <|> -2407.97
155.5 <|> 16001.7
359.5 <|> 36994.3
186.4 <|> 19181.4
-391.1 <|> -40246
-576.4 <|> -59314.3
55.8 <|> 5742.08
648.1 <|> 66692.6
322.6 <|> 33197.1
-357.5 <|> -36788.4
-386.9 <|> -39813.8
33.7 <|> 3467.89
153.7 <|> 15816.5
31.7 <|> 3262.08
65.4 <|> 6729.97
105.1 <|> 10815.3
-78.5 <|> -8078.02
-200 <|> -20580.9
-19.1 <|> -1965.48
147.6 <|> 15188.7
47.1 <|> 4846.81
-54 <|> -5556.86
23.4 <|> 2407.97
56 <|> 5762.67
-77.1 <|> -7933.96
-147.5 <|> -15178.4
17.3 <|> 1780.25
196.5 <|> 20220.8
108.2 <|> 11134.3
-108.8 <|> -11196
-159.3 <|> -16392.7
-51.5 <|> -5299.59
60.3 <|> 6205.16
124 <|> 12760.2
100.4 <|> 10331.6
-34.6 <|> -3560.5
-158.1 <|> -16269.2
-116.5 <|> -11988.4
52.3 <|> 5381.92
159.8 <|> 16444.2
104.7 <|> 10774.1
-36.5 <|> -3756.02
-147.8 <|> -15209.3
-147.3 <|> -15157.9
23 <|> 2366.81
232.6 <|> 23935.6
177.4 <|> 18255.3
-148.6 <|> -15291.6
-309.4 <|> -31838.7
-46 <|> -4733.62
275.9 <|> 28391.4
212 <|> 21815.8
-95.5 <|> -9827.4
-229.6 <|> -23626.9
-106.4 <|> -10949.1
99.8 <|> 10269.9
187.3 <|> 19274.1
51.1 <|> 5258.43
-124 <|> -12760.2
-96.6 <|> -9940.6
22 <|> 2263.9
29.4 <|> 3025.4
3.3 <|> 339.586
56.3 <|> 5793.54
66.5 <|> 6843.17
-69.7 <|> -7172.46
-165 <|> -16979.3
-11.1 <|> -1142.24
210.4 <|> 21651.2
140.4 <|> 14447.8
-164.8 <|> -16958.7
-239.1 <|> -24604.5
50.3 <|> 5176.11
249.5 <|> 25674.7
65.8 <|> 6771.13
-177.4 <|> -18255.3
-128.8 <|> -13254.1
77.5 <|> 7975.12
132.1 <|> 13593.7
2.2 <|> 226.39
-100.8 <|> -10372.8
-39.8 <|> -4095.61
61.4 <|> 6318.35
38.5 <|> 3961.83
-45.7 <|> -4702.75
-27.9 <|> -2871.04
64.1 <|> 6596.19
48.9 <|> 5032.04
-74.3 <|> -7645.82
-97.3 <|> -10012.6
27.4 <|> 2819.59
112.6 <|> 11587.1
48 <|> 4939.43
-69.1 <|> -7110.72
-77.3 <|> -7954.54
30.7 <|> 3159.18
58 <|> 5968.47
-52.5 <|> -5402.5
-65.7 <|> -6760.84
84.3 <|> 8674.87
113.7 <|> 11700.3
-49.8 <|> -5124.66
-115.1 <|> -11844.3
-22.1 <|> -2274.19
15.6 <|> 1605.31
27.6 <|> 2840.17
103.9 <|> 10691.8
63.2 <|> 6503.58
-119.8 <|> -12328
-161.9 <|> -16660.3
9.5 <|> 977.595
154 <|> 15847.3
121.7 <|> 12523.5
-12.8 <|> -1317.18
-128.6 <|> -13233.5
-152.8 <|> -15723.8
-45.9 <|> -4723.33
148 <|> 15229.9
267.8 <|> 27557.9
111.7 <|> 11494.5
-276.9 <|> -28494.3
-422.7 <|> -43497.8
-15.5 <|> -1595.02
445.3 <|> 45823.5
337.1 <|> 34689.2
-132.8 <|> -13665.7
-340.9 <|> -35080.2
-162.5 <|> -16722
56.2 <|> 5783.25
129 <|> 13274.7
143.5 <|> 14766.8
112.3 <|> 11556.2
-43 <|> -4424.9
-215.1 <|> -22134.8
-177.6 <|> -18275.9
63.5 <|> 6534.45
245 <|> 25211.7
157.2 <|> 16176.6
-122.6 <|> -12616.1
-254.1 <|> -26148.1
-47.1 <|> -4846.81
205.2 <|> 21116.1
148.4 <|> 15271.1
-86.9 <|> -8942.42
-150.1 <|> -15446
-23.3 <|> -2397.68
64.5 <|> 6637.36
60.6 <|> 6236.03
46.2 <|> 4754.2
-3.5 <|> -360.167
-92.9 <|> -9559.85
-88.3 <|> -9086.49
42.9 <|> 4414.61
122.8 <|> 12636.7
38.3 <|> 3941.25
-75.6 <|> -7779.6
-70.4 <|> -7244.49
4.1 <|> 421.909
47.5 <|> 4887.98
34.4 <|> 3539.92
-18.9 <|> -1944.9
-40.2 <|> -4136.77
10 <|> 1029.05
45.8 <|> 4713.04
4.1 <|> 421.909
-58.3 <|> -5999.35
-49.1 <|> -5052.62
45.7 <|> 4702.75
100.3 <|> 10321.3
14.5 <|> 1492.12
-96.8 <|> -9961.18
-86.4 <|> -8890.97
19.5 <|> 2006.64
96.9 <|> 9971.47
66.7 <|> 6863.75
-26.9 <|> -2768.14
-75.9 <|> -7810.47
-47.7 <|> -4908.56
6.3 <|> 648.3
37.7 <|> 3879.51
48 <|> 4939.43
41.9 <|> 4311.71
-13.5 <|> -1389.21
-82 <|> -8438.19
-66.9 <|> -6884.33
17.4 <|> 1790.54
83.7 <|> 8613.13
86.2 <|> 8870.39
-3.4 <|> -349.876
-111 <|> -11422.4
-86.9 <|> -8942.42
33.1 <|> 3406.15
85.7 <|> 8818.94
54.1 <|> 5567.15
-2.3 <|> -236.681
-58.9 <|> -6061.09
-63.7 <|> -6555.03
-4.7 <|> -483.652
48 <|> 4939.43
41.4 <|> 4260.26
9.9 <|> 1018.76
-3.4 <|> -349.876
-27.5 <|> -2829.88
-56.9 <|> -5855.28
-21.6 <|> -2222.74
58 <|> 5968.47
77.6 <|> 7985.41
7.3 <|> 751.205
-68 <|> -6997.52
-67.3 <|> -6925.49
-10.8 <|> -1111.37
56.8 <|> 5844.99
88.7 <|> 9127.65
17.7 <|> 1821.41
-98.7 <|> -10156.7
-90.6 <|> -9323.17
40.6 <|> 4177.93
109.2 <|> 11237.2
26.6 <|> 2737.27
-79.7 <|> -8201.51
-52.1 <|> -5361.34
47.2 <|> 4857.1
40.5 <|> 4167.64
-35 <|> -3601.67
-31.8 <|> -3272.37
23.7 <|> 2438.84
37 <|> 3807.48
10.2 <|> 1049.63
-23.8 <|> -2449.13
-47.9 <|> -4929.14
-27.3 <|> -2809.3
48.5 <|> 4990.88
80.5 <|> 8283.83
-10.8 <|> -1111.37
-96.8 <|> -9961.18
-32.2 <|> -3313.53
83 <|> 8541.09
72 <|> 7409.14
-46.1 <|> -4743.91
-118.7 <|> -12214.8
-54.1 <|> -5567.15
119.5 <|> 12297.1
213.5 <|> 21970.2
9 <|> 926.143
-297.6 <|> -30624.4
-215.8 <|> -22206.8
180.9 <|> 18615.5
292.8 <|> 30130.5
27.7 <|> 2850.46
-135.4 <|> -13933.3
-76.2 <|> -7841.34
-71.7 <|> -7378.27
-85.4 <|> -8788.06
71.1 <|> 7316.53
210.1 <|> 21620.3
111 <|> 11422.4
-91.3 <|> -9395.2
-197 <|> -20272.2
-152.5 <|> -15693
41 <|> 4219.09
240.2 <|> 24717.7
184.5 <|> 18985.9
-99.4 <|> -10228.7
-239.5 <|> -24645.7
-79.5 <|> -8180.93
116.1 <|> 11947.2
114.7 <|> 11803.2
2.6 <|> 267.552
-40.7 <|> -4188.22
-2.8 <|> -288.133
0.9 <|> 92.6143
-52.6 <|> -5412.79
-45.5 <|> -4682.17
55.1 <|> 5670.05
96.7 <|> 9950.89
9.3 <|> 957.014
-76.9 <|> -7913.37
-66.5 <|> -6843.17
0.6 <|> 61.7428
54.1 <|> 5567.15
57.5 <|> 5917.02
14.6 <|> 1502.41
-46.2 <|> -4754.2
-72.5 <|> -7460.59
-20.4 <|> -2099.26
63.6 <|> 6544.74
81.5 <|> 8386.74
-1 <|> -102.905
-86.6 <|> -8911.55
-55.8 <|> -5742.08
35.3 <|> 3632.54
60.9 <|> 6266.9
21.6 <|> 2222.74
-19.7 <|> -2027.22
-36.5 <|> -3756.02
-25.1 <|> -2582.91
9.5 <|> 977.595
38.2 <|> 3930.96
22.1 <|> 2274.19
-19.8 <|> -2037.51
-31.8 <|> -3272.37
-3 <|> -308.714
20.5 <|> 2109.55
5.2 <|> 535.105
-7.8 <|> -802.657
10.8 <|> 1111.37
10.2 <|> 1049.63
-20.2 <|> -2078.68
-21.6 <|> -2222.74
4.1 <|> 421.909
17.8 <|> 1831.7
20.8 <|> 2140.42
10.2 <|> 1049.63
-25.6 <|> -2634.36
-37.8 <|> -3889.8
6.2 <|> 638.009
40.7 <|> 4188.22
11.5 <|> 1183.4
-26.8 <|> -2757.85
-14.9 <|> -1533.28
13.2 <|> 1358.34
15.5 <|> 1595.02
0.3 <|> 30.8714
-17.2 <|> -1769.96
-16.3 <|> -1677.35
9.4 <|> 967.305
27.2 <|> 2799.01
-0.8 <|> -82.3238
-32.2 <|> -3313.53
3.8 <|> 391.038
44.8 <|> 4610.13
5.1 <|> 524.814
-56.5 <|> -5814.12
-60.6 <|> -6236.03
18.1 <|> 1862.58
123.7 <|> 12729.3
94 <|> 9673.05
-97.7 <|> -10053.8
-199 <|> -20478
-38.1 <|> -3920.67
175.4 <|> 18049.5
155.9 <|> 16042.8
-33 <|> -3395.86
-127.3 <|> -13099.8
-67.5 <|> -6946.07
6.1 <|> 627.719
22.2 <|> 2284.49
28.8 <|> 2963.66
71 <|> 7306.24
80.8 <|> 8314.7
-42.4 <|> -4363.16
-191.7 <|> -19726.8
-117.8 <|> -12122.2
148.3 <|> 15260.8
245.8 <|> 25294
21.2 <|> 2181.58
-211.2 <|> -21733.5
-155.6 <|> -16012
59.7 <|> 6143.41
148.6 <|> 15291.6
63.7 <|> 6555.03
-45.1 <|> -4641
-79.8 <|> -8211.8
-43.1 <|> -4435.19
32.8 <|> 3375.28
62.2 <|> 6400.67
-0.7 <|> -72.0333
-44.5 <|> -4579.26
-2.3 <|> -236.681
39.6 <|> 4075.03
15.6 <|> 1605.31
-43.4 <|> -4466.07
-51.4 <|> -5289.3
20.4 <|> 2099.26
68.9 <|> 7090.14
28.1 <|> 2891.62
-39.9 <|> -4105.9
-58.9 <|> -6061.09
-7.4 <|> -761.495
45.2 <|> 4651.29
28.2 <|> 2901.91
-11.1 <|> -1142.24
-14.5 <|> -1492.12
-8.6 <|> -884.981
-6.8 <|> -699.752
7.8 <|> 802.657
11.7 <|> 1203.99
-4 <|> -411.619
-5.1 <|> -524.814
8.3 <|> 854.109
4.4 <|> 452.781
-15.9 <|> -1636.19
-15 <|> -1543.57
17.7 <|> 1821.41
28 <|> 2881.33
-5 <|> -514.524
-28.4 <|> -2922.49
-20.1 <|> -2068.39
-0.6 <|> -61.7428
24.5 <|> 2521.17
47.2 <|> 4857.1
27.4 <|> 2819.59
-51.8 <|> -5330.47
-107.1 <|> -11021.1
-29.3 <|> -3015.11
120.4 <|> 12389.7
139.1 <|> 14314
-25.6 <|> -2634.36
-162.8 <|> -16752.9
-98.9 <|> -10177.3
71.4 <|> 7347.4
142.5 <|> 14663.9
43.6 <|> 4486.65
-90.2 <|> -9282.01
-90.3 <|> -9292.3
11.3 <|> 1162.82
68.6 <|> 7059.26
33.5 <|> 3447.31
-29.1 <|> -2994.53
-36.1 <|> -3714.86
1 <|> 102.905
17.1 <|> 1759.67
12.5 <|> 1286.31
0.1 <|> 10.2905
-14.4 <|> -1481.83
-2.8 <|> -288.133
13.9 <|> 1430.38
-2.1 <|> -216.1
-25.4 <|> -2613.78
-10.4 <|> -1070.21
34.6 <|> 3560.5
46.7 <|> 4805.65
-6 <|> -617.428
-62.1 <|> -6390.38
-52.5 <|> -5402.5
11.5 <|> 1183.4
69.5 <|> 7151.88
70.9 <|> 7295.95
-3.9 <|> -401.328
-92 <|> -9467.24
-82.5 <|> -8489.64
18.7 <|> 1924.32
95.4 <|> 9817.11
70.6 <|> 7265.07
-26.8 <|> -2757.85
-84.6 <|> -8705.74
-43.2 <|> -4445.48
26.7 <|> 2747.56
50.1 <|> 5155.53
25.3 <|> 2603.49
-10.5 <|> -1080.5
-23.1 <|> -2377.1
-14.5 <|> -1492.12
-3.3 <|> -339.586
-3.1 <|> -319.005
-2.9 <|> -298.424
24.8 <|> 2552.04
41.4 <|> 4260.26
-4.6 <|> -473.362
-56.1 <|> -5772.96
-43.4 <|> -4466.07
14 <|> 1440.67
60.9 <|> 6266.9
43.3 <|> 4455.78
-25.7 <|> -2644.65
-54.6 <|> -5618.6
-22.3 <|> -2294.78
14.1 <|> 1450.96
34.3 <|> 3529.63
30.1 <|> 3097.43
-7.6 <|> -782.076
-39.2 <|> -4033.87
-24.7 <|> -2541.75
19.8 <|> 2037.51
34.8 <|> 3581.08
-0.4 <|> -41.1619
-21.8 <|> -2243.32
-5.5 <|> -565.976
1.8 <|> 185.229
0 <|> 0
7.8 <|> 802.657
10.8 <|> 1111.37
-6 <|> -617.428
-22.7 <|> -2335.94
-1.4 <|> -144.067
28.2 <|> 2901.91
8.4 <|> 864.4
-27.7 <|> -2850.46
-18.7 <|> -1924.32
24.7 <|> 2541.75
38.1 <|> 3920.67
-11.1 <|> -1142.24
-55.1 <|> -5670.05
-24 <|> -2469.71
44.9 <|> 4620.42
65 <|> 6688.81
-1.4 <|> -144.067
-74.6 <|> -7676.69
-49.1 <|> -5052.62
31.5 <|> 3241.5
68 <|> 6997.52
34.6 <|> 3560.5
-38.1 <|> -3920.67
-66.4 <|> -6832.87
-16.2 <|> -1667.06
38.3 <|> 3941.25
46.7 <|> 4805.65
12.6 <|> 1296.6
-30.2 <|> -3107.72
-29.7 <|> -3056.27
-4.8 <|> -493.943
-0.8 <|> -82.3238
10.3 <|> 1059.92
34.9 <|> 3591.38
20.6 <|> 2119.84
-28.3 <|> -2912.2
-49.3 <|> -5073.2
-13.5 <|> -1389.21
40.2 <|> 4136.77
46.1 <|> 4743.91
-3 <|> -308.714
-42.9 <|> -4414.61
-27.1 <|> -2788.72
16.6 <|> 1708.22
33.1 <|> 3406.15
6.6 <|> 679.171
-25.5 <|> -2624.07
-18.5 <|> -1903.74
16.3 <|> 1677.35
22.7 <|> 2335.94
-5.5 <|> -565.976
-22.5 <|> -2315.36
-6.7 <|> -689.462
16.3 <|> 1677.35
12.6 <|> 1296.6
-4.8 <|> -493.943
-9.1 <|> -936.433
-4.8 <|> -493.943
3.6 <|> 370.457
0.6 <|> 61.7428
-6.3 <|> -648.3
9.3 <|> 957.014
19.1 <|> 1965.48
-3.5 <|> -360.167
-28.3 <|> -2912.2
-19.9 <|> -2047.8
17 <|> 1749.38
35 <|> 3601.67
10.6 <|> 1090.79
-26.2 <|> -2696.1
-31 <|> -3190.05
4.2 <|> 432.2
28.2 <|> 2901.91
10.5 <|> 1080.5
-11.8 <|> -1214.28
-11.4 <|> -1173.11
1.1 <|> 113.195
5.4 <|> 555.686
-4.6 <|> -473.362
-8.3 <|> -854.109
10.9 <|> 1121.66
19.5 <|> 2006.64
-4.8 <|> -493.943
-21.3 <|> -2191.87
-13.6 <|> -1399.5
5.7 <|> 586.557
24.1 <|> 2480
14 <|> 1440.67
-12.9 <|> -1327.47
-18.9 <|> -1944.9
-7.9 <|> -812.947
8.4 <|> 864.4
14.2 <|> 1461.25
2.8 <|> 288.133
-7.3 <|> -751.205
-4.3 <|> -442.49
4.5 <|> 463.071
1.4 <|> 144.067
-8.7 <|> -895.271
-4.8 <|> -493.943
4.7 <|> 483.652
12.2 <|> 1255.44
9.7 <|> 998.176
-9 <|> -926.143
-16.4 <|> -1687.64
-4.8 <|> -493.943
5.8 <|> 596.847
9.4 <|> 967.305
6 <|> 617.428
4.7 <|> 483.652
1.8 <|> 185.229
-15.9 <|> -1636.19
-21.7 <|> -2233.03
4.3 <|> 442.49
28.9 <|> 2973.95
18.5 <|> 1903.74
-15.7 <|> -1615.6
-27.2 <|> -2799.01
-2.5 <|> -257.262
19.1 <|> 1965.48
9.6 <|> 987.885
-11.7 <|> -1203.99
-7.2 <|> -740.914
14.4 <|> 1481.83
8.3 <|> 854.109
-17 <|> -1749.38
-15.5 <|> -1595.02
4.8 <|> 493.943
16.5 <|> 1697.93
14.6 <|> 1502.41
-2.2 <|> -226.39
-17.7 <|> -1821.41
-15.7 <|> -1615.6
-0.6 <|> -61.7428
16.6 <|> 1708.22
18.4 <|> 1893.45
-1.4 <|> -144.067
-15.9 <|> -1636.19
-9.5 <|> -977.595
2.1 <|> 216.1
0.8 <|> 82.3238
0.9 <|> 92.6143
11.8 <|> 1214.28
10.2 <|> 1049.63
-6 <|> -617.428
-456.1 <|> -46934.9
252.6 <|> 25993.7
621.1 <|> 63914.1
175.7 <|> 18080.4
-353.7 <|> -36397.4
-238.6 <|> -24553.1
8.2 <|> 843.819
-112.8 <|> -11607.7
-5.4 <|> -555.686
478.4 <|> 49229.6
353 <|> 36325.4
-484.1 <|> -49816.2
-689.9 <|> -70994
160.7 <|> 16536.8
729.6 <|> 75079.3
183.4 <|> 18872.7
-518.5 <|> -53509.2
-331.9 <|> -34252.1
268.5 <|> 27709.2
296.4 <|> 30588.5
-96 <|> -9907.2
-172.9 <|> -17843.3
-16 <|> -1651.2
-2.4 <|> -247.68
82.7 <|> 8534.64
219.7 <|> 22673
-60.2 <|> -6212.64
-407.3 <|> -42033.4
-64.8 <|> -6687.36
453.7 <|> 46821.8
201.5 <|> 20794.8
-338 <|> -34881.6
-239.4 <|> -24706.1
164.8 <|> 17007.4
177.4 <|> 18307.7
-45.7 <|> -4716.24
-107.7 <|> -11114.6
-10.6 <|> -1093.92
82.4 <|> 8503.68
43.1 <|> 4447.92
-71.2 <|> -7347.84
-46.3 <|> -4778.16
47.9 <|> 4943.28
-11.1 <|> -1145.52
-46.3 <|> -4778.16
102.5 <|> 10578
96 <|> 9907.2
-159.4 <|> -16450.1
-166.4 <|> -17172.5
148.2 <|> 15294.2
208.6 <|> 21527.5
-84.2 <|> -8689.44
-205 <|> -21156
-9.5 <|> -980.4
155.7 <|> 16068.2
95.3 <|> 9834.96
-78.3 <|> -8080.56
-114.5 <|> -11816.4
28.3 <|> 2920.56
48 <|> 4953.6
-67.2 <|> -6935.04
21.8 <|> 2249.76
178.7 <|> 18441.8
19.8 <|> 2043.36
-252.8 <|> -26089
-185.6 <|> -19153.9
188 <|> 19401.6
346.9 <|> 35800.1
-0.4 <|> -41.28
-347.3 <|> -35841.4
-182.8 <|> -18865
155.6 <|> 16057.9
225.2 <|> 23240.6
86.6 <|> 8937.12
-99.3 <|> -10247.8
-182.7 <|> -18854.6
-85.7 <|> -8844.24
62.3 <|> 6429.36
171.4 <|> 17688.5
152.8 <|> 15769
-100.9 <|> -10412.9
-272.4 <|> -28111.7
-34.2 <|> -3529.44
220.2 <|> 22724.6
105.1 <|> 10846.3
-85.7 <|> -8844.24
-84.1 <|> -8679.12
-2.2 <|> -227.04
39.8 <|> 4107.36
7 <|> 722.4
-36.8 <|> -3797.76
11.3 <|> 1166.16
65.1 <|> 6718.32
0 <|> 0
-74.4 <|> -7678.08
-31 <|> -3199.2
38.9 <|> 4014.48
35.2 <|> 3632.64
14.2 <|> 1465.44
2.8 <|> 288.96
-40.7 <|> -4200.24
-56.2 <|> -5799.84
19.6 <|> 2022.72
92.2 <|> 9515.04
40.3 <|> 4158.96
-107.4 <|> -11083.7
-129.8 <|> -13395.4
100.7 <|> 10392.2
229.1 <|> 23643.1
-44 <|> -4540.8
-268.5 <|> -27709.2
-70.6 <|> -7285.92
161.1 <|> 16625.5
153.9 <|> 15882.5
73.9 <|> 7626.48
-80.7 <|> -8328.24
-265.4 <|> -27389.3
-138.3 <|> -14272.6
250.4 <|> 25841.3
322.9 <|> 33323.3
-60.9 <|> -6284.88
-328.4 <|> -33890.9
-122.6 <|> -12652.3
190.6 <|> 19669.9
171.7 <|> 17719.4
-27.7 <|> -2858.64
-71.9 <|> -7420.08
-81.8 <|> -8441.76
-155.9 <|> -16088.9
54 <|> 5572.8
435.6 <|> 44953.9
184.5 <|> 19040.4
-572.6 <|> -59092.3
-531.8 <|> -54881.8
412.6 <|> 42580.3
717.2 <|> 74015
-52.4 <|> -5407.68
-594.1 <|> -61311.1
-275.4 <|> -28421.3
273.7 <|> 28245.8
464.6 <|> 47946.7
76.3 <|> 7874.16
-517.5 <|> -53406
-365.1 <|> -37678.3
416.5 <|> 42982.8
491.9 <|> 50764.1
-209.8 <|> -21651.4
-390 <|> -40248
78.4 <|> 8090.88
199.4 <|> 20578.1
-99.1 <|> -10227.1
-153.9 <|> -15882.5
89.8 <|> 9267.36
245.5 <|> 25335.6
109.6 <|> 11310.7
-226.1 <|> -23333.5
-349.3 <|> -36047.8
-8.7 <|> -897.84
361.3 <|> 37286.2
240.2 <|> 24788.6
-141.8 <|> -14633.8
-239 <|> -24664.8
-68.4 <|> -7058.88
58.1 <|> 5995.92
121.4 <|> 12528.5
111.4 <|> 11496.5
-71.4 <|> -7368.48
-212 <|> -21878.4
-21.3 <|> -2198.16
272.6 <|> 28132.3
177.3 <|> 18297.4
-234.4 <|> -24190.1
-339.1 <|> -34995.1
46.3 <|> 4778.16
340.1 <|> 35098.3
146.8 <|> 15149.8
-142.3 <|> -14685.4
-140.9 <|> -14540.9
-48 <|> -4953.6
-39.4 <|> -4066.08
28.4 <|> 2930.88
160.2 <|> 16532.6
134.8 <|> 13911.4
-85.4 <|> -8813.28
-211.8 <|> -21857.8
-71.1 <|> -7337.52
112.4 <|> 11599.7
117.4 <|> 12115.7
25.2 <|> 2600.64
-27.3 <|> -2817.36
-39.2 <|> -4045.44
-55.4 <|> -5717.28
-54.8 <|> -5655.36
11.8 <|> 1217.76
101.9 <|> 10516.1
