,IDHM,IDHM Educação,IDHM Renda,IDHM Longevidade,municipio,codigo
1702,0.584,0.473,0.541,0.777,Matriz De Camaragibe,270510
1703,0.568,0.46,0.557,0.714,Messias,270520
1704,0.563,0.43,0.541,0.767,Minador Do Negrão,270530
1705,0.539,0.443,0.497,0.71,Monteirópolis,270540
1706,0.527,0.395,0.542,0.685,Murici,270550
1707,0.521,0.375,0.546,0.69,Novo Lino,270560
1708,0.565,0.422,0.568,0.752,Olho D'Água Das Flores,270570
1709,0.525,0.35,0.527,0.785,Olho D'Água Do Casado,270580
1710,0.503,0.399,0.473,0.673,Olho D'Água Grande,270590
1711,0.493,0.345,0.513,0.677,Olivença,270600
1712,0.547,0.434,0.538,0.7,Ouro Branco,270610
1713,0.558,0.467,0.505,0.735,Palestina,270620
1714,0.638,0.523,0.625,0.794,Palmeira Dos Índios,270630
1715,0.593,0.491,0.536,0.793,Pão De Açúcar,270640
1716,0.548,0.416,0.526,0.754,Pariconha,270642
1717,0.605,0.486,0.595,0.767,Paripueira,270644
1718,0.533,0.421,0.513,0.703,Passo De Camaragibe,270650
1719,0.589,0.507,0.551,0.732,Paulo Jacinto,270660
1720,0.63,0.536,0.602,0.774,Penedo,270670
1721,0.572,0.479,0.538,0.727,Piaçabuçu,270680
1722,0.61,0.509,0.578,0.771,Pilar,270690
1723,0.574,0.465,0.579,0.703,Pindoba,270700
1724,0.589,0.462,0.563,0.786,Piranhas,270710
1725,0.526,0.419,0.484,0.719,Poço Das Trincheiras,270720
1726,0.586,0.498,0.558,0.723,Porto Calvo,270730
1727,0.541,0.379,0.542,0.769,Porto De Pedras,270740
1728,0.551,0.431,0.513,0.758,Porto Real Do Colégio,270750
1729,0.559,0.421,0.536,0.775,Quebrangulo,270760
1730,0.643,0.547,0.616,0.788,Rio Largo,270770
1731,0.505,0.365,0.524,0.672,Roteiro,270780
1732,0.597,0.477,0.58,0.77,Santa Luzia Do Norte,270790
1733,0.591,0.463,0.579,0.77,Santana Do Ipanema,270800
1734,0.519,0.362,0.513,0.752,Santana Do Mundaú,270810
1735,0.572,0.48,0.533,0.732,São Brás,270820
1736,0.573,0.434,0.574,0.755,São José Da Laje,270830
1737,0.527,0.409,0.508,0.703,São José Da Tapera,270840
1738,0.536,0.4,0.55,0.701,São Luís Do Quitunde,270850
1739,0.623,0.514,0.612,0.77,São Miguel Dos Campos,270860
1740,0.591,0.504,0.545,0.752,São Miguel Dos Milagres,270870
1741,0.549,0.432,0.537,0.714,São Sebastião,270880
1742,0.66,0.585,0.619,0.794,Satuba,270890
1743,0.518,0.398,0.481,0.728,Senador Rui Palmeira,270895
1744,0.555,0.43,0.531,0.748,Tanque D'Arca,270900
1745,0.541,0.421,0.529,0.71,Taquarana,270910
1746,0.564,0.466,0.549,0.7,Teotônio Vilela,270915
1747,0.532,0.395,0.499,0.765,Traipu,270920
1748,0.593,0.462,0.59,0.764,União Dos Palmares,270930
1749,0.586,0.478,0.554,0.758,Viçosa,270940
1750,0.611,0.55,0.569,0.728,Amparo De São Francisco,280010
1751,0.578,0.452,0.573,0.747,Aquidabã,280020
1752,0.77,0.708,0.784,0.823,Aracaju,280030
1753,0.595,0.49,0.55,0.783,Arauá,280040
1754,0.579,0.434,0.579,0.773,Areia Branca,280050
1755,0.649,0.545,0.647,0.776,Barra Dos Coqueiros,280060
1756,0.604,0.492,0.581,0.771,Boquim,280067
1757,0.54,0.435,0.515,0.701,Brejo Grande,280070
1758,0.621,0.484,0.625,0.793,Campo Do Brito,280100
1759,0.569,0.462,0.553,0.722,Canhoba,280110
1760,0.567,0.435,0.566,0.741,Canindé De São Francisco,280120
1761,0.615,0.51,0.596,0.766,Capela,280130
1762,0.588,0.442,0.581,0.791,Carira,280140
1763,0.643,0.546,0.623,0.783,Carmópolis,280150
1764,0.623,0.543,0.608,0.731,Cedro De São João,280160
1765,0.553,0.414,0.54,0.755,Cristinápolis,280170
1766,0.604,0.512,0.576,0.748,Cumbe,280190
1767,0.61,0.527,0.571,0.753,Divina Pastora,280200
1768,0.647,0.552,0.627,0.782,Estância,280210
1769,0.584,0.473,0.546,0.773,Feira Nova,280220
1770,0.589,0.428,0.623,0.768,Frei Paulo,280230
1771,0.564,0.422,0.544,0.783,Gararu,280240
1772,0.645,0.567,0.609,0.776,General Maynard,280250
1773,0.577,0.468,0.562,0.729,Gracho Cardoso,280260
1774,0.562,0.469,0.514,0.735,Ilha Das Flores,280270
1775,0.58,0.475,0.533,0.772,Indiaroba,280280
1776,0.642,0.513,0.645,0.801,Itabaiana,280290
1777,0.556,0.407,0.555,0.761,Itabaianinha,280300
1778,0.602,0.512,0.569,0.748,Itabi,280310
1779,0.561,0.414,0.548,0.779,Itaporanga D'Ajuda,280320
1780,0.621,0.544,0.581,0.757,Japaratuba,280330
1781,0.56,0.455,0.551,0.7,Japoatã,280340
1782,0.625,0.515,0.613,0.775,Lagarto,280350
1783,0.642,0.582,0.589,0.772,Laranjeiras,280360
1784,0.583,0.474,0.573,0.728,Macambira,280370
1785,0.599,0.531,0.56,0.722,Malhada Dos Bois,280380
1786,0.587,0.442,0.587,0.781,Malhador,280390
1787,0.618,0.511,0.59,0.781,Maruim,280400
1788,0.587,0.429,0.596,0.792,Moita Bonita,280410
1789,0.553,0.431,0.539,0.726,Monte Alegre De Sergipe,280420
1790,0.626,0.554,0.575,0.771,Muribeca,280430
1791,0.589,0.505,0.575,0.702,Neópolis,280440
1792,0.577,0.43,0.577,0.774,Nossa Senhora Aparecida,280445
1793,0.587,0.456,0.591,0.75,Nossa Senhora Da Glória,280450
1794,0.6,0.497,0.579,0.749,Nossa Senhora Das Dores,280460
1795,0.598,0.532,0.56,0.719,Nossa Senhora De Lourdes,280470
1796,0.664,0.581,0.62,0.811,Nossa Senhora Do Socorro,280480
1797,0.555,0.454,0.514,0.731,Pacatuba,280490
1798,0.593,0.499,0.599,0.698,Pedra Mole,280500
1799,0.592,0.486,0.568,0.75,Pedrinhas,280510
1800,0.583,0.48,0.58,0.711,Pinhão,280520
1801,0.603,0.515,0.558,0.764,Pirambu,280530
1802,0.529,0.376,0.519,0.76,Poço Redondo,280540
1803,0.561,0.417,0.563,0.751,Poço Verde,280550
1804,0.568,0.462,0.537,0.739,Porto Da Folha,280560
1805,0.661,0.593,0.629,0.776,Propriá,280570
1806,0.539,0.381,0.527,0.781,Riachão Do Dantas,280580
1807,0.617,0.52,0.591,0.766,Riachuelo,280590
1808,0.613,0.49,0.61,0.769,Ribeirópolis,280600
1809,0.631,0.571,0.603,0.731,Rosário Do Catete,280610
1810,0.609,0.486,0.588,0.789,Salgado,280620
1811,0.545,0.414,0.513,0.764,Santa Luzia Do Itanhy,280630
1812,0.59,0.526,0.544,0.716,Santana Do São Francisco,280640
1813,0.592,0.514,0.527,0.766,Santa Rosa De Lima,280650
1814,0.637,0.543,0.613,0.778,Santo Amaro Das Brotas,280660
1815,0.662,0.581,0.624,0.8,São Cristóvão,280670
1816,0.588,0.471,0.572,0.756,São Domingos,280680
1817,0.587,0.49,0.564,0.732,São Francisco,280690
1818,0.567,0.424,0.571,0.753,São Miguel Do Aleixo,280700
1819,0.604,0.492,0.579,0.775,Simão Dias,280710
1820,0.609,0.541,0.565,0.74,Siriri,280720
1821,0.604,0.542,0.564,0.722,Telha,280730
1822,0.557,0.404,0.609,0.702,Tobias Barreto,280740
1823,0.551,0.432,0.52,0.746,Tomar Do Geru,280750
1824,0.579,0.476,0.567,0.719,Umbaúba,280760
1825,0.603,0.51,0.577,0.746,Abaíra,290010
1826,0.575,0.46,0.533,0.776,Abaré,290020
1827,0.582,0.487,0.56,0.723,Acajutiba,290030
1828,0.546,0.432,0.526,0.718,Adustina,290035
1829,0.55,0.422,0.529,0.747,Água Fria,290040
1830,0.584,0.471,0.558,0.758,Érico Cardoso,290050
1831,0.583,0.471,0.573,0.733,Aiquara,290060
1832,0.683,0.592,0.681,0.79,Alagoinhas,290070
1833,0.608,0.476,0.611,0.771,Alcobaça,290080
1834,0.563,0.421,0.563,0.751,Almadina,290090
1835,0.625,0.492,0.616,0.807,Amargosa,290100
1836,0.666,0.6,0.609,0.81,Amélia Rodrigues,290110
1837,0.561,0.464,0.506,0.751,América Dourada,290115
1838,0.54,0.371,0.549,0.771,Anagé,290120
1839,0.555,0.415,0.54,0.764,Andaraí,290130
1840,0.588,0.474,0.586,0.731,Andorinha,290135
1841,0.625,0.556,0.564,0.778,Angical,290140
1842,0.589,0.471,0.565,0.766,Anguera,290150
1843,0.592,0.491,0.573,0.739,Antas,290160
1844,0.561,0.422,0.544,0.768,Antônio Cardoso,290170
1845,0.598,0.498,0.58,0.741,Antônio Gonçalves,290180
1846,0.548,0.425,0.516,0.751,Aporá,290190
1847,0.552,0.413,0.555,0.735,Apuarema,290195
1848,0.581,0.439,0.591,0.754,Aracatu,290200
1849,0.57,0.462,0.54,0.744,Araças,290205
1850,0.534,0.381,0.534,0.747,Araci,290210
1851,0.588,0.47,0.568,0.761,Aramari,290220
1852,0.559,0.413,0.557,0.758,Arataca,290225
1853,0.575,0.443,0.57,0.753,Aratuípe,290230
1854,0.568,0.434,0.555,0.759,Aurelino Leal,290240
1855,0.589,0.492,0.543,0.763,Baianópolis,290250
1856,0.585,0.471,0.549,0.775,Baixa Grande,290260
1857,0.579,0.468,0.539,0.769,Banzaê,290265
1858,0.557,0.457,0.503,0.75,Barra,290270
1859,0.575,0.469,0.566,0.717,Barra Da Estiva,290280
1860,0.551,0.386,0.563,0.77,Barra Do Choça,290290
1861,0.63,0.553,0.578,0.784,Barra Do Mendes,290300
1862,0.577,0.465,0.585,0.705,Barra Do Rocha,290310
1863,0.721,0.668,0.695,0.807,Barreiras,290320
1864,0.607,0.55,0.551,0.739,Barro Alto,290323
1865,0.61,0.503,0.574,0.786,Barrocas,290327
1866,0.602,0.508,0.576,0.744,Barro Preto,290330
1867,0.598,0.48,0.577,0.771,Belmonte,290340
1868,0.575,0.444,0.562,0.76,Belo Campo,290350
1869,0.538,0.402,0.525,0.738,Biritinga,290360
1870,0.567,0.453,0.535,0.753,Boa Nova,290370
1871,0.551,0.447,0.514,0.729,Boa Vista Do Tupim,290380
1872,0.633,0.533,0.615,0.775,Bom Jesus Da Lapa,290390
1873,0.546,0.407,0.535,0.749,Bom Jesus Da Serra,290395
1874,0.612,0.514,0.564,0.789,Boninal,290400
1875,0.561,0.467,0.552,0.685,Bonito,290405
1876,0.603,0.497,0.564,0.782,Boquira,290410
1877,0.575,0.464,0.543,0.754,Botuporã,290420
1878,0.597,0.49,0.56,0.775,Brejões,290430
1879,0.592,0.523,0.533,0.746,Brejolândia,290440
1880,0.57,0.445,0.552,0.754,Brotas De Macaúbas,290450
1881,0.656,0.554,0.63,0.807,Brumado,290460
1882,0.613,0.495,0.604,0.772,Buerarema,290470
1883,0.565,0.471,0.504,0.761,Buritirama,290475
1884,0.561,0.406,0.579,0.752,Caatiba,290480
1885,0.581,0.49,0.525,0.763,Cabaceiras Do Paraguaçu,290485
1886,0.647,0.577,0.615,0.762,Cachoeira,290490
1887,0.637,0.541,0.621,0.769,Caculé,290500
1888,0.546,0.434,0.535,0.701,Caém,290510
1889,0.542,0.409,0.536,0.725,Caetanos,290515
1890,0.625,0.484,0.631,0.801,Caetité,290520
1891,0.584,0.49,0.554,0.734,Cafarnaum,290530
1892,0.627,0.51,0.6,0.807,Cairu,290540
1893,0.573,0.473,0.526,0.758,Caldeirão Grande,290550
1894,0.581,0.419,0.608,0.768,Camacan,290560
1895,0.694,0.616,0.681,0.798,Camaçari,290570
1896,0.565,0.452,0.562,0.71,Camamu,290580
1897,0.557,0.43,0.516,0.778,Campo Alegre De Lourdes,290590
1898,0.586,0.475,0.566,0.749,Campo Formoso,290600
1899,0.565,0.463,0.531,0.732,Canápolis,290610
1900,0.587,0.496,0.555,0.734,Canarana,290620
1901,0.59,0.434,0.596,0.796,Canavieiras,290630
1902,0.587,0.465,0.554,0.787,Candeal,290640
1903,0.691,0.616,0.652,0.823,Candeias,290650
1904,0.591,0.481,0.578,0.743,Candiba,290660
1905,0.601,0.482,0.565,0.798,Cândido Sales,290670
1906,0.557,0.438,0.53,0.745,Cansanção,290680
1907,0.562,0.453,0.554,0.707,Canudos,290682
1908,0.599,0.48,0.582,0.77,Capela Do Alto Alegre,290685
1909,0.621,0.514,0.62,0.752,Capim Grosso,290687
1910,0.555,0.405,0.57,0.739,Caraíbas,290689
1911,0.616,0.473,0.626,0.791,Caravelas,290690
1912,0.552,0.437,0.523,0.735,Cardeal Da Silva,290700
1913,0.576,0.477,0.525,0.763,Carinhanha,290710
1914,0.57,0.435,0.577,0.736,Casa Nova,290720
1915,0.613,0.504,0.591,0.774,Castro Alves,290730
1916,0.582,0.452,0.554,0.786,Catolândia,290740
1917,0.677,0.578,0.66,0.814,Catu,290750
1918,0.571,0.446,0.543,0.77,Caturama,290755
1919,0.596,0.538,0.54,0.728,Central,290760
1920,0.6,0.503,0.552,0.779,Chorrochó,290770
1921,0.585,0.477,0.59,0.712,Cícero Dantas,290780
1922,0.601,0.496,0.589,0.744,Cipó,290790
1923,0.613,0.491,0.615,0.762,Coaraci,290800
1924,0.596,0.471,0.558,0.805,Cocos,290810
1925,0.634,0.548,0.606,0.766,Conceição Da Feira,290820
1926,0.606,0.479,0.578,0.805,Conceição Do Almeida,290830
1927,0.611,0.517,0.587,0.752,Conceição Do Coité,290840
1928,0.663,0.579,0.63,0.799,Conceição Do Jacuípe,290850
1929,0.56,0.451,0.551,0.705,Conde,290860
1930,0.582,0.447,0.559,0.789,Condeúba,290870
1931,0.577,0.477,0.579,0.695,Contendas Do Sincorá,290880
1932,0.592,0.489,0.558,0.762,Coração De Maria,290890
1933,0.579,0.454,0.561,0.763,Cordeiros,290900
1934,0.6,0.491,0.545,0.807,Coribe,290910
1935,0.535,0.392,0.545,0.716,Coronel João Sá,290920
1936,0.603,0.481,0.575,0.792,Correntina,290930
1937,0.59,0.504,0.545,0.746,Cotegipe,290940
1938,0.599,0.503,0.559,0.765,Cravolândia,290950
1939,0.543,0.387,0.542,0.765,Crisópolis,290960
1940,0.614,0.553,0.546,0.766,Cristópolis,290970
1941,0.699,0.65,0.659,0.796,Cruz Das Almas,290980
1942,0.581,0.463,0.544,0.778,Curaçá,290990
1943,0.54,0.392,0.522,0.771,Dário Meira,291000
1944,0.676,0.584,0.651,0.811,Dias D'Ávila,291005
1945,0.591,0.482,0.547,0.783,Dom Basílio,291010
1946,0.632,0.531,0.598,0.795,Dom Macedo Costa,291020
1947,0.623,0.527,0.59,0.777,Elísio Medrado,291030
1948,0.544,0.4,0.533,0.754,Encruzilhada,291040
1949,0.615,0.492,0.602,0.785,Entre Rios,291050
1950,0.589,0.469,0.589,0.74,Esplanada,291060
1951,0.567,0.43,0.565,0.749,Euclides Da Cunha,291070
1952,0.677,0.572,0.687,0.791,Eunápolis,291072
1953,0.559,0.459,0.554,0.686,Fátima,291075
1954,0.588,0.505,0.527,0.763,Feira Da Mata,291077
1955,0.712,0.619,0.71,0.82,Feira De Santana,291080
1956,0.565,0.45,0.553,0.726,Filadélfia,291085
1957,0.578,0.464,0.596,0.699,Firmino Alves,291090
1958,0.557,0.431,0.548,0.731,Floresta Azul,291100
1959,0.618,0.536,0.576,0.763,Formosa Do Rio Preto,291110
1960,0.632,0.508,0.645,0.771,Gandu,291120
1961,0.599,0.508,0.566,0.747,Gavião,291125
1962,0.559,0.45,0.523,0.743,Gentio Do Ouro,291130
1963,0.593,0.479,0.563,0.775,Glória,291140
1964,0.576,0.456,0.543,0.773,Gongogi,291150
1965,0.643,0.594,0.594,0.754,Governador Mangabeira,291160
1966,0.569,0.437,0.548,0.77,Guajeru,291165
1967,0.673,0.584,0.663,0.789,Guanambi,291170
1968,0.558,0.406,0.559,0.766,Guaratinga,291180
1969,0.563,0.437,0.547,0.748,Heliópolis,291185
1970,0.574,0.461,0.588,0.697,Iaçu,291190
1971,0.611,0.476,0.608,0.789,Ibiassucê,291200
1972,0.625,0.524,0.609,0.764,Ibicaraí,291210
1973,0.591,0.484,0.583,0.731,Ibicoara,291220
1974,0.584,0.435,0.586,0.78,Ibicuí,291230
1975,0.616,0.545,0.577,0.744,Ibipeba,291240
1976,0.584,0.475,0.553,0.757,Ibipitanga,291250
1977,0.511,0.335,0.517,0.771,Ibiquera,291260
1978,0.558,0.415,0.561,0.748,Ibirapitanga,291270
1979,0.614,0.467,0.641,0.774,Ibirapuã,291280
1980,0.576,0.424,0.571,0.789,Ibirataia,291290
1981,0.585,0.49,0.55,0.744,Ibitiara,291300
1982,0.602,0.527,0.554,0.747,Ibititá,291310
1983,0.636,0.548,0.601,0.78,Ibotirama,291320
1984,0.631,0.562,0.58,0.771,Ichu,291330
1985,0.614,0.516,0.586,0.766,Igaporã,291340
1986,0.574,0.424,0.565,0.789,Igrapiúna,291345
1987,0.552,0.382,0.559,0.786,Iguaí,291350
1988,0.69,0.59,0.688,0.808,Ilhéus,291360
1989,0.565,0.429,0.556,0.757,Inhambupe,291370
1990,0.55,0.424,0.506,0.776,Ipecaetá,291380
1991,0.67,0.551,0.687,0.796,Ipiaú,291390
1992,0.549,0.39,0.568,0.748,Ipirá,291400
1993,0.59,0.499,0.558,0.736,Ipupiara,291410
1994,0.576,0.453,0.544,0.776,Irajuba,291420
1995,0.571,0.463,0.543,0.74,Iramaia,291430
1996,0.599,0.523,0.548,0.749,Iraquara,291440
1997,0.62,0.501,0.587,0.809,Irará,291450
1998,0.691,0.643,0.661,0.776,Irecê,291460
1999,0.599,0.465,0.614,0.751,Itabela,291465
2000,0.62,0.485,0.638,0.769,Itaberaba,291470
2001,0.712,0.643,0.695,0.807,Itabuna,291480
2002,0.583,0.413,0.594,0.807,Itacaré,291490
2003,0.572,0.485,0.536,0.719,Itaeté,291500
2004,0.543,0.426,0.543,0.694,Itagi,291510
2005,0.589,0.469,0.566,0.77,Itagibá,291520
2006,0.634,0.516,0.602,0.821,Itagimirim,291530
2007,0.562,0.435,0.55,0.74,Itaguaçu Da Bahia,291535
2008,0.592,0.502,0.57,0.724,Itaju Do Colônia,291540
2009,0.599,0.466,0.609,0.759,Itajuípe,291550
2010,0.627,0.502,0.641,0.767,Itamaraju,291560
2011,0.578,0.454,0.595,0.713,Itamari,291570
2012,0.578,0.436,0.589,0.75,Itambé,291580
2013,0.584,0.433,0.577,0.796,Itanagra,291590
2014,0.637,0.525,0.624,0.79,Itanhém,291600
2015,0.67,0.553,0.657,0.826,Itaparica,291610
2016,0.599,0.491,0.574,0.761,Itapé,291620
2017,0.572,0.458,0.568,0.718,Itapebi,291630
2018,0.667,0.562,0.667,0.79,Itapetinga,291640
2019,0.486,0.319,0.505,0.711,Itapicuru,291650
2020,0.571,0.454,0.536,0.764,Itapitanga,291660
2021,0.553,0.411,0.539,0.763,Itaquara,291670
2022,0.61,0.487,0.608,0.766,Itarantim,291680
2023,0.582,0.459,0.55,0.782,Itatim,291685
2024,0.6,0.482,0.588,0.762,Itiruçu,291690
2025,0.544,0.398,0.521,0.775,Itiúba,291700
2026,0.594,0.474,0.598,0.739,Itororó,291710
2027,0.57,0.425,0.565,0.77,Ituaçu,291720
2028,0.606,0.482,0.601,0.769,Ituberá,291730
2029,0.591,0.504,0.553,0.74,Iuiú,291733
2030,0.613,0.508,0.572,0.791,Jaborandi,291735
2031,0.593,0.49,0.573,0.741,Jacaraci,291740
2032,0.649,0.558,0.636,0.772,Jacobina,291750
2033,0.58,0.446,0.586,0.747,Jaguaquara,291760
2034,0.659,0.551,0.644,0.806,Jaguarari,291770
2035,0.556,0.407,0.552,0.763,Jaguaripe,291780
2036,0.55,0.435,0.511,0.749,Jandaíra,291790
2037,0.665,0.568,0.656,0.79,Jequié,291800
2038,0.547,0.424,0.561,0.689,Jeremoabo,291810
2039,0.553,0.397,0.558,0.763,Jiquiriçá,291820
2040,0.575,0.479,0.563,0.704,Jitaúna,291830
2041,0.593,0.513,0.573,0.709,João Dourado,291835
2042,0.677,0.594,0.657,0.796,Juazeiro,291840
2043,0.541,0.415,0.508,0.751,Jucuruçu,291845
2044,0.571,0.476,0.544,0.72,Jussara,291850
2045,0.567,0.451,0.577,0.699,Jussari,291855
2046,0.602,0.493,0.6,0.736,Jussiape,291860
2047,0.599,0.483,0.576,0.771,Lafaiete Coutinho,291870
2048,0.545,0.395,0.535,0.764,Lagoa Real,291875
2049,0.586,0.48,0.548,0.764,Laje,291880
2050,0.632,0.497,0.652,0.778,Lajedão,291890
2051,0.546,0.413,0.522,0.753,Lajedinho,291900
2052,0.584,0.479,0.545,0.764,Lajedo Do Tabocal,291905
2053,0.518,0.372,0.501,0.747,Lamarão,291910
2054,0.596,0.51,0.55,0.755,Lapão,291915
2055,0.754,0.663,0.781,0.827,Lauro De Freitas,291920
2056,0.623,0.51,0.613,0.775,Lençóis,291930
2057,0.621,0.531,0.582,0.775,Licínio De Almeida,291940
2058,0.611,0.491,0.587,0.793,Livramento De Nossa Senhora,291950
2059,0.716,0.59,0.754,0.826,Luís Eduardo Magalhães,291955
2060,0.524,0.358,0.515,0.78,Macajuba,291960
2061,0.605,0.466,0.607,0.782,Macarani,291970
2062,0.609,0.513,0.557,0.791,Macaúbas,291980
2063,0.604,0.539,0.547,0.748,Macururé,291990
2064,0.708,0.667,0.67,0.794,Madre De Deus,291992
2065,0.538,0.368,0.565,0.751,Maetinga,291995
2066,0.576,0.472,0.586,0.69,Maiquinique,292000
2067,0.572,0.438,0.575,0.744,Mairi,292010
2068,0.562,0.454,0.532,0.734,Malhada,292020
2069,0.578,0.471,0.549,0.747,Malhada De Pedras,292030
2070,0.566,0.456,0.538,0.741,Manoel Vitorino,292040
2071,0.599,0.568,0.503,0.752,Mansidão,292045
2072,0.607,0.519,0.577,0.747,Maracás,292050
2073,0.621,0.518,0.582,0.793,Maragogipe,292060
2074,0.593,0.404,0.643,0.801,Maraú,292070
2075,0.561,0.463,0.518,0.737,Marcionílio Souza,292080
2076,0.581,0.464,0.567,0.744,Mascote,292090
2077,0.668,0.562,0.648,0.818,Mata De São João,292100
2078,0.572,0.469,0.538,0.74,Matina,292105
2079,0.625,0.501,0.626,0.777,Medeiros Neto,292110
2080,0.586,0.472,0.571,0.745,Miguel Calmon,292120
2081,0.622,0.518,0.59,0.789,Milagres,292130
2082,0.542,0.454,0.512,0.685,Mirangaba,292140
2083,0.527,0.386,0.524,0.722,Mirante,292145
2084,0.506,0.359,0.515,0.699,Monte Santo,292150
2085,0.558,0.444,0.536,0.732,Morpará,292160
2086,0.588,0.478,0.554,0.766,Morro Do Chapéu,292170
2087,0.618,0.513,0.598,0.771,Mortugaba,292180
2088,0.606,0.48,0.589,0.787,Mucugê,292190
2089,0.665,0.541,0.679,0.801,Mucuri,292200
2090,0.566,0.466,0.517,0.753,Mulungu Do Morro,292205
2091,0.59,0.429,0.606,0.791,Mundo Novo,292210
2092,0.617,0.531,0.581,0.761,Muniz Ferreira,292220
2093,0.549,0.445,0.488,0.761,Muquém De São Francisco,292225
2094,0.66,0.573,0.629,0.796,Muritiba,292230
2095,0.601,0.467,0.618,0.751,Mutuípe,292240
2096,0.641,0.532,0.637,0.777,Nazaré,292250
2097,0.547,0.404,0.531,0.762,Nilo Peçanha,292260
2098,0.56,0.467,0.507,0.743,Nordestina,292265
2099,0.545,0.37,0.554,0.789,Nova Canaã,292270
2100,0.597,0.501,0.575,0.738,Nova Fátima,292273
2101,0.57,0.419,0.62,0.714,Nova Ibiá,292275
2102,0.524,0.389,0.508,0.729,Nova Itarana,292280
2103,0.567,0.471,0.534,0.723,Nova Redenção,292285
2104,0.555,0.439,0.548,0.712,Nova Soure,292290
2105,0.654,0.546,0.657,0.78,Nova Viçosa,292300
2106,0.597,0.503,0.558,0.757,Novo Horizonte,292303
2107,0.554,0.43,0.513,0.769,Novo Triunfo,292305
2108,0.559,0.403,0.534,0.81,Olindina,292310
2109,0.554,0.427,0.533,0.747,Oliveira Dos Brejinhos,292320
2110,0.607,0.503,0.572,0.779,Ouriçangas,292330
2111,0.56,0.459,0.547,0.701,Ourolândia,292335
2112,0.586,0.462,0.561,0.777,Palmas De Monte Alto,292340
2113,0.643,0.56,0.608,0.782,Palmeiras,292350
2114,0.615,0.496,0.604,0.776,Paramirim,292360
2115,0.59,0.51,0.519,0.774,Paratinga,292370
2116,0.577,0.472,0.567,0.717,Paripiranga,292380
2117,0.583,0.47,0.58,0.727,Pau Brasil,292390
2118,0.674,0.572,0.678,0.789,Paulo Afonso,292400
2119,0.587,0.465,0.558,0.779,Pé De Serra,292405
2120,0.588,0.49,0.534,0.775,Pedrão,292410
2121,0.513,0.354,0.489,0.778,Pedro Alexandre,292420
2122,0.571,0.447,0.543,0.769,Piatã,292430
2123,0.506,0.343,0.514,0.737,Pilão Arcado,292440
2124,0.603,0.498,0.566,0.777,Pindaí,292450
2125,0.577,0.482,0.527,0.757,Pindobaçu,292460
2126,0.612,0.525,0.572,0.765,Pintadas,292465
2127,0.533,0.363,0.546,0.762,Piraí Do Norte,292467
2128,0.575,0.453,0.547,0.768,Piripá,292470
2129,0.578,0.449,0.566,0.76,Piritiba,292480
2130,0.572,0.462,0.573,0.708,Planaltino,292490
2131,0.56,0.428,0.557,0.738,Planalto,292500
2132,0.604,0.474,0.583,0.798,Poções,292510
2133,0.666,0.559,0.645,0.819,Pojuca,292520
2134,0.58,0.475,0.539,0.762,Ponto Novo,292525
2135,0.676,0.572,0.673,0.801,Porto Seguro,292530
2136,0.625,0.545,0.595,0.754,Potiraguá,292540
2137,0.621,0.497,0.616,0.784,Prado,292550
2138,0.614,0.553,0.572,0.73,Presidente Dutra,292560
2139,0.542,0.386,0.533,0.772,Presidente Jânio Quadros,292570
2140,0.559,0.424,0.566,0.727,Presidente Tancredo Neves,292575
2141,0.592,0.493,0.55,0.764,Queimadas,292580
2142,0.544,0.434,0.539,0.689,Quijingue,292590
2143,0.578,0.469,0.547,0.753,Quixabeira,292593
2144,0.564,0.435,0.538,0.768,Rafael Jambeiro,292595
2145,0.579,0.451,0.569,0.757,Remanso,292600
2146,0.636,0.574,0.579,0.773,Retirolândia,292610
2147,0.578,0.471,0.527,0.779,Riachão Das Neves,292620
2148,0.628,0.559,0.588,0.755,Riachão Do Jacuípe,292630
2149,0.615,0.532,0.572,0.764,Riacho De Santana,292640
2150,0.512,0.384,0.503,0.694,Ribeira Do Amparo,292650
2151,0.601,0.515,0.599,0.704,Ribeira Do Pombal,292660
2152,0.54,0.366,0.566,0.759,Ribeirão Do Largo,292665
2153,0.605,0.498,0.58,0.767,Rio De Contas,292670
2154,0.576,0.465,0.555,0.74,Rio Do Antônio,292680
2155,0.594,0.481,0.568,0.767,Rio Do Pires,292690
2156,0.572,0.452,0.568,0.729,Rio Real,292700
2157,0.632,0.564,0.566,0.79,Rodelas,292710
2158,0.61,0.505,0.583,0.77,Ruy Barbosa,292720
2159,0.617,0.561,0.575,0.729,Salinas Da Margarida,292730
2160,0.759,0.679,0.772,0.835,Salvador,292740
2161,0.583,0.462,0.554,0.775,Santa Bárbara,292750
2162,0.546,0.431,0.533,0.71,Santa Brígida,292760
2163,0.654,0.571,0.624,0.784,Santa Cruz Cabrália,292770
2164,0.61,0.504,0.573,0.786,Santa Cruz Da Vitória,292780
2165,0.574,0.47,0.571,0.704,Santa Inês,292790
2166,0.598,0.5,0.559,0.764,Santaluz,292800
2167,0.556,0.396,0.564,0.768,Santa Luzia,292805
2168,0.614,0.516,0.592,0.758,Santa Maria Da Vitória,292810
2169,0.608,0.496,0.585,0.776,Santana,292820
