,municipio,PIB,codigo
52264,Riachão das Neves,34938.38,2926202
52265,Riachão do Jacuípe,10720.56,2926301
52266,Riacho de Santana,7558.26,2926400
52267,Ribeira do Amparo,8812.74,2926509
52268,Ribeira do Pombal,11068.15,2926608
52269,Ribeirão do Largo,13586.48,2926657
52270,Rio de Contas,9967.44,2926707
52271,Rio do Antônio,6920.37,2926806
52272,Rio do Pires,7516.76,2926905
52273,Rio Real,22645.77,2927002
52274,Rodelas,10436.49,2927101
52275,Ruy Barbosa,9886.85,2927200
52276,Salinas da Margarida,10901.76,2927309
52277,Salvador,22213.24,2927408
52278,Santa Bárbara,8046.02,2927507
52279,Santa Brígida,7321.26,2927606
52280,Santa Cruz Cabrália,15484.19,2927705
52281,Santa Cruz da Vitória,9361.57,2927804
52282,Santa Inês,6562.49,2927903
52283,Santaluz,10399.93,2928000
52284,Santa Luzia,7876.34,2928059
52285,Santa Maria da Vitória,12110.47,2928109
52286,Santana,9706.1,2928208
52287,Santanópolis,6674.38,2928307
52288,Santa Rita de Cássia,8513.11,2928406
52289,Santa Terezinha,6816.32,2928505
52290,Santo Amaro,14024.36,2928604
52291,Santo Antônio de Jesus,21863.76,2928703
52292,Santo Estêvão,13942.59,2928802
52293,São Desidério,76949.79,2928901
52294,São Domingos,8936.13,2928950
52295,São Félix,11557.09,2929008
52296,São Félix do Coribe,12645.62,2929057
52297,São Felipe,9400.34,2929107
52298,São Francisco do Conde,210629.4,2929206
52299,São Gabriel,6718.22,2929255
52300,São Gonçalo dos Campos,26290.04,2929305
52301,São José da Vitória,9382.71,2929354
52302,São José do Jacuípe,8489.8,2929370
52303,São Miguel das Matas,11606.58,2929404
52304,São Sebastião do Passé,15605.2,2929503
52305,Sapeaçu,9590.43,2929602
52306,Sátiro Dias,10387.25,2929701
52307,Saubara,11243.84,2929750
52308,Saúde,6904.65,2929800
52309,Seabra,12448.76,2929909
52310,Sebastião Laranjeiras,7615.4,2930006
52311,Senhor do Bonfim,11399.16,2930105
52312,Serra do Ramalho,9807.25,2930154
52313,Sento Sé,23542.89,2930204
52314,Serra Dourada,9216.44,2930303
52315,Serra Preta,7641.07,2930402
52316,Serrinha,11362.74,2930501
52317,Serrolândia,7405.01,2930600
52318,Simões Filho,40637.42,2930709
52319,Sítio do Mato,8022.59,2930758
52320,Sítio do Quinto,8196.81,2930766
52321,Sobradinho,32609.65,2930774
52322,Souto Soares,7408.33,2930808
52323,Tabocas do Brejo Velho,8308.88,2930907
52324,Tanhaçu,9465.46,2931004
52325,Tanque Novo,9529.31,2931053
52326,Tanquinho,7219.55,2931103
52327,Taperoá,8471.96,2931202
52328,Tapiramutá,6553.06,2931301
52329,Teixeira de Freitas,16541.88,2931350
52330,Teodoro Sampaio,10697.76,2931400
52331,Teofilândia,6755.57,2931509
52332,Teolândia,12210.42,2931608
52333,Terra Nova,8997.41,2931707
52334,Tremedal,7573.75,2931806
52335,Tucano,9553.34,2931905
52336,Uauá,8466.19,2932002
52337,Ubaíra,9908.27,2932101
52338,Ubaitaba,11548.41,2932200
52339,Ubatã,7467.5,2932309
52340,Uibaí,6956.99,2932408
52341,Umburanas,7495.97,2932457
52342,Una,14140.26,2932507
52343,Urandi,10984.02,2932606
52344,Uruçuca,11510.01,2932705
52345,Utinga,8806.37,2932804
52346,Valença,16346.46,2932903
52347,Valente,8042.92,2933000
52348,Várzea da Roça,6773.46,2933059
52349,Várzea do Poço,9977.74,2933109
52350,Várzea Nova,9112.58,2933158
52351,Varzedo,12034.31,2933174
52352,Vera Cruz,12196.73,2933208
52353,Vereda,11995.54,2933257
52354,Vitória da Conquista,21459.85,2933307
52355,Wagner,8061.28,2933406
52356,Wanderley,10822.58,2933455
52357,Wenceslau Guimarães,12751.96,2933505
52358,Xique-Xique,8843.15,2933604
52359,Abadia dos Dourados,18254.66,3100104
52360,Abaeté,22262.55,3100203
52361,Abre Campo,15123.22,3100302
52362,Acaiaca,13982.58,3100401
52363,Açucena,9880.87,3100500
52364,Água Boa,10674.01,3100609
52365,Água Comprida,72077.67,3100708
52366,Aguanil,13840.42,3100807
52367,Águas Formosas,13459.92,3100906
52368,Águas Vermelhas,15807.64,3101003
52369,Aimorés,18339.14,3101102
52370,Aiuruoca,16513.17,3101201
52371,Alagoa,14663.18,3101300
52372,Albertina,15732.1,3101409
52373,Além Paraíba,23324.44,3101508
52374,Alfenas,32281.39,3101607
52375,Alfredo Vasconcelos,17587.53,3101631
52376,Almenara,14543.15,3101706
52377,Alpercata,11462.32,3101805
52378,Alpinópolis,20469.86,3101904
52379,Alterosa,14800.91,3102001
52380,Alto Caparaó,11758.68,3102050
52381,Alto Rio Doce,15310.33,3102100
52382,Alvarenga,10694.95,3102209
52383,Alvinópolis,18953.83,3102308
52384,Alvorada de Minas,14716.12,3102407
52385,Amparo do Serra,9744.51,3102506
52386,Andradas,24442.94,3102605
52387,Cachoeira de Pajeú,11770.16,3102704
52388,Andrelândia,19071.66,3102803
52389,Angelândia,10526.55,3102852
52390,Antônio Carlos,13902.61,3102902
52391,Antônio Dias,34568.29,3103009
52392,Antônio Prado de Minas,14789.54,3103108
52393,Araçaí,24280.95,3103207
52394,Aracitaba,11585.36,3103306
52395,Araçuaí,12588.17,3103405
52396,Araguari,47199.52,3103504
52397,Arantina,19368.11,3103603
52398,Araponga,8675.55,3103702
52399,Araporã,200429.56,3103751
52400,Arapuá,44858.01,3103801
52401,Araújos,36584.9,3103900
52402,Araxá,60640.64,3104007
52403,Arceburgo,27722.2,3104106
52404,Arcos,42159.13,3104205
52405,Areado,14927.38,3104304
52406,Argirita,12713.94,3104403
52407,Aricanduva,10175.2,3104452
52408,Arinos,13067.34,3104502
52409,Astolfo Dutra,21506.99,3104601
52410,Ataléia,12297.35,3104700
52411,Augusto de Lima,13123.11,3104809
52412,Baependi,15965.93,3104908
52413,Baldim,18499.14,3105004
52414,Bambuí,23843.32,3105103
52415,Bandeira,9995.86,3105202
52416,Bandeira do Sul,12988.06,3105301
52417,Barão de Cocais,25162.94,3105400
52418,Barão de Monte Alto,9197.11,3105509
52419,Barbacena,22749.16,3105608
52420,Barra Longa,14162.92,3105707
52421,Barroso,22733.98,3105905
52422,Bela Vista de Minas,34954.41,3106002
52423,Belmiro Braga,15103.96,3106101
52424,Belo Horizonte,38695.31,3106200
52425,Belo Oriente,65595.25,3106309
52426,Belo Vale,24361.53,3106408
52427,Berilo,8652.17,3106507
52428,Bertópolis,8364.86,3106606
52429,Berizal,9737.17,3106655
52430,Betim,63882.75,3106705
52431,Bias Fortes,9622.84,3106804
52432,Bicas,18599.24,3106903
52433,Biquinhas,17329.49,3107000
52434,Boa Esperança,19257.47,3107109
52435,Bocaina de Minas,12116.96,3107208
52436,Bocaiúva,18831.59,3107307
52437,Bom Despacho,27680.94,3107406
52438,Bom Jardim de Minas,17656.73,3107505
52439,Bom Jesus da Penha,29358.15,3107604
52440,Bom Jesus do Amparo,24505.66,3107703
52441,Bom Jesus do Galho,9632.94,3107802
52442,Bom Repouso,12543.64,3107901
52443,Bom Sucesso,18079.95,3108008
52444,Bonfim,14898.51,3108107
52445,Bonfinópolis de Minas,35249.34,3108206
52446,Bonito de Minas,7204.87,3108255
52447,Borda da Mata,16582.78,3108305
52448,Botelhos,15348.15,3108404
52449,Botumirim,9338.81,3108503
52450,Brasilândia de Minas,18338.43,3108552
52451,Brasília de Minas,10746.87,3108602
52452,Brás Pires,9283.96,3108701
52453,Braúnas,33248.84,3108800
52454,Brazópolis,12262.49,3108909
52455,Brumadinho,62744.25,3109006
52456,Bueno Brandão,14945.96,3109105
52457,Buenópolis,12248.8,3109204
52458,Bugre,9071.93,3109253
52459,Buritis,31157.87,3109303
52460,Buritizeiro,15959.02,3109402
52461,Cabeceira Grande,43127.96,3109451
52462,Cabo Verde,14035.1,3109501
52463,Cachoeira da Prata,12974.72,3109600
52464,Cachoeira de Minas,32334.51,3109709
52465,Cachoeira Dourada,30051.59,3109808
52466,Caetanópolis,23595.81,3109907
52467,Caeté,17875.95,3110004
52468,Caiana,11059.53,3110103
52469,Cajuri,18067.56,3110202
52470,Caldas,17738.15,3110301
52471,Camacho,13266.81,3110400
52472,Camanducaia,33387.49,3110509
52473,Cambuí,52872.6,3110608
52474,Cambuquira,21595.31,3110707
52475,Campanário,11910.35,3110806
52476,Campanha,20035.62,3110905
52477,Campestre,15363.63,3111002
52478,Campina Verde,24036.29,3111101
52479,Campo Azul,9108.24,3111150
52480,Campo Belo,19282.73,3111200
52481,Campo do Meio,13435.65,3111309
52482,Campo Florido,59783.07,3111408
52483,Campos Altos,18923.23,3111507
52484,Campos Gerais,16190.96,3111606
52485,Canaã,13112.4,3111705
52486,Canápolis,35325.15,3111804
52487,Cana Verde,11571.75,3111903
52488,Candeias,17063.76,3112000
52489,Cantagalo,10788.39,3112059
52490,Caparaó,11383.48,3112109
52491,Capela Nova,11162.69,3112208
52492,Capelinha,19011.8,3112307
52493,Capetinga,17902.74,3112406
52494,Capim Branco,10371.32,3112505
52495,Capinópolis,23100.44,3112604
52496,Capitão Andrade,9079.49,3112653
52497,Capitão Enéas,22434.39,3112703
52498,Capitólio,32065.1,3112802
52499,Caputira,8203.71,3112901
52500,Caraí,7341.09,3113008
52501,Caranaíba,10388.26,3113107
52502,Carandaí,20676.97,3113206
52503,Carangola,16980.01,3113305
52504,Caratinga,19989.09,3113404
52505,Carbonita,17396.17,3113503
52506,Careaçu,22212.86,3113602
52507,Carlos Chagas,19340.96,3113701
52508,Carmésia,12621.8,3113800
52509,Carmo da Cachoeira,16038.78,3113909
52510,Carmo da Mata,16201.51,3114006
52511,Carmo de Minas,14660.27,3114105
52512,Carmo do Cajuru,20781.11,3114204
52513,Carmo do Paranaíba,24383.93,3114303
52514,Carmo do Rio Claro,24056.36,3114402
52515,Carmópolis de Minas,21081.68,3114501
52516,Carneirinho,30292.63,3114550
52517,Carrancas,30195.67,3114600
52518,Carvalhópolis,13246.48,3114709
52519,Carvalhos,14295.39,3114808
52520,Casa Grande,21231.85,3114907
52521,Cascalho Rico,19748.6,3115003
52522,Cássia,19018.52,3115102
52523,Conceição da Barra de Minas,12878.25,3115201
52524,Cataguases,22110.86,3115300
52525,Catas Altas,205288.4,3115359
52526,Catas Altas da Noruega,9681.37,3115409
52527,Catuji,10131.25,3115458
52528,Catuti,8902.82,3115474
52529,Caxambu,16591.22,3115508
52530,Cedro do Abaeté,16836.51,3115607
52531,Central de Minas,11662.18,3115706
52532,Centralina,27046.95,3115805
52533,Chácara,12537.82,3115904
52534,Chalé,11424.73,3116001
52535,Chapada do Norte,6532.65,3116100
52536,Chapada Gaúcha,16487.26,3116159
52537,Chiador,12118.25,3116209
52538,Cipotânea,8473.71,3116308
52539,Claraval,28257.1,3116407
52540,Claro dos Poções,9396.26,3116506
52541,Cláudio,27338.9,3116605
52542,Coimbra,15508.08,3116704
52543,Coluna,10324.03,3116803
52544,Comendador Gomes,38908.01,3116902
52545,Comercinho,8141.72,3117009
52546,Conceição da Aparecida,16991.81,3117108
52547,Conceição das Pedras,14270.81,3117207
52548,Conceição das Alagoas,32935.96,3117306
52549,Conceição de Ipanema,11530.07,3117405
52550,Conceição do Mato Dentro,220226.36,3117504
52551,Conceição do Pará,49991.7,3117603
52552,Conceição do Rio Verde,15957.67,3117702
52553,Conceição dos Ouros,15472.85,3117801
52554,Cônego Marinho,7082.62,3117836
52555,Confins,193407.74,3117876
52556,Congonhal,17287.47,3117900
52557,Congonhas,36277.13,3118007
52558,Congonhas do Norte,8190.99,3118106
52559,Conquista,54620.26,3118205
52560,Conselheiro Lafaiete,19512.7,3118304
52561,Conselheiro Pena,13025.71,3118403
52562,Consolação,14574.03,3118502
52563,Contagem,45855.1,3118601
52564,Coqueiral,16955.61,3118700
52565,Coração de Jesus,8495.93,3118809
52566,Cordisburgo,11542.11,3118908
52567,Cordislândia,17214.43,3119005
52568,Corinto,13928.47,3119104
52569,Coroaci,10393.2,3119203
52570,Coromandel,36288.2,3119302
52571,Coronel Fabriciano,16282.52,3119401
52572,Coronel Murta,8993.35,3119500
52573,Coronel Pacheco,14927.56,3119609
52574,Coronel Xavier Chaves,14522.35,3119708
52575,Córrego Danta,47948.52,3119807
52576,Córrego do Bom Jesus,10423.61,3119906
52577,Córrego Fundo,27492.15,3119955
52578,Córrego Novo,11878.5,3120003
52579,Couto de Magalhães de Minas,11936.91,3120102
52580,Crisólita,8800.81,3120151
52581,Cristais,14763.77,3120201
52582,Cristália,7852.54,3120300
52583,Cristiano Otoni,23797.23,3120409
52584,Cristina,18069.95,3120508
52585,Crucilândia,14449.58,3120607
52586,Cruzeiro da Fortaleza,28142.58,3120706
52587,Cruzília,16846.9,3120805
52588,Cuparaque,11426.24,3120839
52589,Curral de Dentro,8511.63,3120870
52590,Curvelo,22624.78,3120904
52591,Datas,10125.81,3121001
52592,Delfim Moreira,12224.94,3121100
52593,Delfinópolis,25804.67,3121209
52594,Delta,35361.85,3121258
52595,Descoberto,13438.11,3121308
52596,Desterro de Entre Rios,26393.98,3121407
52597,Desterro do Melo,13552.43,3121506
52598,Diamantina,17568.99,3121605
52599,Diogo de Vasconcelos,9017.01,3121704
52600,Dionísio,10153.98,3121803
52601,Divinésia,14466.08,3121902
52602,Divino,12173.62,3122009
52603,Divino das Laranjeiras,11043.89,3122108
52604,Divinolândia de Minas,9121.61,3122207
52605,Divinópolis,28667.89,3122306
52606,Divisa Alegre,24484.8,3122355
52607,Divisa Nova,13175.15,3122405
52608,Divisópolis,6940.99,3122454
52609,Dom Bosco,13548.92,3122470
52610,Dom Cavati,11813.59,3122504
52611,Dom Joaquim,11072.13,3122603
52612,Dom Silvério,17349.5,3122702
52613,Dom Viçoso,10668.02,3122801
52614,Dona Euzébia,13183.04,3122900
52615,Dores de Campos,30064.38,3123007
52616,Dores de Guanhães,30713.66,3123106
52617,Dores do Indaiá,18797.61,3123205
52618,Dores do Turvo,11832.01,3123304
52619,Doresópolis,36089.88,3123403
52620,Douradoquara,30692.0,3123502
52621,Durandé,10295.22,3123528
52622,Elói Mendes,18715.17,3123601
52623,Engenheiro Caldas,11082.49,3123700
52624,Engenheiro Navarro,9952.08,3123809
52625,Entre Folhas,10054.51,3123858
52626,Entre Rios de Minas,14923.05,3123908
52627,Ervália,16328.19,3124005
52628,Esmeraldas,10484.15,3124104
52629,Espera Feliz,17062.0,3124203
52630,Espinosa,9946.0,3124302
52631,Espírito Santo do Dourado,18654.93,3124401
52632,Estiva,24005.08,3124500
52633,Estrela Dalva,14346.2,3124609
52634,Estrela do Indaiá,28727.6,3124708
52635,Estrela do Sul,34788.84,3124807
52636,Eugenópolis,14766.66,3124906
52637,Ewbank da Câmara,10434.75,3125002
52638,Extrema,279824.02,3125101
52639,Fama,16236.07,3125200
52640,Faria Lemos,15926.97,3125309
52641,Felício dos Santos,9911.7,3125408
52642,São Gonçalo do Rio Preto,11611.3,3125507
52643,Felisburgo,8398.08,3125606
52644,Felixlândia,14490.99,3125705
52645,Fernandes Tourinho,13521.85,3125804
52646,Ferros,12823.56,3125903
52647,Fervedouro,9991.14,3125952
52648,Florestal,16511.05,3126000
52649,Formiga,26489.74,3126109
52650,Formoso,19292.5,3126208
52651,Fortaleza de Minas,13574.04,3126307
52652,Fortuna de Minas,13584.21,3126406
52653,Francisco Badaró,5984.22,3126505
52654,Francisco Dumont,12772.71,3126604
52655,Francisco Sá,14369.2,3126703
52656,Franciscópolis,13203.49,3126752
52657,Frei Gaspar,10166.27,3126802
52658,Frei Inocêncio,10488.28,3126901
52659,Frei Lagonegro,9159.45,3126950
52660,Fronteira,65898.95,3127008
52661,Fronteira dos Vales,8723.4,3127057
52662,Fruta de Leite,7888.67,3127073
52663,Frutal,32376.63,3127107
52664,Funilândia,14229.26,3127206
52665,Galiléia,14342.07,3127305
52666,Gameleiras,8853.69,3127339
52667,Glaucilândia,10703.6,3127354
52668,Goiabeira,12164.97,3127370
52669,Goianá,16963.61,3127388
52670,Gonçalves,15965.72,3127404
52671,Gonzaga,8826.64,3127503
52672,Gouveia,12864.48,3127602
52673,Governador Valadares,24180.08,3127701
52674,Grão Mogol,33721.74,3127800
52675,Grupiara,22709.19,3127909
52676,Guanhães,22891.63,3128006
52677,Guapé,16460.35,3128105
52678,Guaraciaba,9152.69,3128204
52679,Guaraciama,9408.09,3128253
52680,Guaranésia,25074.67,3128303
52681,Guarani,14743.76,3128402
52682,Guarará,12373.91,3128501
52683,Guarda-Mor,61301.65,3128600
52684,Guaxupé,43130.71,3128709
52685,Guidoval,14749.47,3128808
52686,Guimarânia,27668.07,3128907
52687,Guiricema,11273.37,3129004
52688,Gurinhatã,22043.56,3129103
52689,Heliodora,14809.99,3129202
52690,Iapu,11002.44,3129301
52691,Ibertioga,14145.24,3129400
52692,Ibiá,39008.3,3129509
52693,Ibiaí,8681.51,3129608
52694,Ibiracatu,8405.8,3129657
52695,Ibiraci,43737.39,3129707
52696,Ibirité,14084.2,3129806
52697,Ibitiúra de Minas,13958.82,3129905
52698,Ibituruna,13833.62,3130002
52699,Icaraí de Minas,7086.46,3130051
52700,Igarapé,18174.81,3130101
52701,Igaratinga,40917.99,3130200
52702,Iguatama,44862.6,3130309
52703,Ijaci,47066.83,3130408
52704,Ilicínea,13739.9,3130507
52705,Imbé de Minas,8720.96,3130556
52706,Inconfidentes,12967.7,3130606
52707,Indaiabira,8403.46,3130655
52708,Indianópolis,54105.04,3130705
52709,Ingaí,28092.58,3130804
52710,Inhapim,13864.25,3130903
52711,Inhaúma,18060.59,3131000
52712,Inimutaba,9994.15,3131109
52713,Ipaba,8574.71,3131158
52714,Ipanema,13793.59,3131208
52715,Ipatinga,44915.22,3131307
52716,Ipiaçu,24780.12,3131406
52717,Ipuiúna,16369.66,3131505
52718,Iraí de Minas,26599.58,3131604
52719,Itabira,60417.39,3131703
52720,Itabirinha,10777.92,3131802
52721,Itabirito,54869.57,3131901
52722,Itacambira,10243.31,3132008
52723,Itacarambi,11565.49,3132107
52724,Itaguara,23207.5,3132206
52725,Itaipé,7605.76,3132305
52726,Itajubá,32734.18,3132404
52727,Itamarandiba,15556.77,3132503
52728,Itamarati de Minas,13486.82,3132602
52729,Itambacuri,12698.24,3132701
52730,Itambé do Mato Dentro,13543.46,3132800
52731,Itamogi,17470.42,3132909
52732,Itamonte,53851.17,3133006
52733,Itanhandu,28713.42,3133105
52734,Itanhomi,10326.85,3133204
52735,Itaobim,13536.53,3133303
52736,Itapagipe,28297.33,3133402
52737,Itapecerica,21854.32,3133501
52738,Itapeva,80296.68,3133600
52739,Itatiaiuçu,157352.87,3133709
52740,Itaú de Minas,31498.39,3133758
52741,Itaúna,37279.29,3133808
52742,Itaverava,10668.94,3133907
52743,Itinga,8489.9,3134004
52744,Itueta,12553.23,3134103
52745,Ituiutaba,32172.89,3134202
52746,Itumirim,10755.56,3134301
52747,Iturama,52003.68,3134400
52748,Itutinga,34551.31,3134509
52749,Jaboticatubas,12399.74,3134608
52750,Jacinto,8937.75,3134707
52751,Jacuí,13627.05,3134806
52752,Jacutinga,31219.28,3134905
52753,Jaguaraçu,28083.69,3135001
52754,Jaíba,15539.87,3135050
52755,Jampruca,10756.39,3135076
52756,Janaúba,18046.73,3135100
52757,Januária,10446.04,3135209
52758,Japaraíba,17067.72,3135308
52759,Japonvar,8498.97,3135357
52760,Jeceaba,249366.03,3135407
52761,Jenipapo de Minas,9526.78,3135456
52762,Jequeri,12254.59,3135506
52763,Jequitaí,13051.82,3135605
52764,Jequitibá,18053.23,3135704
52765,Jequitinhonha,9855.75,3135803
52766,Jesuânia,13433.76,3135902
52767,Joaíma,9341.74,3136009
52768,Joanésia,15907.52,3136108
52769,João Monlevade,38946.51,3136207
52770,João Pinheiro,32016.08,3136306
52771,Joaquim Felício,10916.39,3136405
52772,Jordânia,8616.0,3136504
52773,José Gonçalves de Minas,10257.14,3136520
52774,José Raydan,11989.64,3136553
52775,Josenópolis,10532.47,3136579
52776,Nova União,16707.81,3136603
52777,Juatuba,50123.31,3136652
52778,Juiz de Fora,32864.04,3136702
52779,Juramento,9538.15,3136801
52780,Juruaia,16238.02,3136900
52781,Juvenília,8777.22,3136959
52782,Ladainha,6791.25,3137007
52783,Lagamar,18541.3,3137106
52784,Lagoa da Prata,31574.87,3137205
52785,Lagoa dos Patos,10836.76,3137304
52786,Lagoa Dourada,20856.56,3137403
52787,Lagoa Formosa,21934.83,3137502
52788,Lagoa Grande,22050.41,3137536
52789,Lagoa Santa,28124.54,3137601
52790,Lajinha,15688.61,3137700
52791,Lambari,16722.36,3137809
52792,Lamim,11764.38,3137908
52793,Laranjal,11939.95,3138005
52794,Lassance,19041.91,3138104
52795,Lavras,26615.93,3138203
52796,Leandro Ferreira,12903.5,3138302
52797,Leme do Prado,11989.57,3138351
52798,Leopoldina,19434.1,3138401
52799,Liberdade,16304.24,3138500
52800,Lima Duarte,19069.43,3138609
52801,Limeira do Oeste,53377.48,3138625
52802,Lontra,7979.33,3138658
52803,Luisburgo,10970.3,3138674
52804,Luislândia,7937.72,3138682
52805,Luminárias,17052.66,3138708
52806,Luz,30125.47,3138807
52807,Machacalis,12610.49,3138906
52808,Machado,23175.74,3139003
52809,Madre de Deus de Minas,37707.54,3139102
52810,Malacacheta,10817.75,3139201
52811,Mamonas,7936.19,3139250
52812,Manga,11657.15,3139300
52813,Manhuaçu,28865.1,3139409
52814,Manhumirim,18377.95,3139508
52815,Mantena,14830.38,3139607
52816,Maravilhas,20560.75,3139706
52817,Mar de Espanha,15859.18,3139805
52818,Maria da Fé,13040.48,3139904
52819,Mariana,33674.08,3140001
52820,Marilac,12190.62,3140100
52821,Mário Campos,11053.24,3140159
52822,Maripá de Minas,20635.6,3140209
52823,Marliéria,10511.95,3140308
52824,Marmelópolis,12454.84,3140407
52825,Martinho Campos,25913.95,3140506
52826,Martins Soares,23642.19,3140530
52827,Mata Verde,8384.53,3140555
52828,Materlândia,10704.38,3140605
52829,Mateus Leme,22211.81,3140704
52830,Matias Barbosa,39009.83,3140803
52831,Matias Cardoso,11127.51,3140852
