,municipio,PIB,codigo
51541,São José da Lagoa Tapada,8180.31,2514206
51542,São José de Caiana,7534.46,2514305
51543,São José de Espinharas,9641.04,2514404
51544,São José dos Ramos,8143.73,2514453
51545,São José de Piranhas,10104.57,2514503
51546,São José de Princesa,7661.94,2514552
51547,São José do Bonfim,8255.1,2514602
51548,São José do Brejo do Cruz,14037.06,2514651
51549,São José do Sabugi,22762.09,2514701
51550,São José dos Cordeiros,8885.0,2514800
51551,São Mamede,9076.14,2514909
51552,São Miguel de Taipu,9278.73,2515005
51553,São Sebastião de Lagoa de Roça,8122.42,2515104
51554,São Sebastião do Umbuzeiro,9416.94,2515203
51555,Sapé,11442.84,2515302
51556,São Vicente do Seridó,6733.08,2515401
51557,Serra Branca,9543.22,2515500
51558,Serra da Raiz,10511.94,2515609
51559,Serra Grande,9635.91,2515708
51560,Serra Redonda,9172.89,2515807
51561,Serraria,9458.24,2515906
51562,Sertãozinho,9654.13,2515930
51563,Sobrado,12122.06,2515971
51564,Solânea,11395.82,2516003
51565,Soledade,11879.93,2516102
51566,Sossêgo,9615.95,2516151
51567,Sousa,17681.86,2516201
51568,Sumé,10886.7,2516300
51569,Tacima,7316.91,2516409
51570,Taperoá,7755.25,2516508
51571,Tavares,8203.2,2516607
51572,Teixeira,9493.08,2516706
51573,Tenório,9652.42,2516755
51574,Triunfo,7921.71,2516805
51575,Uiraúna,11427.53,2516904
51576,Umbuzeiro,7738.11,2517001
51577,Várzea,11215.8,2517100
51578,Vieirópolis,7827.71,2517209
51579,Zabelê,10496.11,2517407
51580,Abreu e Lima,17756.99,2600054
51581,Afogados da Ingazeira,12464.16,2600104
51582,Afrânio,8663.84,2600203
51583,Agrestina,11341.74,2600302
51584,Água Preta,6974.69,2600401
51585,Águas Belas,8337.93,2600500
51586,Alagoinha,9579.05,2600609
51587,Aliança,8626.09,2600708
51588,Altinho,7690.34,2600807
51589,Amaraji,9839.23,2600906
51590,Angelim,12367.69,2601003
51591,Araçoiaba,7289.28,2601052
51592,Araripina,12416.62,2601102
51593,Arcoverde,14727.75,2601201
51594,Barra de Guabiraba,9413.02,2601300
51595,Barreiros,10393.73,2601409
51596,Belém de Maria,7036.41,2601508
51597,Belém do São Francisco,13932.2,2601607
51598,Belo Jardim,25345.75,2601706
51599,Betânia,7165.16,2601805
51600,Bezerros,12522.08,2601904
51601,Bodocó,7587.92,2602001
51602,Bom Conselho,11448.94,2602100
51603,Bom Jardim,8597.38,2602209
51604,Bonito,11990.22,2602308
51605,Brejão,19502.16,2602407
51606,Brejinho,8275.55,2602506
51607,Brejo da Madre de Deus,7950.44,2602605
51608,Buenos Aires,8499.32,2602704
51609,Buíque,7560.24,2602803
51610,Cabo de Santo Agostinho,47924.83,2602902
51611,Cabrobó,12063.7,2603009
51612,Cachoeirinha,10989.94,2603108
51613,Caetés,11162.38,2603207
51614,Calçado,9268.09,2603306
51615,Calumbi,8935.14,2603405
51616,Camaragibe,13514.39,2603454
51617,Camocim de São Félix,8824.38,2603504
51618,Camutanga,16810.97,2603603
51619,Canhotinho,8493.61,2603702
51620,Capoeiras,10429.92,2603801
51621,Carnaíba,8061.33,2603900
51622,Carnaubeira da Penha,6308.28,2603926
51623,Carpina,19025.6,2604007
51624,Caruaru,21075.72,2604106
51625,Casinhas,6646.52,2604155
51626,Catende,6935.38,2604205
51627,Cedro,8187.58,2604304
51628,Chã de Alegria,11924.53,2604403
51629,Chã Grande,10210.41,2604502
51630,Condado,8830.37,2604601
51631,Correntes,9568.7,2604700
51632,Cortês,9156.45,2604809
51633,Cumaru,8819.24,2604908
51634,Cupira,11464.19,2605004
51635,Custódia,13526.98,2605103
51636,Dormentes,11668.7,2605152
51637,Escada,15417.92,2605202
51638,Exu,9084.32,2605301
51639,Feira Nova,9161.8,2605400
51640,Fernando de Noronha,63035.23,2605459
51641,Ferreiros,9193.16,2605509
51642,Flores,7932.3,2605608
51643,Floresta,13144.8,2605707
51644,Frei Miguelinho,8207.62,2605806
51645,Gameleira,7630.72,2605905
51646,Garanhuns,18622.87,2606002
51647,Glória do Goitá,13573.27,2606101
51648,Goiana,128206.09,2606200
51649,Granito,9303.49,2606309
51650,Gravatá,14665.18,2606408
51651,Iati,9129.71,2606507
51652,Ibimirim,9825.9,2606606
51653,Ibirajuba,8260.46,2606705
51654,Igarassu,22720.23,2606804
51655,Iguaracy,7966.45,2606903
51656,Inajá,7549.11,2607000
51657,Ingazeira,8326.69,2607109
51658,Ipojuca,132206.17,2607208
51659,Ipubi,10381.45,2607307
51660,Itacuruba,12604.57,2607406
51661,Itaíba,9057.06,2607505
51662,Ilha de Itamaracá,9679.82,2607604
51663,Itambé,12641.41,2607653
51664,Itapetim,8349.62,2607703
51665,Itapissuma,69380.68,2607752
51666,Itaquitinga,8220.11,2607802
51667,Jaboatão dos Guararapes,19750.5,2607901
51668,Jaqueira,8487.21,2607950
51669,Jataúba,7889.5,2608008
51670,Jatobá,8857.69,2608057
51671,João Alfredo,9131.36,2608107
51672,Joaquim Nabuco,8369.19,2608206
51673,Jucati,10106.53,2608255
51674,Jupi,11465.75,2608305
51675,Jurema,7133.94,2608404
51676,Lagoa do Carro,15816.34,2608453
51677,Lagoa de Itaenga,15793.28,2608503
51678,Lagoa do Ouro,9179.48,2608602
51679,Lagoa dos Gatos,6895.7,2608701
51680,Lagoa Grande,15343.01,2608750
51681,Lajedo,12133.49,2608800
51682,Limoeiro,14315.95,2608909
51683,Macaparana,11288.56,2609006
51684,Machados,11828.36,2609105
51685,Manari,6186.8,2609154
51686,Maraial,7494.18,2609204
51687,Mirandiba,10320.84,2609303
51688,Moreno,11073.15,2609402
51689,Nazaré da Mata,16867.83,2609501
51690,Olinda,14713.81,2609600
51691,Orobó,14820.6,2609709
51692,Orocó,12588.22,2609808
51693,Ouricuri,10223.61,2609907
51694,Palmares,13471.21,2610004
51695,Palmeirina,9446.6,2610103
51696,Panelas,7348.18,2610202
51697,Paranatama,19050.0,2610301
51698,Parnamirim,8227.03,2610400
51699,Passira,7994.82,2610509
51700,Paudalho,15434.67,2610608
51701,Paulista,13681.83,2610707
51702,Pedra,11077.69,2610806
51703,Pesqueira,10804.68,2610905
51704,Petrolândia,40379.67,2611002
51705,Petrolina,20811.26,2611101
51706,Poção,7648.86,2611200
51707,Pombos,16151.93,2611309
51708,Primavera,11188.25,2611408
51709,Quipapá,7090.04,2611507
51710,Quixaba,8277.42,2611533
51711,Recife,33232.26,2611606
51712,Riacho das Almas,9394.09,2611705
51713,Ribeirão,9786.27,2611804
51714,Rio Formoso,11492.0,2611903
51715,Sairé,13749.38,2612000
51716,Salgadinho,6563.78,2612109
51717,Salgueiro,16052.17,2612208
51718,Saloá,8277.69,2612307
51719,Sanharó,8014.9,2612406
51720,Santa Cruz,7884.29,2612455
51721,Santa Cruz da Baixa Verde,7789.42,2612471
51722,Santa Cruz do Capibaribe,14680.05,2612505
51723,Santa Filomena,6988.2,2612554
51724,Santa Maria da Boa Vista,15507.98,2612604
51725,Santa Maria do Cambucá,7844.61,2612703
51726,Santa Terezinha,7677.92,2612802
51727,São Benedito do Sul,6490.85,2612901
51728,São Bento do Una,21797.56,2613008
51729,São Caitano,10128.36,2613107
51730,São João,10476.3,2613206
51731,São Joaquim do Monte,7899.93,2613305
51732,São José da Coroa Grande,11324.82,2613404
51733,São José do Belmonte,8557.63,2613503
51734,São José do Egito,12071.71,2613602
51735,São Lourenço da Mata,11121.96,2613701
51736,São Vicente Férrer,15171.75,2613800
51737,Serra Talhada,17848.2,2613909
51738,Serrita,7220.7,2614006
51739,Sertânia,15339.13,2614105
51740,Sirinhaém,11367.75,2614204
51741,Moreilândia,7504.18,2614303
51742,Solidão,7655.82,2614402
51743,Surubim,12455.57,2614501
51744,Tabira,9818.65,2614600
51745,Tacaimbó,15517.9,2614709
51746,Tacaratu,7067.31,2614808
51747,Tamandaré,13636.78,2614857
51748,Taquaritinga do Norte,10372.42,2615003
51749,Terezinha,9190.63,2615102
51750,Terra Nova,6990.07,2615201
51751,Timbaúba,12722.07,2615300
51752,Toritama,15681.21,2615409
51753,Tracunhaém,9336.03,2615508
51754,Trindade,10581.1,2615607
51755,Triunfo,9721.31,2615706
51756,Tupanatinga,7084.04,2615805
51757,Tuparetama,10076.69,2615904
51758,Venturosa,11366.79,2616001
51759,Verdejante,7927.33,2616100
51760,Vertente do Lério,8851.57,2616183
51761,Vertentes,8276.8,2616209
51762,Vicência,14579.38,2616308
51763,Vitória de Santo Antão,30154.3,2616407
51764,Xexéu,8628.6,2616506
51765,Água Branca,7976.02,2700102
51766,Anadia,11525.51,2700201
51767,Arapiraca,21468.19,2700300
51768,Atalaia,19852.96,2700409
51769,Barra de Santo Antônio,11611.94,2700508
51770,Barra de São Miguel,25843.9,2700607
51771,Batalha,9414.33,2700706
51772,Belém,24489.06,2700805
51773,Belo Monte,15055.38,2700904
51774,Boca da Mata,12993.09,2701001
51775,Branquinha,48270.8,2701100
51776,Cacimbinhas,9400.61,2701209
51777,Cajueiro,8472.45,2701308
51778,Campestre,9059.85,2701357
51779,Campo Alegre,8940.84,2701407
51780,Campo Grande,9793.23,2701506
51781,Canapi,7150.99,2701605
51782,Capela,11234.51,2701704
51783,Carneiros,7356.98,2701803
51784,Chã Preta,15661.8,2701902
51785,Coité do Nóia,12296.76,2702009
51786,Colônia Leopoldina,12213.3,2702108
51787,Coqueiro Seco,12900.57,2702207
51788,Coruripe,24676.96,2702306
51789,Craíbas,10322.9,2702355
51790,Delmiro Gouveia,11038.64,2702405
51791,Dois Riachos,6862.0,2702504
51792,Estrela de Alagoas,6459.43,2702553
51793,Feira Grande,14876.1,2702603
51794,Feliz Deserto,21757.47,2702702
51795,Flexeiras,16786.38,2702801
51796,Girau do Ponciano,9301.79,2702900
51797,Ibateguara,9058.44,2703007
51798,Igaci,8585.4,2703106
51799,Igreja Nova,15788.47,2703205
51800,Inhapi,7239.26,2703304
51801,Jacaré dos Homens,10196.13,2703403
51802,Jacuípe,23332.83,2703502
51803,Japaratinga,20658.0,2703601
51804,Jaramataia,9257.59,2703700
51805,Jequiá da Praia,21929.42,2703759
51806,Joaquim Gomes,14316.45,2703809
51807,Jundiá,11515.73,2703908
51808,Junqueiro,13374.67,2704005
51809,Lagoa da Canoa,11749.95,2704104
51810,Limoeiro de Anadia,17834.29,2704203
51811,Maceió,22976.51,2704302
51812,Major Isidoro,9849.17,2704401
51813,Maragogi,21234.52,2704500
51814,Maravilha,7674.87,2704609
51815,Marechal Deodoro,46413.15,2704708
51816,Maribondo,11725.97,2704807
51817,Mar Vermelho,11309.98,2704906
51818,Mata Grande,9830.13,2705002
51819,Matriz de Camaragibe,12457.33,2705101
51820,Messias,9940.22,2705200
51821,Minador do Negrão,10978.56,2705309
51822,Monteirópolis,8100.9,2705408
51823,Murici,14341.13,2705507
51824,Novo Lino,12511.38,2705606
51825,Olho d'Água das Flores,10049.99,2705705
51826,Olho d'Água do Casado,8053.01,2705804
51827,Olho d'Água Grande,9854.21,2705903
51828,Olivença,7290.69,2706000
51829,Ouro Branco,7271.41,2706109
51830,Palestina,7895.59,2706208
51831,Palmeira dos Índios,12934.16,2706307
51832,Pão de Açúcar,8865.82,2706406
51833,Pariconha,7276.82,2706422
51834,Paripueira,12964.92,2706448
51835,Passo de Camaragibe,14290.8,2706505
51836,Paulo Jacinto,10264.08,2706604
51837,Penedo,12505.56,2706703
51838,Piaçabuçu,17458.15,2706802
51839,Pilar,15458.25,2706901
51840,Pindoba,13077.82,2707008
51841,Piranhas,10703.45,2707107
51842,Poço das Trincheiras,6432.78,2707206
51843,Porto Calvo,12963.63,2707305
51844,Porto de Pedras,27492.88,2707404
51845,Porto Real do Colégio,10088.72,2707503
51846,Quebrangulo,12314.86,2707602
51847,Rio Largo,15545.65,2707701
51848,Roteiro,20744.84,2707800
51849,Santa Luzia do Norte,23932.78,2707909
51850,Santana do Ipanema,11834.31,2708006
51851,Santana do Mundaú,90473.0,2708105
51852,São Brás,13112.57,2708204
51853,São José da Laje,15241.67,2708303
51854,São José da Tapera,8498.44,2708402
51855,São Luís do Quitunde,18080.59,2708501
51856,São Miguel dos Campos,18340.95,2708600
51857,São Miguel dos Milagres,20724.13,2708709
51858,São Sebastião,16515.04,2708808
51859,Satuba,13582.37,2708907
51860,Senador Rui Palmeira,6303.92,2708956
51861,Tanque d'Arca,9730.38,2709004
51862,Taquarana,15653.32,2709103
51863,Teotônio Vilela,11452.33,2709152
51864,Traipu,7246.99,2709202
51865,União dos Palmares,16059.3,2709301
51866,Viçosa,16342.68,2709400
51867,Amparo de São Francisco,14014.72,2800100
51868,Aquidabã,11149.4,2800209
51869,Aracaju,26688.23,2800308
51870,Arauá,11617.72,2800407
51871,Areia Branca,11918.21,2800506
51872,Barra dos Coqueiros,19028.51,2800605
51873,Boquim,10924.98,2800670
51874,Brejo Grande,10750.46,2800704
51875,Campo do Brito,11827.97,2801009
51876,Canhoba,13885.78,2801108
51877,Canindé de São Francisco,88713.54,2801207
51878,Capela,11393.56,2801306
51879,Carira,14695.13,2801405
51880,Carmópolis,27566.67,2801504
51881,Cedro de São João,10134.06,2801603
51882,Cristinápolis,11747.71,2801702
51883,Cumbe,12608.77,2801900
51884,Divina Pastora,29479.73,2802007
51885,Estância,28293.45,2802106
51886,Feira Nova,13433.82,2802205
51887,Frei Paulo,16392.78,2802304
51888,Gararu,10196.44,2802403
51889,General Maynard,10800.66,2802502
51890,Gracho Cardoso,12664.75,2802601
51891,Ilha das Flores,8965.07,2802700
51892,Indiaroba,10763.45,2802809
51893,Itabaiana,21036.18,2802908
51894,Itabaianinha,10388.17,2803005
51895,Itabi,11975.32,2803104
51896,Itaporanga d'Ajuda,24965.16,2803203
51897,Japaratuba,22200.81,2803302
51898,Japoatã,13228.75,2803401
51899,Lagarto,15726.5,2803500
51900,Laranjeiras,27147.97,2803609
51901,Macambira,11370.08,2803708
51902,Malhada dos Bois,11742.37,2803807
51903,Malhador,13133.49,2803906
51904,Maruim,19730.91,2804003
51905,Moita Bonita,18147.47,2804102
51906,Monte Alegre de Sergipe,10542.43,2804201
51907,Muribeca,12257.63,2804300
51908,Neópolis,13911.41,2804409
51909,Nossa Senhora Aparecida,11133.72,2804458
51910,Nossa Senhora da Glória,15466.17,2804508
51911,Nossa Senhora das Dores,12896.12,2804607
51912,Nossa Senhora de Lourdes,10757.98,2804706
51913,Nossa Senhora do Socorro,14906.47,2804805
51914,Pacatuba,13202.63,2804904
51915,Pedra Mole,13134.62,2805000
51916,Pedrinhas,9453.9,2805109
51917,Pinhão,11681.08,2805208
51918,Pirambu,13502.72,2805307
51919,Poço Redondo,9109.81,2805406
51920,Poço Verde,10485.42,2805505
51921,Porto da Folha,9952.9,2805604
51922,Propriá,17349.14,2805703
51923,Riachão do Dantas,15300.22,2805802
51924,Riachuelo,20174.89,2805901
51925,Ribeirópolis,16709.92,2806008
51926,Rosário do Catete,28970.49,2806107
51927,Salgado,9301.33,2806206
51928,Santa Luzia do Itanhy,11578.31,2806305
51929,Santana do São Francisco,10613.45,2806404
51930,Santa Rosa de Lima,12102.07,2806503
51931,Santo Amaro das Brotas,11232.42,2806602
51932,São Cristóvão,10514.98,2806701
51933,São Domingos,9471.57,2806800
51934,São Francisco,10756.44,2806909
51935,São Miguel do Aleixo,10072.68,2807006
51936,Simão Dias,15786.83,2807105
51937,Siriri,17018.74,2807204
51938,Telha,11698.52,2807303
51939,Tobias Barreto,11215.73,2807402
51940,Tomar do Geru,9219.3,2807501
51941,Umbaúba,13940.65,2807600
51942,Abaíra,7168.52,2900108
51943,Abaré,7530.64,2900207
51944,Acajutiba,8380.48,2900306
51945,Adustina,10180.39,2900355
51946,Água Fria,7722.13,2900405
51947,Érico Cardoso,6560.69,2900504
51948,Aiquara,10290.23,2900603
51949,Alagoinhas,28109.5,2900702
51950,Alcobaça,12843.74,2900801
51951,Almadina,9708.08,2900900
51952,Amargosa,10559.06,2901007
51953,Amélia Rodrigues,13191.02,2901106
51954,América Dourada,8286.65,2901155
51955,Anagé,8428.08,2901205
51956,Andaraí,8416.2,2901304
51957,Andorinha,13417.3,2901353
51958,Angical,10138.2,2901403
51959,Anguera,7572.87,2901502
51960,Antas,6594.16,2901601
51961,Antônio Cardoso,9442.99,2901700
51962,Antônio Gonçalves,6184.73,2901809
51963,Aporá,7534.09,2901908
51964,Apuarema,8893.42,2901957
51965,Aracatu,8886.31,2902005
51966,Araçás,19974.72,2902054
51967,Araci,8005.65,2902104
51968,Aramari,8502.95,2902203
51969,Arataca,8117.54,2902252
51970,Aratuípe,7802.74,2902302
51971,Aurelino Leal,9502.03,2902401
51972,Baianópolis,12211.53,2902500
51973,Baixa Grande,7669.59,2902609
51974,Banzaê,6920.68,2902658
51975,Barra,7100.75,2902708
51976,Barra da Estiva,12770.72,2902807
51977,Barra do Choça,12441.96,2902906
51978,Barra do Mendes,7057.25,2903003
51979,Barra do Rocha,11055.59,2903102
51980,Barreiras,33313.17,2903201
51981,Barro Alto,6713.25,2903235
51982,Barrocas,14416.97,2903276
51983,Barro Preto,10899.03,2903300
51984,Belmonte,13649.32,2903409
51985,Belo Campo,8491.27,2903508
51986,Biritinga,8037.85,2903607
51987,Boa Nova,7723.44,2903706
51988,Boa Vista do Tupim,6890.14,2903805
51989,Bom Jesus da Lapa,16025.54,2903904
51990,Bom Jesus da Serra,6311.74,2903953
51991,Boninal,6788.98,2904001
51992,Bonito,9891.34,2904050
51993,Boquira,7730.22,2904100
51994,Botuporã,9251.5,2904209
51995,Brejões,8551.36,2904308
51996,Brejolândia,9028.37,2904407
51997,Brotas de Macaúbas,8196.59,2904506
51998,Brumado,25705.48,2904605
51999,Buerarema,11425.49,2904704
52000,Buritirama,6535.04,2904753
52001,Caatiba,9749.07,2904803
52002,Cabaceiras do Paraguaçu,6914.99,2904852
52003,Cachoeira,12882.29,2904902
52004,Caculé,12363.09,2905008
52005,Caém,8708.16,2905107
52006,Caetanos,6153.41,2905156
52007,Caetité,17758.11,2905206
52008,Cafarnaum,8408.67,2905305
52009,Cairu,58268.71,2905404
52010,Caldeirão Grande,7280.22,2905503
52011,Camacan,9169.64,2905602
52012,Camaçari,87735.29,2905701
52013,Camamu,10176.51,2905800
52014,Campo Alegre de Lourdes,8404.03,2905909
52015,Campo Formoso,13586.6,2906006
52016,Canápolis,7171.48,2906105
52017,Canarana,7959.98,2906204
52018,Canavieiras,11055.45,2906303
52019,Candeal,7080.22,2906402
52020,Candeias,53758.72,2906501
52021,Candiba,8412.53,2906600
52022,Cândido Sales,8351.37,2906709
52023,Cansanção,8210.1,2906808
52024,Canudos,7949.27,2906824
52025,Capela do Alto Alegre,8311.99,2906857
52026,Capim Grosso,13925.19,2906873
52027,Caraíbas,8566.34,2906899
52028,Caravelas,15702.49,2906907
52029,Cardeal da Silva,12781.39,2907004
52030,Carinhanha,8426.44,2907103
52031,Casa Nova,10532.31,2907202
52032,Castro Alves,11229.9,2907301
52033,Catolândia,21434.45,2907400
52034,Catu,11810.26,2907509
52035,Caturama,6889.08,2907558
52036,Central,9705.87,2907608
52037,Chorrochó,7276.87,2907707
52038,Cícero Dantas,9142.41,2907806
52039,Cipó,7774.9,2907905
52040,Coaraci,10188.23,2908002
52041,Cocos,15847.36,2908101
52042,Conceição da Feira,13763.25,2908200
52043,Conceição do Almeida,10148.23,2908309
52044,Conceição do Coité,11407.99,2908408
52045,Conceição do Jacuípe,88567.45,2908507
52046,Conde,11066.63,2908606
52047,Condeúba,9145.92,2908705
52048,Contendas do Sincorá,10399.89,2908804
52049,Coração de Maria,8903.9,2908903
52050,Cordeiros,7163.14,2909000
52051,Coribe,9760.86,2909109
52052,Coronel João Sá,9240.57,2909208
52053,Correntina,45631.8,2909307
52054,Cotegipe,9966.97,2909406
52055,Cravolândia,7691.28,2909505
52056,Crisópolis,7931.73,2909604
52057,Cristópolis,8851.39,2909703
52058,Cruz das Almas,15514.91,2909802
52059,Curaçá,9125.15,2909901
52060,Dário Meira,9758.0,2910008
52061,Dias d'Ávila,42624.25,2910057
52062,Dom Basílio,9683.11,2910107
52063,Dom Macedo Costa,8908.89,2910206
52064,Elísio Medrado,7786.15,2910305
52065,Encruzilhada,11363.8,2910404
52066,Entre Rios,14370.54,2910503
52067,Esplanada,16975.59,2910602
52068,Euclides da Cunha,10665.51,2910701
52069,Eunápolis,27730.51,2910727
52070,Fátima,11912.33,2910750
52071,Feira da Mata,9521.62,2910776
52072,Feira de Santana,24229.74,2910800
52073,Filadélfia,7751.8,2910859
52074,Firmino Alves,9140.08,2910909
52075,Floresta Azul,8039.09,2911006
52076,Formosa do Rio Preto,72379.97,2911105
52077,Gandu,12003.28,2911204
52078,Gavião,9197.45,2911253
52079,Gentio do Ouro,12557.37,2911303
52080,Glória,12935.21,2911402
52081,Gongogi,8788.87,2911501
52082,Governador Mangabeira,9062.74,2911600
52083,Guajeru,8208.11,2911659
52084,Guanambi,17158.97,2911709
52085,Guaratinga,9927.51,2911808
52086,Heliópolis,8061.05,2911857
52087,Iaçu,8746.6,2911907
52088,Ibiassucê,9549.91,2912004
52089,Ibicaraí,8768.91,2912103
52090,Ibicoara,19974.06,2912202
52091,Ibicuí,9698.91,2912301
52092,Ibipeba,7571.13,2912400
52093,Ibipitanga,7087.1,2912509
52094,Ibiquera,7340.79,2912608
52095,Ibirapitanga,9987.83,2912707
52096,Ibirapuã,31908.04,2912806
52097,Ibirataia,11796.41,2912905
52098,Ibitiara,6552.0,2913002
52099,Ibititá,7491.39,2913101
52100,Ibotirama,13701.19,2913200
52101,Ichu,7582.21,2913309
52102,Igaporã,12070.0,2913408
52103,Igrapiúna,12199.96,2913457
52104,Iguaí,7866.71,2913507
52105,Ilhéus,28755.9,2913606
52106,Inhambupe,14338.96,2913705
52107,Ipecaetá,6113.51,2913804
52108,Ipiaú,10406.43,2913903
52109,Ipirá,10533.94,2914000
52110,Ipupiara,8585.25,2914109
52111,Irajuba,9933.19,2914208
52112,Iramaia,10013.7,2914307
52113,Iraquara,20131.86,2914406
52114,Irará,9048.53,2914505
52115,Irecê,18285.81,2914604
52116,Itabela,12291.43,2914653
52117,Itaberaba,13699.6,2914703
52118,Itabuna,19619.07,2914802
52119,Itacaré,11711.45,2914901
52120,Itaeté,6447.73,2915007
52121,Itagi,8664.6,2915106
52122,Itagibá,14126.85,2915205
52123,Itagimirim,16216.47,2915304
52124,Itaguaçu da Bahia,8766.19,2915353
52125,Itaju do Colônia,10929.97,2915403
52126,Itajuípe,11066.17,2915502
52127,Itamaraju,14814.35,2915601
52128,Itamari,11117.27,2915700
52129,Itambé,10804.55,2915809
52130,Itanagra,10527.25,2915908
52131,Itanhém,11807.03,2916005
52132,Itaparica,11036.75,2916104
52133,Itapé,10691.68,2916203
52134,Itapebi,28315.09,2916302
52135,Itapetinga,15463.78,2916401
52136,Itapicuru,8936.13,2916500
52137,Itapitanga,7607.25,2916609
52138,Itaquara,9119.05,2916708
52139,Itarantim,13551.66,2916807
52140,Itatim,25525.36,2916856
52141,Itiruçu,8152.12,2916906
52142,Itiúba,7908.92,2917003
52143,Itororó,9933.33,2917102
52144,Ituaçu,8608.69,2917201
52145,Ituberá,11202.76,2917300
52146,Iuiu,9471.45,2917334
52147,Jaborandi,69136.12,2917359
52148,Jacaraci,7483.05,2917409
52149,Jacobina,16196.03,2917508
52150,Jaguaquara,10696.92,2917607
52151,Jaguarari,22220.95,2917706
52152,Jaguaripe,9563.64,2917805
52153,Jandaíra,12168.59,2917904
52154,Jequié,17263.38,2918001
52155,Jeremoabo,9130.88,2918100
52156,Jiquiriçá,8085.46,2918209
52157,Jitaúna,13314.92,2918308
52158,João Dourado,9333.7,2918357
52159,Juazeiro,20071.32,2918407
52160,Jucuruçu,10236.24,2918456
52161,Jussara,7095.84,2918506
52162,Jussari,10225.34,2918555
52163,Jussiape,9547.31,2918605
52164,Lafaiete Coutinho,11683.41,2918704
52165,Lagoa Real,6182.32,2918753
52166,Laje,10517.34,2918803
52167,Lajedão,18067.02,2918902
52168,Lajedinho,16820.9,2919009
52169,Lajedo do Tabocal,8141.59,2919058
52170,Lamarão,6752.34,2919108
52171,Lapão,9293.65,2919157
52172,Lauro de Freitas,33038.18,2919207
52173,Lençóis,11327.63,2919306
52174,Licínio de Almeida,9395.69,2919405
52175,Livramento de Nossa Senhora,11033.62,2919504
52176,Luís Eduardo Magalhães,69761.1,2919553
52177,Macajuba,6851.32,2919603
52178,Macarani,9521.49,2919702
52179,Macaúbas,7813.14,2919801
52180,Macururé,6881.81,2919900
52181,Madre de Deus,24354.77,2919926
52182,Maetinga,14662.8,2919959
52183,Maiquinique,10920.95,2920007
52184,Mairi,6914.61,2920106
52185,Malhada,9090.18,2920205
52186,Malhada de Pedras,8009.4,2920304
52187,Manoel Vitorino,10897.18,2920403
52188,Mansidão,6348.54,2920452
52189,Maracás,21363.92,2920502
52190,Maragogipe,7237.43,2920601
52191,Maraú,12155.8,2920700
52192,Marcionílio Souza,7749.95,2920809
52193,Mascote,9809.81,2920908
52194,Mata de São João,25252.05,2921005
52195,Matina,6383.7,2921054
52196,Medeiros Neto,14098.96,2921104
52197,Miguel Calmon,8860.5,2921203
52198,Milagres,10011.93,2921302
52199,Mirangaba,6914.16,2921401
52200,Mirante,7356.2,2921450
52201,Monte Santo,7987.49,2921500
52202,Morpará,7901.34,2921609
52203,Morro do Chapéu,9649.79,2921708
52204,Mortugaba,8099.4,2921807
52205,Mucugê,48367.51,2921906
52206,Mucuri,42765.12,2922003
52207,Mulungu do Morro,9251.86,2922052
52208,Mundo Novo,6389.81,2922102
52209,Muniz Ferreira,7446.89,2922201
52210,Muquém do São Francisco,15976.28,2922250
52211,Muritiba,9247.08,2922300
52212,Mutuípe,15888.52,2922409
52213,Nazaré,9607.12,2922508
52214,Nilo Peçanha,9997.9,2922607
52215,Nordestina,12151.7,2922656
52216,Nova Canaã,8421.14,2922706
52217,Nova Fátima,11118.12,2922730
52218,Nova Ibiá,12813.76,2922755
52219,Nova Itarana,6839.09,2922805
52220,Nova Redenção,7005.73,2922854
52221,Nova Soure,8284.18,2922904
52222,Nova Viçosa,11507.69,2923001
52223,Novo Horizonte,6892.03,2923035
52224,Novo Triunfo,5386.54,2923050
52225,Olindina,7359.84,2923100
52226,Oliveira dos Brejinhos,8124.53,2923209
52227,Ouriçangas,7034.03,2923308
52228,Ourolândia,10741.51,2923357
52229,Palmas de Monte Alto,8323.61,2923407
52230,Palmeiras,9144.37,2923506
52231,Paramirim,11024.83,2923605
52232,Paratinga,7248.71,2923704
52233,Paripiranga,12036.8,2923803
52234,Pau Brasil,8938.41,2923902
52235,Paulo Afonso,31312.64,2924009
52236,Pé de Serra,7775.63,2924058
52237,Pedrão,5975.48,2924108
52238,Pedro Alexandre,6140.58,2924207
52239,Piatã,7851.06,2924306
52240,Pilão Arcado,7642.72,2924405
52241,Pindaí,13287.74,2924504
52242,Pindobaçu,7436.92,2924603
52243,Pintadas,8570.2,2924652
52244,Piraí do Norte,9367.37,2924678
52245,Piripá,6771.18,2924702
52246,Piritiba,6391.4,2924801
52247,Planaltino,7240.12,2924900
52248,Planalto,9342.29,2925006
52249,Poções,10668.85,2925105
52250,Pojuca,26317.43,2925204
52251,Ponto Novo,7692.78,2925253
52252,Porto Seguro,22727.56,2925303
52253,Potiraguá,12498.39,2925402
52254,Prado,15495.87,2925501
52255,Presidente Dutra,7194.49,2925600
52256,Presidente Jânio Quadros,7111.86,2925709
52257,Presidente Tancredo Neves,9664.76,2925758
52258,Queimadas,8998.42,2925808
52259,Quijingue,8852.45,2925907
52260,Quixabeira,7278.11,2925931
52261,Rafael Jambeiro,15839.53,2925956
52262,Remanso,9665.15,2926004
52263,Retirolândia,8705.92,2926103
