Name,CodMun,PIB per Capita,Quantidade de Leitos - Pneumologia,Quantidade de Leitos - Complementares,Quantidade de Leitos - Internacao,Quantidade de Profissionais de Saude,Quantidade de Ventiladores e Respiradores,Ventiladores e Respiradores em uso,Existem Favelas (s/n),Área (km²),Populacao (2019),Densidade Demográfica (hab/km²),Quantidade de Leitos - Pneumologia (por 100 mil hab)
Presidente Kubitschek-MG,315330,6698,,,,45,,,0.00,189.24,3002.00,15.86,
Presidente Olegário-MG,315340,17794,,,18.00,201,1.00,,0.00,3503.80,19573.00,5.59,
Prudente de Morais-MG,315360,12606,,,,95,,,0.00,124.19,10733.00,86.42,
Quartel Geral-MG,315370,11761,,,,50,,,,556.43,3563.00,6.40,
Raposos-MG,315390,7944,,,,123,,,0.00,72.17,16354.00,226.61,
Raul Soares-MG,315400,8792,,,56.00,255,1.00,1.00,,763.36,23762.00,31.13,
Recreio-MG,315410,7010,,,34.00,114,1.00,1.00,,234.30,10517.00,44.89,
Reduto-MG,315415,8820,,,,62,,,0.00,151.86,7154.00,47.11,
Resende Costa-MG,315420,9339,,1.00,49.00,150,1.00,1.00,,618.31,11500.00,18.60,
Resplendor-MG,315430,12327,,,65.00,239,2.00,2.00,0.00,1081.79,17397.00,16.08,
Ressaquinha-MG,315440,27713,,,,50,,,0.00,184.61,4808.00,26.04,
Riachinho-MG,315445,9852,,,,71,,,1.00,1780.58,8136.00,4.57,
Riacho dos Machados-MG,315450,7866,,,,75,,,0.00,1315.54,9481.00,7.21,
Ribeirão das Neves-MG,315460,9091,,,107.00,2121,9.00,9.00,1.00,154.50,334858.00,2167.35,
Ribeirão Vermelho-MG,315470,21651,,,12.00,31,,,,49.25,4033.00,81.89,
Rio Acima-MG,315480,21053,,,,104,1.00,,0.00,229.81,10312.00,44.87,
Rio Casca-MG,315490,11030,,,40.00,170,,,,384.36,13564.00,35.29,
Rio do Prado-MG,315510,6006,,,,76,,,,479.81,5150.00,10.73,
Rio Doce-MG,315500,10001,,,,43,,,0.00,112.09,2610.00,23.28,
Rio Espera-MG,315520,6053,,2.00,18.00,68,1.00,1.00,1.00,238.60,5474.00,22.94,
Rio Manso-MG,315530,11059,,,,49,,,0.00,231.54,5832.00,25.19,
Rio Novo-MG,315540,9457,,,,98,,,,209.31,8949.00,42.75,
Rio Paranaíba-MG,315550,30298,,1.00,19.00,147,2.00,2.00,0.00,1352.35,12313.00,9.10,
Rio Pardo de Minas-MG,315560,7117,,,40.00,289,,,0.00,3117.43,30914.00,9.92,
Rio Piracicaba-MG,315570,43258,,,38.00,109,2.00,2.00,0.00,373.04,14339.00,38.44,
Rio Pomba-MG,315580,12411,,,61.00,248,3.00,3.00,1.00,252.42,17910.00,70.95,
Rio Preto-MG,315590,9020,,,17.00,85,1.00,1.00,0.00,348.14,5476.00,15.73,
Rio Vermelho-MG,315600,6351,,,32.00,132,,,0.00,986.56,12846.00,13.02,
Ritápolis-MG,315610,8896,,,,63,,,,404.80,4604.00,11.37,
Rochedo de Minas-MG,315620,10131,,,,45,,,0.00,79.40,2305.00,29.03,
Rodeiro-MG,315630,40241,,,,72,,,0.00,72.67,8109.00,111.58,
Romaria-MG,315640,64584,,,,35,,,0.00,407.56,3533.00,8.67,
Rosário da Limeira-MG,315645,7640,,,,52,,,,111.16,4594.00,41.33,
Rubelita-MG,315650,5598,,,,80,,,0.00,1110.29,5995.00,5.40,
Rubim-MG,315660,6417,,,35.00,127,,,0.00,965.17,10241.00,10.61,
Sabará-MG,315670,14946,,,113.00,672,8.00,8.00,1.00,302.17,136344.00,451.21,
Sabinópolis-MG,315680,8377,,1.00,42.00,146,,,0.00,919.81,15470.00,16.82,
Sacramento-MG,315690,30565,,,50.00,461,2.00,1.00,,3073.27,26185.00,8.52,
Salinas-MG,315700,10925,,,78.00,518,10.00,9.00,0.00,1887.64,41527.00,22.00,
Salto da Divisa-MG,315710,10990,,,15.00,95,,,0.00,937.92,7009.00,7.47,
Santa Bárbara-MG,315720,22747,,,53.00,336,4.00,4.00,0.00,684.06,31324.00,45.79,
Santa Bárbara do Leste-MG,315725,7285,,,,53,,,1.00,107.40,8147.00,75.86,
Santa Bárbara do Monte Verde-MG,315727,11749,,,,58,,,0.00,417.83,3150.00,7.54,
Santa Bárbara do Tugúrio-MG,315730,10090,,,,43,,,,194.56,4430.00,22.77,
Santa Cruz de Minas-MG,315733,8481,,,,63,,,,3.56,8604.00,2413.46,
Santa Cruz de Salinas-MG,315737,7076,,,,63,,,0.00,589.57,4142.00,7.03,
Santa Cruz do Escalvado-MG,315740,8048,,,,53,,,,258.73,4758.00,18.39,
Santa Efigênia de Minas-MG,315750,6307,,,,48,,,0.00,131.97,4409.00,33.41,
Santa Fé de Minas-MG,315760,7470,,,,60,,,0.00,2917.45,3846.00,1.32,
Santa Helena de Minas-MG,315765,5246,,,,95,,,0.00,276.43,6366.00,23.03,
Santa Juliana-MG,315770,35599,,,30.00,185,,,0.00,723.78,14003.00,19.35,
Santa Luzia-MG,315780,14813,,,69.00,1186,14.00,14.00,1.00,235.33,219134.00,931.19,
Santa Margarida-MG,315790,10717,,1.00,31.00,179,1.00,1.00,,255.73,16208.00,63.38,
Santa Maria de Itabira-MG,315800,12520,,,13.00,93,,,0.00,597.44,10847.00,18.16,
Santa Maria do Salto-MG,315810,6240,,,6.00,67,,,1.00,440.60,5232.00,11.87,
Santa Maria do Suaçuí-MG,315820,7064,,,41.00,137,,,0.00,624.05,14615.00,23.42,
Santa Rita de Caldas-MG,315920,14743,,,43.00,77,1.00,1.00,,503.01,8949.00,17.79,
Santa Rita de Ibitipoca-MG,315940,9154,,,,45,,,1.00,324.23,3425.00,10.56,
Santa Rita de Jacutinga-MG,315930,9046,,,18.00,71,1.00,1.00,,420.94,4884.00,11.60,
Santa Rita de Minas-MG,315935,8791,,,,82,,,1.00,68.15,7212.00,105.82,
Santa Rita do Itueto-MG,315950,12422,,,,67,,,0.00,485.08,5489.00,11.32,
Santa Rita do Sapucaí-MG,315960,31336,,,48.00,434,4.00,3.00,0.00,352.97,43260.00,122.56,
Santa Rosa da Serra-MG,315970,11719,,,,66,,,,284.33,3350.00,11.78,
Santa Vitória-MG,315980,26425,,,32.00,292,3.00,3.00,0.00,3001.36,19742.00,6.58,
Santana da Vargem-MG,315830,16450,,,,74,,,,172.44,7100.00,41.17,
Santana de Cataguases-MG,315840,10163,,,,38,,,0.00,161.49,3872.00,23.98,
Santana de Pirapama-MG,315850,9047,,,,108,,,1.00,1255.83,7642.00,6.09,
Santana do Deserto-MG,315860,7721,,,,65,,,,182.66,3976.00,21.77,
Santana do Jacaré-MG,315880,10803,,,,55,,,0.00,106.17,4821.00,45.41,
Santana do Manhuaçu-MG,315890,7239,,,,74,,,0.00,347.36,8674.00,24.97,
Santana do Paraíso-MG,315895,15451,,,,276,,,1.00,276.07,34663.00,125.56,
Santana do Riacho-MG,315900,10022,,,,48,,,0.00,677.21,4295.00,6.34,
Santana dos Montes-MG,315910,7357,,,,45,,,0.00,196.56,3777.00,19.22,
Santo Antônio do Amparo-MG,315990,9897,,10.00,40.00,302,21.00,15.00,,488.88,18525.00,37.89,
Santo Antônio do Aventureiro-MG,316000,9743,,,,46,1.00,1.00,,202.03,3602.00,17.83,
Santo Antônio do Grama-MG,316010,10509,,,,60,,,0.00,130.21,3911.00,30.04,
Santo Antônio do Itambé-MG,316020,7140,,,,40,,,0.00,305.74,3838.00,12.55,
Santo Antônio do Jacinto-MG,316030,5622,,,8.00,103,,,0.00,503.38,11640.00,23.12,
Santo Antônio do Monte-MG,316040,14928,,,50.00,368,6.00,6.00,,1125.78,28243.00,25.09,
Santo Antônio do Retiro-MG,316045,5496,,,,66,1.00,1.00,,796.29,7277.00,9.14,
Santo Antônio do Rio Abaixo-MG,316050,11146,,,,25,,,,107.27,1765.00,16.45,
Santo Hipólito-MG,316060,10532,,,,63,,,0.00,430.66,3087.00,7.17,
Santos Dumont-MG,316070,12222,,6.00,75.00,535,5.00,4.00,1.00,637.37,46487.00,72.94,
São Bento Abade-MG,316080,9976,,,,47,,,,80.40,5286.00,65.74,
São Brás do Suaçuí-MG,316090,19133,,,,50,,,0.00,110.02,3738.00,33.98,
São Domingos das Dores-MG,316095,7620,,,,52,,,1.00,60.87,5644.00,92.73,
São Domingos do Prata-MG,316100,10600,,1.00,40.00,178,1.00,1.00,,743.77,17359.00,23.34,
São Félix de Minas-MG,316105,9183,,,,94,,,0.00,162.56,3369.00,20.72,
São Francisco-MG,316110,6525,,,59.00,461,,,0.00,3308.09,56323.00,17.03,
São Francisco de Paula-MG,316120,9751,,,,56,,,,316.82,6527.00,20.60,
São Francisco de Sales-MG,316130,21895,,,,93,,,0.00,1128.87,6238.00,5.53,
São Francisco do Glória-MG,316140,7782,,,,60,,,0.00,164.61,4844.00,29.43,
São Geraldo-MG,316150,11505,,,,67,,,0.00,185.58,12366.00,66.64,
São Geraldo da Piedade-MG,316160,8236,,,,47,,,0.00,152.34,3962.00,26.01,
São Geraldo do Baixio-MG,316165,7319,,,,51,,,,280.95,4012.00,14.28,
São Gonçalo do Abaeté-MG,316170,25949,,,,73,,,0.00,2692.17,8389.00,3.12,
São Gonçalo do Pará-MG,316180,13424,,,,87,,,1.00,265.73,12411.00,46.71,
São Gonçalo do Rio Abaixo-MG,316190,340688,,,,160,1.00,1.00,0.00,363.81,10920.00,30.02,
São Gonçalo do Rio Preto-MG,312550,7884,,,8.00,59,,,0.00,314.46,3167.00,10.07,
São Gonçalo do Sapucaí-MG,316200,20697,,1.00,47.00,207,2.00,2.00,0.00,516.68,25449.00,49.25,
São Gotardo-MG,316210,16181,,,44.00,439,4.00,4.00,0.00,866.09,35469.00,40.95,
São João Batista do Glória-MG,316220,32832,,4.00,23.00,87,1.00,1.00,,547.91,7453.00,13.60,
São João da Lagoa-MG,316225,8976,,,,84,,,,998.01,4915.00,4.92,
São João da Mata-MG,316230,11414,,,,33,,,,120.54,2749.00,22.81,
São João da Ponte-MG,316240,5768,,,37.00,303,,,0.00,1851.10,25165.00,13.59,
São João das Missões-MG,316245,4222,,,,247,,,0.00,678.27,13014.00,19.19,
São João del Rei-MG,316250,16777,,40.00,219.00,2137,36.00,36.00,0.00,1464.33,90082.00,61.52,
São João do Manhuaçu-MG,316255,10638,,,,94,,,0.00,143.09,11559.00,80.78,
São João do Manteninha-MG,316257,8879,,,,68,,,0.00,137.93,5859.00,42.48,
São João do Oriente-MG,316260,7478,,,,94,,,1.00,120.12,7498.00,62.42,
São João do Pacuí-MG,316265,5910,,,,45,,,,415.92,4419.00,10.62,
São João do Paraíso-MG,316270,6218,,1.00,50.00,252,,,0.00,1925.57,23618.00,12.27,
São João Evangelista-MG,316280,8949,,,52.00,141,7.00,7.00,1.00,478.18,15774.00,32.99,
São João Nepomuceno-MG,316290,11532,,,47.00,374,8.00,1.00,0.00,407.43,26361.00,64.70,
São Joaquim de Bicas-MG,316292,19215,,,,353,4.00,4.00,1.00,71.56,31578.00,441.30,
São José da Barra-MG,316294,32261,,,,100,,,0.00,314.25,7426.00,23.63,
São José da Lapa-MG,316295,20814,,,,217,,,0.00,47.93,23766.00,495.86,
São José da Safira-MG,316300,7271,,,,48,,,0.00,213.88,4268.00,19.96,
São José da Varginha-MG,316310,17932,,,,63,,,,205.50,5004.00,24.35,
São José do Alegre-MG,316320,7695,,,,27,,,0.00,88.79,4196.00,47.26,
São José do Divino-MG,316330,8132,,,,48,,,,328.70,3860.00,11.74,
São José do Goiabal-MG,316340,7330,,,,63,,,0.00,184.51,5420.00,29.37,
São José do Jacuri-MG,316350,8057,,,,80,,,0.00,345.14,6453.00,18.70,
São José do Mantimento-MG,316360,8552,,,,49,,,,54.70,2791.00,51.02,
São Lourenço-MG,316370,16990,,22.00,88.00,1024,37.00,37.00,0.00,58.02,45851.00,790.28,
São Miguel do Anta-MG,316380,7702,,,,81,,,0.00,152.11,6938.00,45.61,
São Pedro da União-MG,316390,11688,,,8.00,63,1.00,1.00,0.00,260.83,4659.00,17.86,
São Pedro do Suaçuí-MG,316410,8506,,,,65,,,0.00,308.11,5246.00,17.03,
São Pedro dos Ferros-MG,316400,12554,,,,78,,,0.00,402.76,7781.00,19.32,
São Romão-MG,316420,9852,,,18.00,112,1.00,1.00,,2434.00,12337.00,5.07,
São Roque de Minas-MG,316430,17494,,,10.00,72,1.00,1.00,,2098.87,7051.00,3.36,
São Sebastião da Bela Vista-MG,316440,15463,,,,49,,,0.00,167.16,5504.00,32.93,
São Sebastião da Vargem Alegre-MG,316443,11546,,,,54,,,0.00,73.63,3007.00,40.84,
São Sebastião do Anta-MG,316447,6728,,,,68,,,0.00,80.62,6555.00,81.31,
São Sebastião do Maranhão-MG,316450,5421,,,,101,,,,517.83,10044.00,19.40,
São Sebastião do Oeste-MG,316460,47523,,,,96,,,,408.09,6775.00,16.60,
São Sebastião do Paraíso-MG,316470,18978,,37.00,334.00,1070,27.00,27.00,0.00,814.92,70956.00,87.07,
São Sebastião do Rio Preto-MG,316480,10092,,,,39,,,,128.00,1506.00,11.77,
São Sebastião do Rio Verde-MG,316490,9193,,,,29,,,,92.19,2241.00,24.31,
São Tiago-MG,316500,10529,,,45.00,146,1.00,1.00,0.00,572.40,10941.00,19.11,
São Tomás de Aquino-MG,316510,11917,,,1.00,97,1.00,1.00,0.00,277.93,7021.00,25.26,
São Vicente de Minas-MG,316530,14041,,1.00,30.00,85,2.00,2.00,,392.65,7753.00,19.75,
Sapucaí-Mirim-MG,316540,12043,,,,49,,,,285.07,6930.00,24.31,
Sardoá-MG,316550,6973,,,,60,,,0.00,141.90,6300.00,44.40,
Sarzedo-MG,316553,27766,,,,480,,,0.00,62.13,32752.00,527.12,
Sem-Peixe-MG,316556,8975,,,,48,,,,176.63,2633.00,14.91,
Senador Amaral-MG,316557,8668,,,,53,,,0.00,151.10,5356.00,35.45,
Senador Cortes-MG,316560,8104,,,,30,1.00,1.00,,98.34,2005.00,20.39,
Senador Firmino-MG,316570,8023,,,20.00,134,,,0.00,166.50,7812.00,46.92,
Senador José Bento-MG,316580,11739,,,,30,,,,93.89,1502.00,16.00,
Senador Modestino Gonçalves-MG,316590,9743,,,,57,,,0.00,952.05,4156.00,4.37,
Senhora de Oliveira-MG,316600,7895,,,,57,,,0.00,170.75,5786.00,33.89,
Senhora do Porto-MG,316610,7831,,,,43,,,,381.33,3523.00,9.24,
Senhora dos Remédios-MG,316620,6545,,,,90,,,0.00,237.82,10459.00,43.98,
Sericita-MG,316630,9249,,,,75,,,,166.01,7326.00,44.13,
Seritinga-MG,316640,21714,,,,40,,,,114.77,1851.00,16.13,
Serra Azul de Minas-MG,316650,5787,,,,47,,,0.00,218.59,4293.00,19.64,
Serra da Saudade-MG,316660,17236,,,,22,,,,335.66,781.00,2.33,
Serra do Salitre-MG,316680,16961,,,13.00,146,1.00,1.00,0.00,1295.27,11582.00,8.94,
Serra dos Aimorés-MG,316670,10569,,,,51,,,,213.58,8699.00,40.73,
Serrania-MG,316690,11242,,,14.00,88,,,,209.27,7669.00,36.65,
Serranópolis de Minas-MG,316695,5726,,,,58,,,0.00,551.95,4781.00,8.66,
Serranos-MG,316700,17131,,,,31,,,0.00,213.17,1963.00,9.21,
Serro-MG,316710,8457,,,56.00,222,,,0.00,1217.81,20966.00,17.22,
Sete Lagoas-MG,316720,35787,,40.00,344.00,3732,79.00,76.00,1.00,537.64,239639.00,445.73,
Setubinha-MG,316555,4707,,,,75,,,0.00,534.65,12258.00,22.93,
Silveirânia-MG,316730,8903,,,,36,,,0.00,157.46,2261.00,14.36,
Silvianópolis-MG,316740,12538,,,,52,,,0.00,312.17,6238.00,19.98,
Simão Pereira-MG,316750,12272,,,,43,1.00,1.00,,135.69,2615.00,19.27,
Simonésia-MG,316760,6297,,,,149,,,1.00,486.54,19633.00,40.35,
Sobrália-MG,316770,7313,,,,68,,,,206.79,5553.00,26.85,
Soledade de Minas-MG,316780,7661,,,,40,,,,196.87,6151.00,31.24,
Tabuleiro-MG,316790,8714,,,,58,,,0.00,211.08,3750.00,17.77,
Taiobeiras-MG,316800,9758,,20.00,81.00,710,11.00,11.00,0.00,1194.52,34132.00,28.57,
Taparuba-MG,316805,8397,,,,47,,,0.00,193.08,3110.00,16.11,
Tapira-MG,316810,102363,,,,67,1.00,1.00,0.00,1179.25,4773.00,4.05,
Tapiraí-MG,316820,19132,,,,26,,,0.00,407.92,1875.00,4.60,
Taquaraçu de Minas-MG,316830,10554,,,,52,,,1.00,329.24,4077.00,12.38,
Tarumirim-MG,316840,7081,,,52.00,169,,,,731.75,14326.00,19.58,
Teixeiras-MG,316850,8117,,,15.00,158,,,0.00,166.74,11661.00,69.94,
Teófilo Otoni-MG,316860,13717,,46.00,321.00,3257,73.00,73.00,0.00,3242.26,140592.00,43.36,
Timóteo-MG,316870,28461,,8.00,69.00,1042,29.00,29.00,0.00,144.38,89842.00,622.26,
Tiradentes-MG,316880,13794,,,,76,,,0.00,83.05,7981.00,96.10,
Tiros-MG,316890,19282,,,14.00,105,,,0.00,2091.77,6480.00,3.10,
Tocantins-MG,316900,13115,,,,122,,,,173.87,16659.00,95.82,
Tocos do Moji-MG,316905,9769,,,,38,,,,114.70,4101.00,35.75,
Toledo-MG,316910,7641,,,,45,,,0.00,136.78,6258.00,45.75,
Tombos-MG,316920,8958,,1.00,50.00,164,5.00,4.00,,285.12,8022.00,28.14,
Três Corações-MG,316930,23013,,16.00,142.00,1258,30.00,24.00,0.00,828.04,79482.00,95.99,
Três Marias-MG,316935,36763,,1.00,32.00,357,6.00,4.00,0.00,2678.25,32356.00,12.08,
Três Pontas-MG,316940,15353,,10.00,126.00,846,15.00,15.00,0.00,689.79,56746.00,82.27,
Tumiritinga-MG,316950,6628,,,,68,,,0.00,500.07,6732.00,13.46,
Tupaciguara-MG,316960,17298,,,,315,,,0.00,1823.96,25327.00,13.89,
Turmalina-MG,316970,10541,,3.00,56.00,285,,,0.00,1153.11,19964.00,17.31,
Turvolândia-MG,316980,15729,,,,45,,,0.00,221.00,5040.00,22.81,
Ubá-MG,316990,21342,,44.00,292.00,1579,35.00,35.00,0.00,407.45,115552.00,283.60,
Ubaí-MG,317000,5791,,,,104,,,,820.52,12533.00,15.27,
Ubaporanga-MG,317005,7191,,,2.00,119,,,0.00,189.04,12471.00,65.97,
Uberaba-MG,317010,34509,6.00,138.00,900.00,7411,218.00,207.00,0.00,4523.96,333783.00,73.78,1.80
Uberlândia-MG,317020,39857,10.00,354.00,1305.00,15286,382.00,378.00,0.00,4115.21,691305.00,167.99,1.45
Umburatiba-MG,317030,13123,,,,47,,,,405.83,2611.00,6.43,
Unaí-MG,317040,27467,,2.00,113.00,1078,8.00,8.00,0.00,8447.10,84378.00,9.99,
União de Minas-MG,317043,21103,,,34.00,66,7.00,7.00,,1147.41,4304.00,3.75,
Uruana de Minas-MG,317047,11656,,,,55,,,,598.50,3264.00,5.45,
Urucânia-MG,317050,14507,,,,99,,,0.00,138.79,10358.00,74.63,
Urucuia-MG,317052,5424,,,30.00,191,4.00,4.00,,2076.94,16865.00,8.12,
Vargem Alegre-MG,317057,6336,,,,62,,,,116.66,6480.00,55.54,
Vargem Bonita-MG,317060,13188,,,,35,,,,409.89,2153.00,5.25,
Vargem Grande do Rio Pardo-MG,317065,6548,,,,80,,,,491.51,5007.00,10.19,
Varginha-MG,317070,31103,,60.00,304.00,2590,66.00,64.00,,395.40,135558.00,342.84,
Varjão de Minas-MG,317075,20959,,,,74,,,0.00,651.55,7036.00,10.80,
Várzea da Palma-MG,317080,16929,,,59.00,377,2.00,2.00,0.00,2220.28,39493.00,17.79,
Varzelândia-MG,317090,6189,,,23.00,175,,,0.00,814.99,19320.00,23.71,
Vazante-MG,317100,24650,,,40.00,285,,,,1913.39,20590.00,10.76,
Verdelândia-MG,317103,8167,,,,124,,,0.00,1570.57,9355.00,5.96,
Veríssimo-MG,317110,26512,,,,57,,,0.00,1031.82,3999.00,3.88,
Vermelho Novo-MG,317115,6912,,,,46,,,0.00,115.24,4839.00,41.99,
Vespasiano-MG,317120,20383,,1.00,71.00,1004,6.00,6.00,1.00,71.18,127601.00,1792.65,
Viçosa-MG,317130,15604,1.00,27.00,230.00,1302,25.00,25.00,0.00,299.42,78846.00,263.33,1.27
Vieiras-MG,317140,8765,,,,52,,,0.00,112.69,3608.00,32.02,
Virgem da Lapa-MG,317160,6170,,,39.00,160,,,0.00,868.91,13752.00,15.83,
Virgínia-MG,317170,11478,,1.00,27.00,91,1.00,1.00,0.00,326.51,8674.00,26.57,
Virginópolis-MG,317180,10746,,,49.00,128,,,0.00,439.88,10510.00,23.89,
Virgolândia-MG,317190,7129,,,,95,,,0.00,281.02,5380.00,19.14,
Visconde do Rio Branco-MG,317200,22657,,10.00,82.00,479,10.00,10.00,0.00,243.35,42564.00,174.91,
Volta Grande-MG,317210,15486,,,,55,,,0.00,208.13,5252.00,25.23,
Wenceslau Braz-MG,317220,8564,,,,18,,,,102.49,2552.00,24.90,
Afonso Cláudio-ES,320010,10629,,,58.00,410,1.00,1.00,0.00,954.66,30586.00,32.04,
Água Doce do Norte-ES,320016,9803,,,,81,,,0.00,484.05,11019.00,22.76,
Águia Branca-ES,320013,13730,,,,137,,,,449.63,9642.00,21.44,
Alegre-ES,320020,12900,2.00,1.00,50.00,372,2.00,1.00,0.00,772.72,30084.00,38.93,6.65
Alfredo Chaves-ES,320030,18725,,,,208,1.00,1.00,0.00,615.60,14601.00,23.72,
Alto Rio Novo-ES,320035,8115,,,,82,,,0.00,227.73,7836.00,34.41,
Anchieta-ES,320040,153719,,1.00,365.00,834,4.00,4.00,0.00,407.81,29263.00,71.76,
Apiacá-ES,320050,8758,,,16.00,87,1.00,1.00,,193.59,7567.00,39.09,
Aracruz-ES,320060,56955,,10.00,123.00,1368,8.00,7.00,1.00,1435.97,101220.00,70.49,
Atilio Vivacqua-ES,320070,19232,,,10.00,164,,,,226.81,11936.00,52.62,
Baixo Guandu-ES,320080,15835,,3.00,51.00,397,8.00,8.00,0.00,917.89,30998.00,33.77,
Barra de São Francisco-ES,320090,15958,,11.00,86.00,621,13.00,13.00,1.00,933.75,44650.00,47.82,
Boa Esperança-ES,320100,12777,,,38.00,150,1.00,1.00,0.00,428.56,15037.00,35.09,
Bom Jesus do Norte-ES,320110,10295,,,,131,2.00,2.00,0.00,89.02,9936.00,111.62,
Brejetuba-ES,320115,14283,,,,171,,,,342.51,12404.00,36.22,
Cachoeiro de Itapemirim-ES,320120,20580,2.00,143.00,520.00,4995,151.00,135.00,1.00,876.79,208972.00,238.34,0.96
Cariacica-ES,320130,18371,3.00,58.00,333.00,3526,80.00,80.00,0.00,279.98,381285.00,1361.85,0.79
Castelo-ES,320140,16725,,,55.00,594,8.00,8.00,1.00,664.23,37534.00,56.51,
Colatina-ES,320150,20891,,99.00,484.00,2787,70.00,67.00,0.00,1423.28,122499.00,86.07,
Conceição da Barra-ES,320160,13929,,,16.00,289,1.00,1.00,1.00,1187.77,31063.00,26.15,
Conceição do Castelo-ES,320170,12911,,1.00,20.00,142,2.00,2.00,,369.28,12723.00,34.45,
Divino de São Lourenço-ES,320180,10101,,,,60,,,0.00,175.79,4304.00,24.48,
Domingos Martins-ES,320190,17299,,,102.00,487,2.00,2.00,0.00,1225.33,33850.00,27.63,
Dores do Rio Preto-ES,320200,13566,,,,110,,,0.00,158.53,6749.00,42.57,
Ecoporanga-ES,320210,13885,,,56.00,267,1.00,1.00,0.00,2283.23,22923.00,10.04,
Fundão-ES,320220,24183,,,71.00,240,,,1.00,279.54,21509.00,76.94,
Governador Lindenberg-ES,320225,12280,,,,175,,,0.00,359.62,12709.00,35.34,
Guaçuí-ES,320230,12439,,20.00,91.00,570,16.00,16.00,0.00,467.76,30867.00,65.99,
Guarapari-ES,320240,15389,,10.00,59.00,1261,15.00,14.00,0.00,595.48,124859.00,209.68,
Ibatiba-ES,320245,9763,,3.00,50.00,290,1.00,1.00,1.00,241.08,26082.00,108.19,
Ibiraçu-ES,320250,16139,,,,177,4.00,4.00,,199.85,12479.00,62.44,
Ibitirama-ES,320255,9453,,,,113,4.00,3.00,,329.45,8889.00,26.98,
Iconha-ES,320260,18785,,2.00,28.00,226,5.00,4.00,0.00,202.92,13860.00,68.30,
Irupi-ES,320265,11619,,,,136,,,0.00,184.43,13377.00,72.53,
Itaguaçu-ES,320270,12667,,6.00,51.00,151,1.00,1.00,0.00,530.39,14066.00,26.52,
Itapemirim-ES,320280,187712,1.00,,106.00,783,7.00,7.00,0.00,557.33,34348.00,61.63,2.91
Itarana-ES,320290,14724,,1.00,38.00,145,1.00,1.00,0.00,299.08,10555.00,35.29,
Iúna-ES,320300,10775,,,66.00,260,3.00,3.00,0.00,460.37,29161.00,63.34,
Jaguaré-ES,320305,25241,,,22.00,346,2.00,2.00,0.00,656.37,30477.00,46.43,
Jerônimo Monteiro-ES,320310,9647,,1.00,26.00,194,1.00,1.00,,162.16,12192.00,75.18,
João Neiva-ES,320313,18011,,,50.00,246,1.00,1.00,0.00,272.83,16668.00,61.09,
Laranja da Terra-ES,320316,9419,,1.00,23.00,182,,,0.00,456.99,10947.00,23.95,
Linhares-ES,320320,32815,5.00,76.00,257.00,3854,64.00,56.00,1.00,3501.63,173555.00,49.56,2.88
Mantenópolis-ES,320330,8032,,,,151,1.00,1.00,0.00,320.74,15350.00,47.86,
Marataízes-ES,320332,121204,,,94.00,620,,,0.00,135.35,38499.00,284.44,
Marechal Floriano-ES,320334,18631,,,,220,2.00,2.00,1.00,286.10,16694.00,58.35,
Marilândia-ES,320335,15455,,,,184,,,0.00,309.45,12833.00,41.47,
Mimoso do Sul-ES,320340,13396,,1.00,52.00,394,2.00,2.00,0.00,867.28,26153.00,30.16,
Montanha-ES,320350,14689,,,35.00,273,,,1.00,1097.93,18833.00,17.15,
Mucurici-ES,320360,11157,,,19.00,109,,,,538.81,5524.00,10.25,
Muniz Freire-ES,320370,10783,,,35.00,211,1.00,1.00,0.00,679.93,17465.00,25.69,
Muqui-ES,320380,8991,,,42.00,216,,,0.00,326.87,15449.00,47.26,
Nova Venécia-ES,320390,15092,,1.00,61.00,781,4.00,4.00,0.00,1448.36,50110.00,34.60,
Pancas-ES,320400,8239,,,9.00,241,1.00,1.00,0.00,823.84,23184.00,28.14,
Pedro Canário-ES,320405,10677,,,36.00,236,1.00,1.00,0.00,434.05,26184.00,60.32,
Pinheiros-ES,320410,13960,,,32.00,315,,,0.00,975.36,27047.00,27.73,
Piúma-ES,320420,22251,,,68.00,287,,,0.00,74.64,21711.00,290.86,
Ponto Belo-ES,320425,9776,,,,90,,,0.00,356.16,7863.00,22.08,
Presidente Kennedy-ES,320430,715193,,,,284,1.00,1.00,0.00,586.52,11574.00,19.73,
Rio Bananal-ES,320435,14405,,2.00,26.00,183,,,1.00,645.48,19141.00,29.65,
Rio Novo do Sul-ES,320440,13066,,,,151,,,0.00,203.72,11622.00,57.05,
Santa Leopoldina-ES,320450,11760,,,25.00,155,3.00,3.00,0.00,716.44,12224.00,17.06,
Santa Maria de Jetibá-ES,320455,22325,,,59.00,422,5.00,5.00,1.00,735.55,40431.00,54.97,
Santa Teresa-ES,320460,14482,,13.00,69.00,535,23.00,23.00,0.00,694.53,23590.00,33.97,
São Domingos do Norte-ES,320465,15779,,,,104,,,0.00,299.49,8638.00,28.84,
São Gabriel da Palha-ES,320470,14099,3.00,1.00,142.00,414,6.00,6.00,1.00,432.81,37947.00,87.67,7.91
São José do Calçado-ES,320480,10688,2.00,11.00,77.00,295,8.00,6.00,0.00,272.64,10556.00,38.72,18.95
São Mateus-ES,320490,14706,2.00,62.00,283.00,1670,74.00,74.00,1.00,2343.15,130611.00,55.74,1.53
