Name,CodMun,PIB per Capita,Quantidade de Leitos - Pneumologia,Quantidade de Leitos - Complementares,Quantidade de Leitos - Internacao,Quantidade de Profissionais de Saude,Quantidade de Ventiladores e Respiradores,Ventiladores e Respiradores em uso,Existem Favelas (s/n),Área (km²),Populacao (2019),Densidade Demográfica (hab/km²),Quantidade de Leitos - Pneumologia (por 100 mil hab)
Fátima do Sul-MS,500380,16044,,1.00,56.00,369,3.00,3.00,,315.16,19189.00,60.89,
Figueirão-MS,500390,20554,,,10.00,74,2.00,2.00,,4882.88,3051.00,0.62,
Glória de Dourados-MS,500400,12662,,,12.00,108,,,,491.75,9965.00,20.26,
Guia Lopes da Laguna-MS,500410,14583,,,26.00,127,,,0.00,1210.61,9895.00,8.17,
Iguatemi-MS,500430,21479,,,38.00,167,1.00,1.00,0.00,2946.52,16078.00,5.46,
Inocência-MS,500440,23294,,,9.00,112,,,0.00,5776.03,7610.00,1.32,
Itaporã-MS,500450,21304,,1.00,20.00,297,,,,1321.82,24839.00,18.79,
Itaquiraí-MS,500460,19962,,1.00,27.00,164,1.00,1.00,0.00,2063.78,21142.00,10.24,
Ivinhema-MS,500470,25402,1.00,1.00,29.00,401,3.00,3.00,0.00,2010.17,23187.00,11.53,4.31
Japorã-MS,500480,10013,,,,90,,,,419.40,9110.00,21.72,
Jaraguari-MS,500490,19252,,,,86,,,,2912.83,7187.00,2.47,
Jardim-MS,500500,15040,,,43.00,318,1.00,1.00,,2201.52,26097.00,11.85,
Jateí-MS,500510,33629,,,21.00,86,,,0.00,1927.95,4027.00,2.09,
Juti-MS,500515,23125,,,9.00,101,1.00,1.00,0.00,1584.54,6712.00,4.24,
Ladário-MS,500520,10369,,,10.00,335,1.00,1.00,0.00,340.76,23331.00,68.47,
Laguna Carapã-MS,500525,43741,,1.00,6.00,139,1.00,1.00,0.00,1734.07,7341.00,4.23,
Maracaju-MS,500540,43101,,2.00,50.00,479,5.00,5.00,0.00,5299.19,47083.00,8.88,
Miranda-MS,500560,13572,,1.00,23.00,298,,,0.00,5478.84,28013.00,5.11,
Mundo Novo-MS,500568,18975,,,36.00,171,,,0.00,477.78,18366.00,38.44,
Naviraí-MS,500570,24030,,,87.00,695,7.00,4.00,0.00,3193.55,54878.00,17.18,
Nioaque-MS,500580,12888,,,6.00,157,,,0.00,3923.80,13930.00,3.55,
Nova Alvorada do Sul-MS,500600,45081,,2.00,18.00,230,6.00,6.00,,4019.33,21882.00,5.44,
Nova Andradina-MS,500620,28628,1.00,14.00,111.00,1018,19.00,17.00,,4776.01,54374.00,11.38,1.84
Novo Horizonte do Sul-MS,500625,26320,,,14.00,81,,,0.00,849.10,3814.00,4.49,
Paranaíba-MS,500630,21083,,3.00,187.00,694,8.00,8.00,0.00,5402.66,42148.00,7.80,
Paranhos-MS,500635,9076,,,10.00,173,,,1.00,1309.16,14228.00,10.87,
Pedro Gomes-MS,500640,18875,,,28.00,97,1.00,1.00,,3651.18,7674.00,2.10,
Ponta Porã-MS,500660,21209,,10.00,153.00,1250,11.00,11.00,1.00,5330.46,92526.00,17.36,
Porto Murtinho-MS,500690,16725,,1.00,16.00,179,1.00,1.00,0.00,17744.45,17131.00,0.97,
Ribas do Rio Pardo-MS,500710,26451,,,16.00,202,1.00,1.00,1.00,17308.11,24615.00,1.42,
Rio Brilhante-MS,500720,43374,,,46.00,384,1.00,1.00,,3987.41,37514.00,9.41,
Rio Negro-MS,500730,13993,,2.00,20.00,86,2.00,2.00,0.00,1807.67,4831.00,2.67,
Rio Verde de Mato Grosso-MS,500740,18005,,,29.00,299,,,,8153.91,19746.00,2.42,
Rochedo-MS,500750,21433,,,9.00,75,,,0.00,1561.06,5499.00,3.52,
Santa Rita do Pardo-MS,500755,20620,,3.00,8.00,130,1.00,,,6143.08,7851.00,1.28,
São Gabriel do Oeste-MS,500769,42997,,,36.00,453,,,,3864.70,26771.00,6.93,
Selvíria-MS,500780,254242,,,,81,,,,3258.33,6529.00,2.00,
Sete Quedas-MS,500770,14562,,,18.00,122,,,0.00,833.74,10791.00,12.94,
Sidrolândia-MS,500790,22009,,5.00,38.00,478,4.00,3.00,0.00,5286.42,57665.00,10.91,
Sonora-MS,500793,33853,,,22.00,235,2.00,2.00,,4075.43,19274.00,4.73,
Tacuru-MS,500795,13676,,,8.00,189,2.00,2.00,0.00,1785.33,11552.00,6.47,
Taquarussu-MS,500797,27310,,,4.00,80,1.00,1.00,,1041.12,3588.00,3.45,
Terenos-MS,500800,14814,,,,206,,,,2844.51,21806.00,7.67,
Três Lagoas-MS,500830,59241,6.00,31.00,197.00,2509,45.00,45.00,0.00,10207.05,121388.00,11.89,4.94
Vicentina-MS,500840,22816,,,5.00,95,,,,310.16,6102.00,19.67,
Acorizal-MT,510010,7914,,,,70,,,0.00,840.59,5399.00,6.42,
Água Boa-MT,510020,28029,,,77.00,425,4.00,4.00,,7537.95,25721.00,3.41,
Alta Floresta-MT,510025,18191,,18.00,138.00,956,15.00,9.00,1.00,9212.45,51782.00,5.62,
Alto Araguaia-MT,510030,45574,,,98.00,215,5.00,5.00,0.00,5514.51,19044.00,3.45,
Alto Boa Vista-MT,510035,10416,,,,72,,,,2240.45,6822.00,3.04,
Alto Garças-MT,510040,40939,,,,95,1.00,1.00,0.00,3748.06,12030.00,3.21,
Alto Paraguai-MT,510050,6976,,,,89,,,0.00,1846.30,11356.00,6.15,
Alto Taquari-MT,510060,84762,2.00,1.00,30.00,110,3.00,3.00,0.00,1416.53,10847.00,7.66,18.44
Apiacás-MT,510080,11772,,,28.00,99,,,0.00,20379.91,10133.00,0.50,
Araguaiana-MT,510100,16347,,,12.00,81,,,0.00,6429.38,3100.00,0.48,
Araguainha-MT,510120,13613,,,,26,,,,687.97,935.00,1.36,
Araputanga-MT,510125,18545,,,19.00,146,2.00,2.00,,1600.26,16822.00,10.51,
Arenápolis-MT,510130,13146,,,10.00,131,1.00,,,416.45,9607.00,23.07,
Aripuanã-MT,510140,20475,,,33.00,248,,,1.00,24612.99,22354.00,0.91,
Barão de Melgaço-MT,510160,8538,,1.00,11.00,65,,,,11377.27,8564.00,0.75,
Barra do Bugres-MT,510170,29869,,7.00,59.00,373,4.00,4.00,0.00,5992.57,34966.00,5.83,
Barra do Garças-MT,510180,21144,,17.00,114.00,1531,14.00,14.00,0.00,9078.98,61012.00,6.72,
Bom Jesus do Araguaia-MT,510185,31212,,,,77,,,0.00,4274.20,6580.00,1.54,
Brasnorte-MT,510190,34795,,,31.00,253,2.00,2.00,0.00,15959.07,19695.00,1.23,
Cáceres-MT,510250,13304,2.00,46.00,225.00,1381,94.00,94.00,1.00,24351.45,94376.00,3.88,2.12
Campinápolis-MT,510260,10525,,,21.00,149,,,,5835.48,15980.00,2.74,
Campo Novo do Parecis-MT,510263,63166,,,32.00,367,7.00,7.00,0.00,9434.43,35360.00,3.75,
Campo Verde-MT,510267,45468,,1.00,56.00,506,5.00,5.00,0.00,4782.12,44041.00,9.21,
Campos de Júlio-MT,510268,144968,,1.00,16.00,140,1.00,1.00,,6801.86,6891.00,1.01,
Canabrava do Norte-MT,510269,17382,,,9.00,69,,,0.00,3452.68,4743.00,1.37,
Canarana-MT,510270,36416,,,60.00,410,1.00,1.00,0.00,10854.33,21579.00,1.99,
Carlinda-MT,510279,9978,,,1.00,117,1.00,1.00,,2156.75,10305.00,4.78,
Castanheira-MT,510285,12017,,,,84,,,,3703.67,8729.00,2.36,
Chapada dos Guimarães-MT,510300,14736,,,2.00,186,7.00,7.00,0.00,5983.60,19752.00,3.30,
Cláudia-MT,510305,21640,,,23.00,125,,,,3849.99,12149.00,3.16,
Cocalinho-MT,510310,17778,,,16.00,90,,,0.00,16530.64,5700.00,0.34,
Colíder-MT,510320,19309,,18.00,113.00,750,18.00,18.00,0.00,3093.64,33438.00,10.81,
Colniza-MT,510325,9475,,,40.00,243,2.00,1.00,0.00,27924.53,38582.00,1.38,
Comodoro-MT,510330,19915,,,42.00,199,,,0.00,21774.22,20763.00,0.95,
Confresa-MT,510335,12294,,2.00,53.00,408,1.00,1.00,0.00,5801.38,30933.00,5.33,
Conquista D'Oeste-MT,510336,14607,,,,63,,,0.00,2672.21,4038.00,1.51,
Cotriguaçu-MT,510337,8644,,1.00,33.00,177,1.00,1.00,,9460.47,19750.00,2.09,
Cuiabá-MT,510340,31016,8.00,584.00,2030.00,12972,724.00,670.00,0.00,3362.76,612547.00,182.16,1.31
Curvelândia-MT,510343,13519,,,,55,,,0.00,359.76,5219.00,14.51,
Denise-MT,510345,44272,,,,67,1.00,1.00,,1307.19,9462.00,7.24,
Diamantino-MT,510350,67062,,2.00,46.00,346,3.00,3.00,0.00,8230.05,22041.00,2.68,
Dom Aquino-MT,510360,36583,,,20.00,76,,,0.00,2204.16,8178.00,3.71,
Feliz Natal-MT,510370,21228,,,,172,,,,11462.37,14192.00,1.24,
Figueirópolis D'Oeste-MT,510380,13443,,,,39,,,,899.38,3494.00,3.88,
Gaúcha do Norte-MT,510385,37476,,,17.00,156,,,0.00,16930.65,7648.00,0.45,
General Carneiro-MT,510390,31908,,,15.00,80,1.00,1.00,0.00,3794.94,5540.00,1.46,
Glória D'Oeste-MT,510395,17677,,,,54,,,,853.85,3026.00,3.54,
Guarantã do Norte-MT,510410,14372,,2.00,48.00,370,9.00,9.00,0.00,4735.33,35816.00,7.56,
Guiratinga-MT,510420,17807,,1.00,22.00,145,1.00,1.00,0.00,5061.69,15141.00,2.99,
Indiavaí-MT,510450,13307,,,,25,,,0.00,603.29,2752.00,4.56,
Ipiranga do Norte-MT,510452,69539,,,,98,1.00,1.00,,3467.05,7667.00,2.21,
Itanhangá-MT,510454,28512,,,,75,,,,2898.07,6737.00,2.32,
Itaúba-MT,510455,24504,,,16.00,86,,,,4528.43,3802.00,0.84,
Itiquira-MT,510460,83476,,1.00,35.00,216,,,0.00,8722.49,13345.00,1.53,
Jaciara-MT,510480,26914,,,53.00,354,5.00,5.00,,1653.54,27776.00,16.80,
Jangada-MT,510490,27626,,,,86,2.00,2.00,0.00,1253.77,8409.00,6.71,
Jauru-MT,510500,14684,,1.00,37.00,113,1.00,1.00,0.00,1302.11,8793.00,6.75,
Juara-MT,510510,16433,,2.00,65.00,471,5.00,5.00,0.00,22641.19,34974.00,1.54,
Juína-MT,510515,16645,,15.00,136.00,743,19.00,17.00,0.00,26395.85,40997.00,1.55,
Juruena-MT,510517,10560,,1.00,19.00,117,2.00,1.00,0.00,3222.65,15865.00,4.92,
Juscimeira-MT,510520,19683,,,33.00,161,3.00,3.00,0.00,2206.05,11221.00,5.09,
Lambari D'Oeste-MT,510523,29701,,,,66,,,0.00,1763.90,6121.00,3.47,
Lucas do Rio Verde-MT,510525,45728,,22.00,101.00,928,31.00,31.00,0.00,3663.99,65534.00,17.89,
Luciara-MT,510530,9290,,,,59,1.00,,,4243.06,2077.00,0.49,
Marcelândia-MT,510558,16622,,1.00,21.00,151,3.00,3.00,,12281.24,10499.00,0.85,
Matupá-MT,510560,24265,,1.00,44.00,234,3.00,3.00,,5238.84,16566.00,3.16,
Mirassol d'Oeste-MT,510562,19494,,,90.00,225,2.00,2.00,0.00,1076.36,27739.00,25.77,
Nobres-MT,510590,29973,,2.00,41.00,186,1.00,1.00,0.00,3892.05,15336.00,3.94,
Nortelândia-MT,510600,14231,,,35.00,90,,,,1348.93,5989.00,4.44,
Nossa Senhora do Livramento-MT,510610,10275,,,16.00,130,,,,5540.74,13216.00,2.39,
Nova Bandeirantes-MT,510615,12025,,,15.00,148,,,0.00,9606.26,15288.00,1.59,
Nova Brasilândia-MT,510620,11249,,,13.00,60,,,,3281.89,3829.00,1.17,
Nova Canaã do Norte-MT,510621,25332,,,,121,,,0.00,5966.19,12787.00,2.14,
Nova Guarita-MT,510880,13194,,,,60,,,0.00,1114.13,4519.00,4.06,
Nova Lacerda-MT,510618,20447,,,6.00,77,,,0.00,4729.88,6640.00,1.40,
Nova Marilândia-MT,510885,38210,,,8.00,62,1.00,1.00,,1939.80,3278.00,1.69,
Nova Maringá-MT,510890,42014,,,6.00,94,,,,11557.34,8641.00,0.75,
Nova Monte Verde-MT,510895,13577,,,13.00,91,,,0.00,5248.54,9178.00,1.75,
Nova Mutum-MT,510622,59126,,3.00,39.00,597,2.00,2.00,0.00,9556.04,45378.00,4.75,
Nova Nazaré-MT,510617,11051,,,,53,,,,4038.05,3849.00,0.95,
Nova Olímpia-MT,510623,20612,,2.00,50.00,164,2.00,2.00,0.00,1549.82,20301.00,13.10,
Nova Santa Helena-MT,510619,16460,,,,51,,,0.00,2205.06,3718.00,1.69,
Nova Ubiratã-MT,510624,62652,,,,112,1.00,1.00,1.00,12706.16,11982.00,0.94,
Nova Xavantina-MT,510625,17503,,,34.00,240,1.00,1.00,,5667.91,21374.00,3.77,
Novo Horizonte do Norte-MT,510627,10088,,1.00,15.00,55,1.00,1.00,,879.66,4004.00,4.55,
Novo Mundo-MT,510626,12860,,,,92,,,0.00,5790.26,9178.00,1.59,
Novo Santo Antônio-MT,510631,10293,,,,44,,,,4393.79,2640.00,0.60,
Novo São Joaquim-MT,510628,52601,,,26.00,96,,,0.00,5035.15,5074.00,1.01,
Paranaíta-MT,510629,78334,,1.00,32.00,167,,,0.00,4796.01,11225.00,2.34,
Paranatinga-MT,510630,31510,,,35.00,259,2.00,1.00,0.00,24166.14,22563.00,0.93,
Pedra Preta-MT,510637,30142,,1.00,31.00,175,2.00,2.00,0.00,4108.59,17626.00,4.29,
Peixoto de Azevedo-MT,510642,9995,,4.00,57.00,418,3.00,2.00,0.00,14257.26,34976.00,2.45,
Planalto da Serra-MT,510645,18678,,,,37,,,,2455.43,2662.00,1.08,
Poconé-MT,510650,11208,,2.00,64.00,310,2.00,2.00,0.00,17271.01,32843.00,1.90,
Pontal do Araguaia-MT,510665,9368,,,,65,,,0.00,2738.63,6711.00,2.45,
Ponte Branca-MT,510670,13005,,,21.00,59,,,0.00,685.98,1576.00,2.30,
Pontes e Lacerda-MT,510675,19131,,2.00,69.00,519,3.00,3.00,0.00,8559.82,45436.00,5.31,
Porto Alegre do Norte-MT,510677,11429,,,18.00,118,,,0.00,3972.13,12517.00,3.15,
Porto dos Gaúchos-MT,510680,38186,,2.00,21.00,107,,,,6993.81,5410.00,0.77,
Porto Esperidião-MT,510682,12758,,,,114,,,0.00,5808.17,12017.00,2.07,
Porto Estrela-MT,510685,11632,,,,48,,,,2062.76,2963.00,1.44,
Poxoréu-MT,510700,23644,,2.00,96.00,162,6.00,6.00,0.00,6910.10,16219.00,2.35,
Primavera do Leste-MT,510704,46931,2.00,32.00,147.00,1235,25.00,24.00,0.00,5471.65,62019.00,11.33,3.22
Querência-MT,510706,58393,,,31.00,304,,,1.00,17786.18,17479.00,0.98,
Reserva do Cabaçal-MT,510715,64974,,,,43,,,0.00,1337.04,2732.00,2.04,
Ribeirão Cascalheira-MT,510718,21968,,,32.00,129,1.00,1.00,0.00,11354.80,10206.00,0.90,
Ribeirãozinho-MT,510719,27486,,,15.00,60,,,,625.58,2405.00,3.84,
Rio Branco-MT,510720,10746,,,18.00,59,,,,562.84,5156.00,9.16,
Rondolândia-MT,510757,13202,,,,59,,,,12670.80,4001.00,0.32,
Rondonópolis-MT,510760,32698,3.00,116.00,491.00,3595,92.00,86.00,1.00,4159.12,232491.00,55.90,1.29
Rosário Oeste-MT,510770,9897,,1.00,63.00,142,,,0.00,7647.98,17151.00,2.24,
Salto do Céu-MT,510775,11864,,,14.00,55,,,,1752.34,3365.00,1.92,
Santa Carmem-MT,510724,45048,,,,76,,,,3855.36,4525.00,1.17,
Santa Cruz do Xingu-MT,510774,20142,,,,47,,,0.00,5651.73,2564.00,0.45,
Santa Rita do Trivelato-MT,510776,128896,,,,61,,,0.00,4728.21,3429.00,0.73,
Santa Terezinha-MT,510777,9661,,,22.00,125,1.00,1.00,,6467.40,8371.00,1.29,
Santo Afonso-MT,510726,15703,,,,46,,,,1174.19,3146.00,2.68,
Santo Antônio do Leste-MT,510779,77372,,,,63,,,1.00,3600.71,5174.00,1.44,
Santo Antônio do Leverger-MT,510780,17684,,1.00,20.00,184,,,0.00,11753.58,16628.00,1.41,
São Félix do Araguaia-MT,510785,24389,,,44.00,219,,,0.00,16711.85,11708.00,0.70,
São José do Povo-MT,510729,8378,,,,48,,,0.00,443.88,4063.00,9.15,
São José do Rio Claro-MT,510730,24830,,,22.00,203,1.00,1.00,,4536.20,20664.00,4.56,
São José do Xingu-MT,510735,26253,,,23.00,85,,,0.00,7459.64,5595.00,0.75,
São José dos Quatro Marcos-MT,510710,16161,,,,155,,,0.00,1289.09,18906.00,14.67,
São Pedro da Cipa-MT,510740,11935,,,,56,,,,342.97,4727.00,13.78,
Sapezal-MT,510787,76058,,1.00,53.00,282,10.00,10.00,,13624.25,25881.00,1.90,
Serra Nova Dourada-MT,510788,12359,,,,27,,,,1500.39,1650.00,1.10,
Sinop-MT,510790,29208,2.00,40.00,253.00,2886,51.00,51.00,0.00,3942.22,142996.00,36.27,1.40
Sorriso-MT,510792,48703,,44.00,160.00,1719,38.00,38.00,0.00,9329.55,90313.00,9.68,
Tabaporã-MT,510794,35680,,1.00,15.00,119,,,0.00,8317.06,9489.00,1.14,
Tangará da Serra-MT,510795,22708,,86.00,183.00,1510,75.00,71.00,0.00,11391.31,103750.00,9.11,
Tapurah-MT,510800,48764,,1.00,21.00,132,,,,4510.65,13705.00,3.04,
Terra Nova do Norte-MT,510805,16661,,1.00,37.00,139,1.00,1.00,,2716.99,9667.00,3.56,
Tesouro-MT,510810,26898,,1.00,14.00,44,,,0.00,4169.56,3805.00,0.91,
Torixoréu-MT,510820,16356,,,23.00,74,,,,2399.46,3609.00,1.50,
União do Sul-MT,510830,23989,,,,56,,,,4581.91,3525.00,0.77,
Vale de São Domingos-MT,510835,12613,,,5.00,54,,,,1932.82,3127.00,1.62,
Várzea Grande-MT,510840,20400,1.00,52.00,368.00,2452,73.00,66.00,0.00,888.00,284971.00,320.91,0.35
Vera-MT,510850,34761,,,,108,,,0.00,2963.49,11309.00,3.82,
Vila Bela da Santíssima Trindade-MT,510550,21813,,3.00,50.00,167,2.00,2.00,0.00,13420.99,16128.00,1.20,
Vila Rica-MT,510860,15213,,,21.00,171,1.00,1.00,0.00,7431.06,26037.00,3.50,
Abadia de Goiás-GO,520005,20258,,,,97,,,0.00,146.78,8773.00,59.77,
Abadiânia-GO,520010,13103,,,9.00,234,,,0.00,1045.13,20042.00,19.18,
Acreúna-GO,520013,22389,,,72.00,246,4.00,4.00,0.00,1566.00,22366.00,14.28,
Adelândia-GO,520015,10374,,,,33,,,0.00,115.35,2516.00,21.81,
Água Fria de Goiás-GO,520017,30796,,,12.00,67,,,,2029.41,5735.00,2.83,
Água Limpa-GO,520020,20634,,,,33,,,,452.86,1850.00,4.09,
Águas Lindas de Goiás-GO,520025,7113,,,41.00,872,4.00,4.00,1.00,188.38,212440.00,1127.70,
Alexânia-GO,520030,25829,,,34.00,278,3.00,3.00,0.00,847.89,27653.00,32.61,
Aloândia-GO,520050,15108,,,14.00,42,,,0.00,102.16,1995.00,19.53,
Alto Horizonte-GO,520055,109786,,,,128,,,0.00,503.76,6414.00,12.73,
Alto Paraíso de Goiás-GO,520060,14626,,,17.00,123,,,0.00,2593.90,7624.00,2.94,
Alvorada do Norte-GO,520080,11104,,,32.00,148,,,0.00,1259.36,8660.00,6.88,
Amaralina-GO,520082,13333,,,,52,,,,1343.17,3812.00,2.84,
Americano do Brasil-GO,520085,11873,,,17.00,77,,,0.00,133.56,6111.00,45.75,
Amorinópolis-GO,520090,15567,,,13.00,64,,,0.00,408.52,3126.00,7.65,
Anápolis-GO,520110,33691,3.00,139.00,1012.00,7021,112.00,111.00,1.00,933.16,386923.00,414.64,0.78
Anhanguera-GO,520120,13067,,,,16,,,,56.95,1149.00,20.18,
Anicuns-GO,520130,16271,,,50.00,189,1.00,1.00,1.00,979.23,21850.00,22.31,
Aparecida de Goiânia-GO,520140,19774,,130.00,1104.00,5929,129.00,129.00,0.00,288.34,578179.00,2005.18,
Aparecida do Rio Doce-GO,520145,21709,,,,46,1.00,1.00,,602.13,2474.00,4.11,
Aporé-GO,520150,33187,,1.00,18.00,79,,,0.00,2900.16,4198.00,1.45,
Araçu-GO,520160,11101,,,17.00,76,1.00,1.00,,148.94,3522.00,23.65,
Aragarças-GO,520170,9209,,,53.00,193,2.00,2.00,,662.92,20118.00,30.35,
Aragoiânia-GO,520180,8472,,,9.00,128,,,0.00,219.55,10308.00,46.95,
Araguapaz-GO,520215,11355,,,10.00,102,1.00,,,2193.70,7770.00,3.54,
Arenópolis-GO,520235,25067,,,17.00,51,1.00,1.00,,1074.60,2612.00,2.43,
Aruanã-GO,520250,14323,,,15.00,87,,,0.00,3050.30,9875.00,3.24,
Aurilândia-GO,520260,13211,,,,51,,,0.00,565.34,3120.00,5.52,
Avelinópolis-GO,520280,18956,,,12.00,44,,,,173.64,2417.00,13.92,
Baliza-GO,520310,13798,,,,53,,,0.00,1782.60,5138.00,2.88,
Barro Alto-GO,520320,57216,,1.00,22.00,195,1.00,1.00,,1093.25,11167.00,10.21,
Bela Vista de Goiás-GO,520330,27403,,,29.00,375,2.00,2.00,0.00,1255.42,29975.00,23.88,
Bom Jardim de Goiás-GO,520340,13274,,,23.00,116,,,0.00,1899.48,8841.00,4.65,
Bom Jesus de Goiás-GO,520350,26562,,2.00,25.00,240,5.00,5.00,0.00,1405.12,25216.00,17.95,
Bonfinópolis-GO,520355,7749,,1.00,2.00,79,,,,122.29,9706.00,79.37,
Bonópolis-GO,520357,16335,,,,55,,,0.00,1628.48,4405.00,2.70,
Brazabrantes-GO,520360,18925,,,,44,,,,123.07,3703.00,30.09,
Britânia-GO,520380,14055,4.00,,23.00,122,,,0.00,1461.19,5779.00,3.96,69.22
Buriti Alegre-GO,520390,24056,,2.00,32.00,102,2.00,2.00,,895.46,9459.00,10.56,
Buriti de Goiás-GO,520393,11807,,,14.00,42,,,,199.29,2488.00,12.48,
Buritinópolis-GO,520396,6642,,,,53,,,,247.05,3292.00,13.33,
Cabeceiras-GO,520400,26390,,,12.00,95,,,,1127.60,7993.00,7.09,
Cachoeira Alta-GO,520410,20425,,,26.00,121,1.00,1.00,0.00,1654.56,12484.00,7.55,
Cachoeira de Goiás-GO,520420,13759,,,,49,,,0.00,422.75,1351.00,3.20,
Cachoeira Dourada-GO,520425,81477,,,18.00,115,1.00,1.00,0.00,521.13,8067.00,15.48,
Caçu-GO,520430,33946,,,36.00,195,2.00,2.00,0.00,2251.01,16009.00,7.11,
Caiapônia-GO,520440,30273,,,41.00,151,1.00,1.00,0.00,8637.87,18913.00,2.19,
Caldas Novas-GO,520450,21689,,21.00,145.00,919,26.00,26.00,0.00,1595.96,91162.00,57.12,
Caldazinha-GO,520455,9955,,,,47,,,,250.89,3804.00,15.16,
Campestre de Goiás-GO,520460,11813,,,,49,,,0.00,273.81,3630.00,13.26,
Campinaçu-GO,520465,12748,,1.00,22.00,100,,,0.00,1974.37,3640.00,1.84,
Campinorte-GO,520470,15374,,,16.00,124,,,0.00,1067.20,12626.00,11.83,
Campo Alegre de Goiás-GO,520480,52520,,,18.00,98,1.00,1.00,,2462.99,7589.00,3.08,
Campo Limpo de Goiás-GO,520485,10639,,,,62,,,0.00,159.56,7789.00,48.82,
Campos Belos-GO,520490,11038,,,42.00,354,4.00,4.00,,724.07,19887.00,27.47,
Campos Verdes-GO,520495,9867,,,,53,,,0.00,441.64,2141.00,4.85,
Carmo do Rio Verde-GO,520500,16874,,1.00,17.00,91,,,,418.54,10082.00,24.09,
Castelândia-GO,520505,20627,,,15.00,56,,,,297.43,3435.00,11.55,
Catalão-GO,520510,65235,1.00,39.00,297.00,1247,38.00,38.00,0.00,3821.46,108823.00,28.48,0.92
Caturaí-GO,520520,10755,,,18.00,68,,,0.00,207.26,5070.00,24.46,
Cavalcante-GO,520530,33868,,,16.00,113,,,0.00,6953.65,9709.00,1.40,
Ceres-GO,520540,17851,1.00,20.00,332.00,789,37.00,37.00,0.00,214.32,22191.00,103.54,4.51
Cezarina-GO,520545,38379,,1.00,15.00,100,,,0.00,415.81,8606.00,20.70,
Chapadão do Céu-GO,520547,114455,,,24.00,125,1.00,1.00,0.00,2185.12,10167.00,4.65,
Cidade Ocidental-GO,520549,8548,,,61.00,588,2.00,2.00,0.00,389.92,71376.00,183.05,
Cocalzinho de Goiás-GO,520551,13777,,1.00,22.00,230,2.00,2.00,0.00,1789.04,20240.00,11.31,
Colinas do Sul-GO,520552,10132,,,11.00,70,,,0.00,1708.18,3382.00,1.98,
Córrego do Ouro-GO,520570,15761,,,16.00,40,1.00,1.00,,462.30,2327.00,5.03,
Corumbá de Goiás-GO,520580,10513,,,25.00,143,1.00,1.00,0.00,1061.95,11110.00,10.46,
Corumbaíba-GO,520590,49425,,,26.00,129,1.00,1.00,,1883.66,9723.00,5.16,
Cristalina-GO,520620,34481,,3.00,58.00,554,3.00,3.00,0.00,6162.06,58997.00,9.57,
Cristianópolis-GO,520630,20301,,,8.00,37,,,,225.36,2966.00,13.16,
Crixás-GO,520640,22262,,,86.00,213,,,0.00,4661.16,16949.00,3.64,
Cromínia-GO,520650,14099,,,11.00,98,1.00,1.00,0.00,364.11,3486.00,9.57,
Cumari-GO,520660,21883,,,14.00,38,,,,570.54,2854.00,5.00,
Damianópolis-GO,520670,7220,,,13.00,76,,,,415.35,3311.00,7.97,
Damolândia-GO,520680,11769,,,15.00,76,,,,84.50,2938.00,34.77,
Davinópolis-GO,520690,34558,,,,48,,,,481.30,2094.00,4.35,
Diorama-GO,520710,14491,,,14.00,69,1.00,1.00,0.00,687.35,2484.00,3.61,
Divinópolis de Goiás-GO,520830,9851,,,24.00,65,1.00,,0.00,830.98,4804.00,5.78,
Doverlândia-GO,520725,19798,,,24.00,107,,,0.00,3222.94,7322.00,2.27,
Edealina-GO,520735,35131,,,10.00,90,,,0.00,603.65,3699.00,6.13,
Edéia-GO,520740,33393,,,25.00,171,,,0.00,1461.50,12372.00,8.47,
Estrela do Norte-GO,520750,12834,,,22.00,54,,,,301.64,3275.00,10.86,
Faina-GO,520753,11582,,1.00,19.00,91,,,,1945.66,6627.00,3.41,
Fazenda Nova-GO,520760,12535,,,16.00,77,,,0.00,1281.42,5637.00,4.40,
Firminópolis-GO,520780,9490,,,37.00,125,1.00,1.00,0.00,423.65,13292.00,31.38,
Flores de Goiás-GO,520790,8250,,,7.00,124,,,0.00,3709.42,16557.00,4.46,
Formosa-GO,520800,14190,,10.00,138.00,1300,17.00,17.00,0.00,5811.78,121617.00,20.93,
Formoso-GO,520810,9522,,,25.00,74,,,,844.29,4248.00,5.03,
Gameleira de Goiás-GO,520815,29217,,,,67,,,0.00,591.99,3818.00,6.45,
Goianápolis-GO,520840,13304,,,18.00,138,,,,162.44,11231.00,69.14,
Goiandira-GO,520850,14354,,1.00,33.00,62,1.00,1.00,0.00,564.69,5600.00,9.92,
Goianésia-GO,520860,14479,,13.00,258.00,779,22.00,22.00,,1547.27,70084.00,45.30,
Goiânia-GO,520870,29034,59.00,1076.00,6517.00,27972,926.00,898.00,0.00,732.80,1516113.00,2068.93,3.89
Goianira-GO,520880,13922,,1.00,86.00,367,5.00,5.00,,209.04,44289.00,211.87,
Goiás-GO,520890,15948,,10.00,41.00,390,4.00,4.00,0.00,3108.02,22645.00,7.29,
Goiatuba-GO,520910,34269,,32.00,121.00,539,5.00,5.00,0.00,2475.11,34095.00,13.78,
Gouvelândia-GO,520915,29144,,,,56,1.00,,,824.26,5898.00,7.16,
Guapó-GO,520920,10615,,,,152,,,0.00,516.84,14209.00,27.49,
Guaraíta-GO,520929,10328,,,,34,,,0.00,205.31,1996.00,9.72,
