municipio;estado;regiao;Presente;Total_Alunos;populacaoTCU2019;casosAcumulado;obitosAcumulado;casosNovos_Semana;obitosNovos_Semana;Casos_per_capita;Mortes_per_capita;Relacao_Presenca;Relacao_casos_mes;Relacao_obitos_mes;diferenca;codigo
Buenos Aires;Pernambuco;Nordeste;40.0;87.0;13155.0;398.0;25;1;0;0.030254656024325352;0.0019004180919802356;0.45977011494252873;7.601672367920942e-05;0.0;28.49107361213011;2602704.0
Osasco;São Paulo;Sudeste;1533.0;2303.0;698418.0;45882.0;2707;11;0;0.0656941831396098;0.003875902396559081;0.6656534954407295;1.5749880444089357e-05;0.0;18.57609511398802;3534401.0
Alegrete;Rio Grande do Sul;Sul;168.0;238.0;73589.0;11179.0;296;2;0;0.15191129108970092;0.004022340295424588;0.7058823529411765;2.7177974969085054e-05;0.0;15.608083724287262;4300406.0
Votorantim;São Paulo;Sudeste;241.0;426.0;122480.0;11721.0;523;0;0;0.0956972566949706;0.0042700849118223385;0.5657276995305164;0.0;0.0;18.526831640573857;3557006.0
Baía da Traição;Paraíba;Nordeste;19.0;32.0;8993.0;1343.0;12;2;0;0.14933837429111532;0.0013343711775825643;0.59375;0.0002223951962637607;0.0;16.382575757575758;2501401.0
Tuparetama;Pernambuco;Nordeste;29.0;74.0;8202.0;669.0;27;1;0;0.08156547183613752;0.0032918800292611556;0.3918918918918919;0.000121921482565228;0.0;38.00379326695116;2615904.0
Imperatriz;Maranhão;Nordeste;1183.0;1673.0;258682.0;19533.0;850;23;0;0.0755096991673174;0.00328588769222443;0.7071129707112971;8.891225520136693e-05;0.0;18.214051575301795;2105302.0
Guarantã do Norte;Mato Grosso;Centro-Oeste;51.0;129.0;35816.0;4517.0;125;0;0;0.12611681929863747;0.0034900603082421264;0.3953488372093023;0.0;0.0;29.868101353696627;5104104.0
Assaré;Ceará;Nordeste;157.0;394.0;23417.0;2440.0;47;8;0;0.10419780501345177;0.0020070888670623904;0.39847715736040606;0.00034163214758508773;0.0;38.70282498344737;2301604.0
Dourados;Mato Grosso do Sul;Centro-Oeste;756.0;1218.0;222949.0;39076.0;682;5;0;0.17526878344374722;0.0030589955550372507;0.6206896551724138;2.2426653629305356e-05;0.0;23.10052600818235;5003702.0
Princesa Isabel;Paraíba;Nordeste;67.0;116.0;23345.0;2157.0;53;2;0;0.09239665881345041;0.002270293424716213;0.5775862068965517;8.567144998929107e-05;0.0;25.41445623342175;2512309.0
