municipio;estado;regiao;Presente;Total_Alunos;populacaoTCU2019;casosAcumulado;obitosAcumulado;casosNovos_Semana;obitosNovos_Semana;Casos_per_capita;Mortes_per_capita;Relacao_Presenca;Relacao_casos_mes;Relacao_obitos_mes;diferenca;codigo
Itanhandu;Minas Gerais;Sudeste;47.0;70.0;15331.0;2633.0;57;0;0;0.17174352618876784;0.003717957080425282;0.6714285714285714;0.0;0.0;24.42340791738382;3133105.0
Baixa Grande;Bahia;Nordeste;12.0;17.0;20468.0;1042.0;19;0;0;0.05090873558725816;0.0009282782880594098;0.7058823529411765;0.0;0.0;6.604747162022708;2902609.0
Loreto;Maranhão;Nordeste;27.0;44.0;12157.0;828.0;6;34;0;0.06810890844780784;0.0004935428148391873;0.6136363636363636;0.0027967426174220615;0.0;22.420147420147416;2106102.0
Monte Santo de Minas;Minas Gerais;Sudeste;30.0;59.0;21524.0;1619.0;56;0;0;0.07521836089946107;0.0026017468871956887;0.5084745762711864;0.0;0.0;37.50205693598815;3143203.0
Corupá;Santa Catarina;Sul;10.0;28.0;15909.0;2046.0;41;0;0;0.1286064491797096;0.0025771575837576213;0.35714285714285715;0.0;0.0;46.78571428571429;4204509.0
Salesópolis;São Paulo;Sudeste;31.0;54.0;17139.0;671.0;54;0;0;0.03915047552365949;0.0031507089095046386;0.5740740740740741;0.0;0.0;25.449735449735453;3545001.0
Lucélia;São Paulo;Sudeste;0.0;9.0;21747.0;1947.0;60;0;1;0.08952959028831563;0.0027590012415505587;0.0;0.0;4.598335402584265e-05;42.22222222222223;3527405.0
Anastácio;Mato Grosso do Sul;Centro-Oeste;34.0;64.0;25135.0;2639.0;87;0;0;0.10499303759697633;0.0034613089317684503;0.53125;0.0;0.0;29.63362068965517;5000708.0
Anori;Amazonas;Norte;56.0;87.0;21010.0;1928.0;33;0;0;0.09176582579723941;0.0015706806282722514;0.6436781609195402;0.0;0.0;5.197401299350325;1300102.0
Salvaterra;Pará;Norte;56.0;91.0;23752.0;1479.0;31;0;0;0.062268440552374536;0.0013051532502526104;0.6153846153846154;0.0;0.0;24.175824175824182;1506302.0
Raposos;Minas Gerais;Sudeste;24.0;44.0;16354.0;2021.0;44;0;0;0.1235783294606824;0.002690473278708573;0.5454545454545454;0.0;0.0;36.56565656565657;3153905.0
Coração de Maria;Bahia;Nordeste;41.0;60.0;22605.0;1888.0;22;0;0;0.08352134483521345;0.0009732360097323601;0.6833333333333333;0.0;0.0;18.33333333333333;2908903.0
Barão do Triunfo;Rio Grande do Sul;Sul;3.0;4.0;7487.0;504.0;8;1;0;0.067316682249232;0.0010685187658608254;0.75;0.00013356484573260317;0.0;1.1904761904761934;4301750.0
Vitória do Xingu;Pará;Norte;32.0;53.0;15134.0;2324.0;27;0;0;0.15356151711378355;0.0017840623761067795;0.6037735849056604;0.0;0.0;27.12264150943396;1508357.0
Morro Agudo;São Paulo;Sudeste;66.0;105.0;32968.0;4646.0;102;1;0;0.14092453288036885;0.003093909245328804;0.6285714285714286;3.033244358165494e-05;0.0;11.193490054249551;3531902.0
Nobres;Mato Grosso;Centro-Oeste;33.0;58.0;15336.0;2202.0;72;1;0;0.14358372456964005;0.004694835680751174;0.5689655172413793;6.520605112154408e-05;0.0;28.64561695056086;5105903.0
Cabaceiras;Paraíba;Nordeste;10.0;13.0;5611.0;469.0;4;0;0;0.08358581358046693;0.0007128854036713598;0.7692307692307693;0.0;0.0;18.63247863247863;2503100.0
Canavieiras;Bahia;Nordeste;22.0;47.0;31099.0;1565.0;74;3;0;0.05032316151644747;0.0023794977330460786;0.46808510638297873;9.646612431267887e-05;0.0;30.969267139479904;2906303.0
Novo Horizonte do Oeste;Rondônia;Norte;9.0;23.0;8538.0;684.0;22;0;0;0.08011243851018975;0.0025767158585148745;0.391304347826087;0.0;0.0;32.29813664596274;1100502.0
Cristalândia do Piauí;Piauí;Nordeste;7.0;8.0;8294.0;70.0;4;10;0;0.008439836026042922;0.0004822763443453099;0.875;0.0012056908608632747;0.0;-9.72222222222222;2203008.0
Sarzedo;Minas Gerais;Sudeste;20.0;59.0;32752.0;2423.0;78;1;0;0.07398021494870542;0.002381533952125061;0.3389830508474576;3.053248656570591e-05;0.0;46.90169491525424;3165537.0
Vargem Bonita;Santa Catarina;Sul;8.0;13.0;4492.0;805.0;8;0;0;0.17920747996438113;0.0017809439002671415;0.6153846153846154;0.0;0.0;34.757834757834765;4219176.0
Itaipulândia;Paraná;Sul;13.0;24.0;11176.0;1579.0;24;1;0;0.14128489620615606;0.0021474588403722263;0.5416666666666666;8.947745168217609e-05;0.0;26.60256410256409;4110953.0
Miraíma;Ceará;Nordeste;68.0;162.0;13818.0;1414.0;19;0;0;0.10233029381965553;0.0013750180923433203;0.41975308641975306;0.0;0.0;39.75057968289779;2308377.0
Barreirinhas;Maranhão;Nordeste;151.0;281.0;62528.0;2663.0;48;0;0;0.042588920163766635;0.0007676560900716479;0.5373665480427047;0.0;0.0;31.213177971649262;2101707.0
Alto Longá;Piauí;Nordeste;18.0;31.0;14304.0;720.0;15;0;0;0.050335570469798654;0.0010486577181208054;0.5806451612903226;0.0;0.0;32.32009925558313;2200301.0
Centenário;Rio Grande do Sul;Sul;12.0;15.0;2891.0;252.0;4;0;0;0.08716707021791767;0.0013836042891732965;0.8;0.0;0.0;39.88724453840733;4305116.0
Uruçuca;Bahia;Nordeste;32.0;57.0;20519.0;2083.0;74;0;0;0.10151566840489303;0.0036064135679126663;0.5614035087719298;0.0;0.0;27.480338777979423;2932705.0
Serra Dourada;Bahia;Nordeste;23.0;28.0;17386.0;550.0;17;0;0;0.03163464856781318;0.0009777982284596802;0.8214285714285714;0.0;0.0;5.036630036630038;2930303.0
Beneditinos;Piauí;Nordeste;26.0;41.0;10467.0;1329.0;40;0;0;0.12697047864717684;0.003821534346039935;0.6341463414634146;0.0;0.0;14.526542324246773;2201606.0
Tacaimbó;Pernambuco;Nordeste;17.0;40.0;12874.0;535.0;11;0;0;0.04155662575734038;0.0008544352959453162;0.425;0.0;0.0;31.91860465116278;2614709.0
Camacan;Bahia;Nordeste;39.0;65.0;31988.0;3070.0;87;2;0;0.09597349005877204;0.002719769913717644;0.6;6.252344629235963e-05;0.0;31.935483870967744;2905602.0
Dário Meira;Bahia;Nordeste;4.0;7.0;10710.0;963.0;20;0;0;0.08991596638655462;0.0018674136321195146;0.5714285714285714;0.0;0.0;27.705627705627705;2910008.0
Brejo;Maranhão;Nordeste;64.0;109.0;36397.0;960.0;19;0;0;0.02637580020331346;0.0005220210456905789;0.5871559633027523;0.0;0.0;32.712975098296205;2102101.0
Mata Verde;Minas Gerais;Sudeste;7.0;11.0;8586.0;585.0;8;0;0;0.06813417190775681;0.0009317493594223154;0.6363636363636364;0.0;0.0;19.220779220779225;3140555.0
Duas Estradas;Paraíba;Nordeste;4.0;9.0;3596.0;552.0;17;0;0;0.15350389321468297;0.004727474972191324;0.4444444444444444;0.0;0.0;47.55555555555556;2505808.0
Candiota;Rio Grande do Sul;Sul;9.0;16.0;9584.0;1235.0;17;0;0;0.12886060100166946;0.0017737896494156929;0.5625;0.0;0.0;20.892857142857142;4304358.0
Pompéia;São Paulo;Sudeste;53.0;104.0;22014.0;1005.0;41;0;0;0.04565276642136822;0.0018624511674389026;0.5096153846153846;0.0;0.0;20.803167420814475;3540002.0
Porto Nacional;Tocantins;Norte;195.0;348.0;53010.0;10308.0;212;6;0;0.1944538766270515;0.003999245425391436;0.5603448275862069;0.00011318619128466328;0.0;30.32915360501568;1718204.0
Tremembé;São Paulo;Sudeste;38.0;86.0;47185.0;2737.0;57;0;0;0.05800572215746529;0.0012080110204514146;0.4418604651162791;0.0;0.0;17.916468913146645;3554805.0
Olinda Nova do Maranhão;Maranhão;Nordeste;16.0;29.0;14701.0;847.0;12;0;0;0.057615128222569895;0.0008162710019726549;0.5517241379310345;0.0;0.0;27.904509283819632;2107456.0
Turmalina;São Paulo;Sudeste;2.0;4.0;1727.0;213.0;5;4;0;0.123335263462652;0.0028951939779965257;0.5;0.0023161551823972205;0.0;25.26806851413452;3555307.0
Santa Rosa do Tocantins;Tocantins;Norte;6.0;26.0;4829.0;392.0;7;0;0;0.08117622696210396;0.001449575481466142;0.23076923076923078;0.0;0.0;72.75641025641026;1718907.0
Bom Retiro;Santa Catarina;Sul;18.0;33.0;9966.0;915.0;21;0;0;0.09181216134858519;0.002107164358819988;0.5454545454545454;0.0;0.0;13.636363636363637;4202602.0
Bonito de Santa Fé;Paraíba;Nordeste;15.0;20.0;11917.0;573.0;14;0;0;0.048082571116891834;0.0011747923135017203;0.75;0.0;0.0;12.804878048780488;2502409.0
Ipiranga de Goiás;Goiás;Centro-Oeste;2.0;9.0;2893.0;214.0;11;0;0;0.07397165572070515;0.0038022813688212928;0.2222222222222222;0.0;0.0;;5210158.0
Laranjal do Jari;Amapá;Norte;116.0;198.0;50410.0;8400.0;95;0;0;0.1666336044435628;0.0018845467169212459;0.5858585858585859;0.0;0.0;29.614731384642887;1600279.0
Rio Paranaíba;Minas Gerais;Sudeste;35.0;54.0;12313.0;1901.0;29;1;0;0.1543896694550475;0.00235523430520588;0.6481481481481481;8.121497604158207e-05;0.0;22.904483430799218;3155504.0
Sooretama;Espírito Santo;Sudeste;45.0;88.0;30070.0;3863.0;64;4;0;0.12846691054206852;0.002128367143332225;0.5113636363636364;0.00013302294645826406;0.0;28.10891938250429;3205010.0
Forquilha;Ceará;Nordeste;90.0;308.0;24218.0;1809.0;80;0;0;0.074696506730531;0.003303328103063837;0.2922077922077922;0.0;0.0;33.48018540944586;2304350.0
Heliópolis;Bahia;Nordeste;35.0;49.0;13031.0;1033.0;13;0;0;0.07927250402885427;0.000997621057478321;0.7142857142857143;0.0;0.0;8.57142857142857;2911857.0
Umbaúba;Sergipe;Nordeste;83.0;128.0;25294.0;2135.0;41;0;0;0.08440736933660156;0.0016209377718035898;0.6484375;0.0;0.0;19.179918639053252;2807600.0
Francisco Alves;Paraná;Sul;12.0;31.0;6046.0;522.0;8;1;0;0.08633807476017201;0.0013231888852133643;0.3870967741935484;0.00016539861065167054;0.0;47.956989247311824;4108320.0
Ouro Preto do Oeste;Rondônia;Norte;89.0;176.0;36035.0;4897.0;151;0;0;0.13589565700013875;0.004190370473151103;0.5056818181818182;0.0;0.0;26.287713378324728;1100155.0
Amarante do Maranhão;Maranhão;Nordeste;28.0;47.0;41435.0;1669.0;54;0;0;0.040279956558465065;0.0013032460480270304;0.5957446808510638;0.0;0.0;30.99156965074267;2100600.0
Itaeté;Bahia;Nordeste;3.0;3.0;16056.0;420.0;11;0;0;0.026158445440956652;0.0006851021425012457;1.0;0.0;0.0;;2915007.0
Bonfinópolis;Goiás;Centro-Oeste;10.0;30.0;9706.0;531.0;34;0;0;0.05470842777663301;0.0035029878425716053;0.3333333333333333;0.0;0.0;28.82882882882882;5203559.0
Ibiraiaras;Rio Grande do Sul;Sul;8.0;16.0;7262.0;1263.0;37;0;0;0.1739190305700909;0.00509501514734233;0.5;0.0;0.0;36.95652173913044;4309902.0
Gongogi;Bahia;Nordeste;7.0;13.0;7128.0;768.0;18;0;0;0.10774410774410774;0.0025252525252525255;0.5384615384615384;0.0;0.0;-6.477732793522264;2911501.0
Araçagi;Paraíba;Nordeste;30.0;59.0;16987.0;1792.0;25;0;0;0.10549243539177018;0.0014717136633896509;0.5084745762711864;0.0;0.0;40.615957007027696;2500809.0
Roca Sales;Rio Grande do Sul;Sul;18.0;30.0;11393.0;1230.0;27;1;0;0.10796102870183447;0.0023698762397963663;0.6;8.777319406653208e-05;0.0;15.862068965517242;4315800.0
Olivedos;Paraíba;Nordeste;10.0;18.0;3932.0;578.0;5;2;0;0.14699898270600203;0.001271617497456765;0.5555555555555556;0.000508646998982706;0.0;37.3015873015873;2510501.0
Monte Belo;Minas Gerais;Sudeste;7.0;23.0;13166.0;1245.0;36;0;0;0.09456174996202339;0.0027343156615524835;0.30434782608695654;0.0;0.0;45.65217391304347;3143005.0
Hidrolândia;Goiás;Centro-Oeste;30.0;66.0;21706.0;3358.0;98;2;0;0.15470376854325993;0.004514880678153506;0.45454545454545453;9.214042200313278e-05;0.0;36.98405253283302;5209705.0
Manicoré;Amazonas;Norte;42.0;210.0;55751.0;4710.0;103;1;0;0.08448278954637585;0.001847500493264695;0.2;1.7936897992861114e-05;0.0;45.60509554140128;1302702.0
Bernardino Batista;Paraíba;Nordeste;15.0;23.0;3501.0;337.0;2;0;0;0.09625821193944588;0.0005712653527563553;0.6521739130434783;0.0;0.0;1.4492753623188437;2502052.0
Tavares;Paraíba;Nordeste;27.0;74.0;14726.0;1009.0;19;0;0;0.06851826701072933;0.0012902349585766672;0.36486486486486486;0.0;0.0;32.49607535321822;2516607.0
Japaratuba;Sergipe;Nordeste;32.0;53.0;18743.0;1495.0;55;0;0;0.07976311156164968;0.0029344288534386173;0.6037735849056604;0.0;0.0;17.644619531411983;2803302.0
Guaxupé;Minas Gerais;Sudeste;102.0;161.0;51917.0;6615.0;158;5;0;0.1274149122638057;0.003043319144018337;0.6335403726708074;9.630756784868155e-05;0.0;20.90522199217852;3128709.0
Paulo Ramos;Maranhão;Nordeste;13.0;29.0;21040.0;1203.0;37;5;0;0.05717680608365019;0.001758555133079848;0.4482758620689655;0.0002376425855513308;0.0;26.600985221674875;2108108.0
Campinas do Piauí;Piauí;Nordeste;8.0;13.0;5613.0;242.0;1;0;0;0.0431141991804739;1.0;0.6153846153846154;0.0;0.0;15.38461538461539;2202109.0
Barroso;Minas Gerais;Sudeste;37.0;52.0;20810.0;2140.0;59;2;0;0.10283517539644402;0.0028351753964440175;0.7115384615384616;9.610764055742432e-05;0.0;14.679487179487175;3105905.0
Mulungu;Paraíba;Nordeste;17.0;26.0;9902.0;1029.0;20;3;0;0.10391840032316704;0.0020197939810139365;0.6538461538461539;0.0003029690971520905;0.0;28.2939401558964;2509800.0
Foz do Jordão;Paraná;Sul;9.0;13.0;4650.0;576.0;17;0;0;0.12387096774193548;0.0036559139784946237;0.6923076923076923;0.0;0.0;23.36182336182336;4108452.0
Brodowski;São Paulo;Sudeste;27.0;43.0;24939.0;2865.0;78;0;0;0.11488030795140142;0.0031276314206664262;0.627906976744186;0.0;0.0;25.08809020436928;3507803.0
Tacaratu;Pernambuco;Nordeste;63.0;114.0;25765.0;813.0;28;0;0;0.03155443431011062;0.0010867455850960606;0.5526315789473685;0.0;0.0;30.81279147235177;2614808.0
Marilândia do Sul;Paraná;Sul;5.0;12.0;8836.0;1234.0;42;0;0;0.13965595291987323;0.0047532820280669985;0.4166666666666667;0.0;0.0;40.15151515151516;4114906.0
Aurora;Santa Catarina;Sul;9.0;25.0;5679.0;934.0;18;0;0;0.1644655749251629;0.003169572107765452;0.36;0.0;0.0;19.683104999090126;4201901.0
Santa Terezinha de Goiás;Goiás;Centro-Oeste;15.0;64.0;8744.0;1216.0;32;1;0;0.13906678865507777;0.0036596523330283625;0.234375;0.00011436413540713633;0.0;70.11088709677419;5219704.0
Passa Quatro;Minas Gerais;Sudeste;22.0;36.0;16344.0;1924.0;43;3;0;0.11771904062652962;0.0026309348996573665;0.6111111111111112;0.00018355359765051394;0.0;5.555555555555564;3147600.0
Porecatu;Paraná;Sul;59.0;80.0;12914.0;1809.0;48;0;0;0.14008053275514945;0.0037168963915130866;0.7375;0.0;0.0;15.661764705882351;4120002.0
Colniza;Mato Grosso;Centro-Oeste;27.0;51.0;38582.0;3896.0;82;23;0;0.1009797314810015;0.0021253434243947954;0.5294117647058824;0.0005961329117204914;0.0;23.115161557580777;5103254.0
São José da Vitória;Bahia;Nordeste;9.0;16.0;5657.0;745.0;8;0;0;0.1316952448294149;0.0014141771256849921;0.5625;0.0;0.0;13.315217391304344;2929354.0
Sertão;Rio Grande do Sul;Sul;57.0;74.0;5415.0;778.0;16;0;0;0.14367497691597414;0.0029547553093259462;0.7702702702702703;0.0;0.0;13.998613998614;4320503.0
Montividiu do Norte;Goiás;Centro-Oeste;15.0;60.0;4479.0;367.0;6;0;0;0.08193793257423532;0.0013395847287340924;0.25;0.0;0.0;;5213772.0
Nova Ipixuna;Pará;Norte;30.0;51.0;16678.0;1253.0;25;0;0;0.07512891233960907;0.0014989806931286725;0.5882352941176471;0.0;0.0;24.812834224598927;1504976.0
Mamborê;Paraná;Sul;7.0;19.0;13132.0;1496.0;28;3;0;0.1139201949436491;0.0021321961620469083;0.3684210526315789;0.00022844958879074018;0.0;33.370660694288915;4114005.0
Itapeva;Minas Gerais;Sudeste;11.0;26.0;9783.0;1851.0;39;12;0;0.1892057651027292;0.003986507206378411;0.4230769230769231;0.0012266176019625882;0.0;22.499313572170426;3133600.0
Catunda;Ceará;Nordeste;47.0;135.0;10342.0;1482.0;20;2;0;0.14329916843937343;0.0019338619222587507;0.34814814814814815;0.00019338619222587506;0.0;28.17731116943716;2303659.0
Ipuiúna;Minas Gerais;Sudeste;10.0;21.0;10079.0;1434.0;43;1;0;0.14227601944637364;0.004266296259549558;0.47619047619047616;9.921619208254787e-05;0.0;22.75132275132276;3131505.0
Palmares do Sul;Rio Grande do Sul;Sul;9.0;24.0;11318.0;1369.0;37;0;0;0.12095776638982152;0.0032691288213465277;0.375;0.0;0.0;49.45652173913044;4313656.0
Venturosa;Pernambuco;Nordeste;29.0;77.0;18482.0;1513.0;34;2;0;0.08186343469321503;0.0018396277459149443;0.37662337662337664;0.00010821339681852613;0.0;24.54696466324373;2616001.0
Barra do Rocha;Bahia;Nordeste;7.0;9.0;5714.0;416.0;7;0;0;0.0728036401820091;0.001225061253062653;0.7777777777777778;0.0;0.0;4.575163398692808;2903102.0
Formoso;Goiás;Centro-Oeste;16.0;27.0;4248.0;582.0;19;0;0;0.1370056497175141;0.004472693032015066;0.5925925925925926;0.0;0.0;18.4593023255814;5208103.0
Palmares Paulista;São Paulo;Sudeste;2.0;9.0;13275.0;1658.0;45;1;1;0.12489642184557438;0.003389830508474576;0.2222222222222222;7.532956685499058e-05;7.532956685499058e-05;55.55555555555557;3535101.0
Quebrangulo;Alagoas;Nordeste;8.0;14.0;11294.0;1147.0;15;0;0;0.10155834956614132;0.001328138834779529;0.5714285714285714;0.0;0.0;25.396825396825395;2707602.0
Sananduva;Rio Grande do Sul;Sul;27.0;42.0;16270.0;3071.0;37;3;0;0.18875230485556238;0.0022741241548862937;0.6428571428571429;0.0001843884449907806;0.0;19.230769230769237;4316600.0
Sena Madureira;Acre;Norte;78.0;106.0;45848.0;5879.0;83;0;0;0.12822805793055314;0.00181032978537777;0.7358490566037735;0.0;0.0;13.91509433962264;1200500.0
Minas Novas;Minas Gerais;Sudeste;33.0;67.0;31484.0;895.0;25;0;0;0.028427137593698387;0.0007940541227290052;0.4925373134328358;0.0;0.0;36.934113960583815;3141801.0
Bayeux;Paraíba;Nordeste;256.0;355.0;96880.0;8875.0;255;2;0;0.09160817506193229;0.0026321222130470685;0.7211267605633803;2.064409578860446e-05;0.0;14.989501498100834;2501807.0
Neves Paulista;São Paulo;Sudeste;18.0;28.0;8930.0;1421.0;43;0;0;0.1591265397536394;0.004815229563269877;0.6428571428571429;0.0;0.0;-1.7857142857142847;3532504.0
Maetinga;Bahia;Nordeste;13.0;35.0;3161.0;294.0;7;0;0;0.09300854160075925;0.002214489085732363;0.37142857142857144;0.0;0.0;56.03896103896104;2919959.0
Passa Tempo;Minas Gerais;Sudeste;5.0;16.0;8084.0;1054.0;8;0;0;0.13038099950519544;0.0009896091044037606;0.3125;0.0;0.0;54.46428571428572;3147709.0
Dom Feliciano;Rio Grande do Sul;Sul;9.0;14.0;15414.0;1020.0;26;0;0;0.06617360840794083;0.0016867782535357468;0.6428571428571429;0.0;0.0;21.825396825396822;4306502.0
Iretama;Paraná;Sul;10.0;23.0;10169.0;1130.0;21;0;0;0.11112203756514898;0.0020650998131576358;0.43478260869565216;0.0;0.0;35.62621674237508;4110805.0
Guaçuí;Espírito Santo;Sudeste;46.0;76.0;30867.0;3714.0;124;0;1;0.12032267470113714;0.004017235235040658;0.6052631578947368;0.0;3.239705834710208e-05;31.57894736842105;3202306.0
Jucuruçu;Bahia;Nordeste;7.0;12.0;9126.0;918.0;11;0;0;0.10059171597633136;0.001205347359193513;0.5833333333333334;0.0;0.0;2.7777777777777786;2918456.0
Vera Cruz;Rio Grande do Sul;Sul;45.0;78.0;26863.0;3498.0;51;2;0;0.13021628261921603;0.0018985221308118975;0.5769230769230769;7.445184826713323e-05;0.0;34.01619179675269;4322707.0
Maravilha;Santa Catarina;Sul;53.0;90.0;25762.0;5466.0;72;0;0;0.21217296793727194;0.002794814067230805;0.5888888888888889;0.0;0.0;28.26548235874661;4210506.0
São Luiz do Paraitinga;São Paulo;Sudeste;9.0;28.0;10687.0;948.0;27;0;0;0.08870590436979507;0.0025264339852156827;0.32142857142857145;0.0;0.0;44.52380952380953;3550001.0
Erval Velho;Santa Catarina;Sul;7.0;15.0;4412.0;897.0;13;0;0;0.20330915684496828;0.0029465095194922937;0.4666666666666667;0.0;0.0;44.637681159420296;4205209.0
Salinas da Margarida;Bahia;Nordeste;27.0;45.0;15667.0;1509.0;21;0;0;0.09631709963617795;0.0013403970128295143;0.6;0.0;0.0;12.151898734177216;2927309.0
Itaperuçu;Paraná;Sul;12.0;25.0;28634.0;3967.0;123;1;0;0.13854159390933854;0.004295592652091919;0.48;3.492351749668226e-05;0.0;25.52941176470588;4111258.0
Nioaque;Mato Grosso do Sul;Centro-Oeste;20.0;48.0;13930.0;1071.0;23;0;0;0.07688442211055277;0.0016511127063890882;0.4166666666666667;0.0;0.0;48.497267759562845;5005806.0
Baía Formosa;Rio Grande do Norte;Nordeste;15.0;22.0;9271.0;531.0;9;1;0;0.05727537482472225;0.0009707690648258009;0.6818181818181818;0.00010786322942508899;0.0;23.710073710073708;2401404.0
Iaçu;Bahia;Nordeste;72.0;226.0;24305.0;1965.0;41;0;0;0.08084756222999383;0.0016868957004731538;0.3185840707964602;0.0;0.0;45.48534292035397;2911907.0
Paratinga;Bahia;Nordeste;17.0;28.0;32000.0;1648.0;32;0;0;0.0515;0.001;0.6071428571428571;0.0;0.0;27.09059233449477;2923704.0
Bequimão;Maranhão;Nordeste;32.0;66.0;21280.0;283.0;25;0;0;0.013298872180451128;0.001174812030075188;0.48484848484848486;0.0;0.0;39.20745920745921;2101905.0
Santa Helena de Goiás;Goiás;Centro-Oeste;106.0;309.0;38648.0;4671.0;220;1;0;0.12086007037880356;0.005692403229145104;0.343042071197411;2.5874560132477747e-05;0.0;44.56177226170219;5219308.0
Piraquara;Paraná;Sul;80.0;183.0;113036.0;13973.0;348;6;0;0.12361548533210659;0.0030786652040058035;0.4371584699453552;5.30804345518242e-05;0.0;27.2422368377998;4119509.0
Ocara;Ceará;Nordeste;119.0;283.0;25703.0;2193.0;43;1;0;0.08532077967552426;0.0016729564642259658;0.4204946996466431;3.890596428432479e-05;0.0;15.488218477546743;2309458.0
Itaocara;Rio de Janeiro;Sudeste;85.0;122.0;23234.0;3010.0;83;0;0;0.12955151932512696;0.0035723508651114744;0.6967213114754098;0.0;0.0;18.994535519125684;3302106.0
Itaguari;Goiás;Centro-Oeste;9.0;34.0;4676.0;853.0;17;0;0;0.18242087254063302;0.0036355859709153123;0.2647058823529412;0.0;0.0;48.52941176470589;5210562.0
Dianópolis;Tocantins;Norte;55.0;108.0;22139.0;2077.0;38;0;0;0.09381634220154479;0.0017164280229459326;0.5092592592592593;0.0;0.0;40.537488708220415;1707009.0
Alto Bela Vista;Santa Catarina;Sul;4.0;7.0;1937.0;199.0;3;0;0;0.10273618998451213;0.0015487867836861124;0.5714285714285714;0.0;0.0;22.85714285714285;4200754.0
Piên;Paraná;Sul;9.0;32.0;12746.0;1940.0;31;0;0;0.15220461321198808;0.0024321355719441394;0.28125;0.0;0.0;46.875;4119103.0
Campina da Lagoa;Paraná;Sul;17.0;29.0;14202.0;1831.0;62;0;0;0.12892550345021828;0.004365582312350373;0.5862068965517241;0.0;0.0;8.879310344827587;4103909.0
Itapecerica;Minas Gerais;Sudeste;37.0;57.0;21762.0;1802.0;44;0;0;0.08280488925650216;0.0020218729896149252;0.6491228070175439;0.0;0.0;17.58771929824561;3133501.0
Pirajuí;São Paulo;Sudeste;43.0;64.0;25492.0;2474.0;62;1;0;0.09705005491919033;0.0024321355719441394;0.671875;3.922799309587322e-05;0.0;12.08079268292683;3538907.0
Guidoval;Minas Gerais;Sudeste;8.0;20.0;7078.0;807.0;20;0;0;0.11401525854761232;0.0028256569652444193;0.4;0.0;0.0;48.46153846153846;3128808.0
Presidente Bernardes;Minas Gerais;Sudeste;13.0;19.0;5369.0;293.0;8;1;0;0.054572546097969826;0.001490035388340473;0.6842105263157895;0.00018625442354255913;0.0;26.49737078363473;3153103.0
Cabeceira Grande;Minas Gerais;Sudeste;10.0;13.0;6949.0;548.0;7;2;0;0.07886026766441215;0.0010073391854943158;0.7692307692307693;0.0002878111958555188;0.0;13.553113553113551;3109451.0
Banzaê;Bahia;Nordeste;20.0;28.0;13229.0;1195.0;9;0;0;0.09033184670043087;0.0006803235316350442;0.7142857142857143;0.0;0.0;1.544401544401541;2902658.0
Rincão;São Paulo;Sudeste;20.0;28.0;10799.0;624.0;32;1;0;0.05778312806741365;0.0029632373367904437;0.7142857142857143;9.260116677470137e-05;0.0;-7.792207792207797;3543709.0
Lavínia;São Paulo;Sudeste;13.0;19.0;11980.0;944.0;17;0;0;0.07879799666110184;0.0014190317195325543;0.6842105263157895;0.0;0.0;27.033492822966505;3526506.0
Feliz Natal;Mato Grosso;Centro-Oeste;7.0;16.0;14192.0;2054.0;32;0;0;0.1447294250281849;0.002254791431792559;0.4375;0.0;0.0;46.25;5103700.0
Primavera de Rondônia;Rondônia;Norte;5.0;11.0;2856.0;232.0;7;0;0;0.08123249299719888;0.0024509803921568627;0.45454545454545453;0.0;0.0;12.878787878787868;1101476.0
Paranaíta;Mato Grosso;Centro-Oeste;12.0;25.0;11225.0;3171.0;35;2;0;0.2824944320712695;0.0031180400890868597;0.48;0.00017817371937639198;0.0;32.76923076923077;5106299.0
Frutal;Minas Gerais;Sudeste;136.0;211.0;59496.0;9377.0;286;4;0;0.15760723409977143;0.004807045851821971;0.6445497630331753;6.72314105149926e-05;0.0;24.22426897970133;3127107.0
Itaobim;Minas Gerais;Sudeste;17.0;29.0;21062.0;1945.0;53;0;0;0.09234640584939702;0.0025163802108061914;0.5862068965517241;0.0;0.0;14.205397301349327;3133303.0
Gramado Xavier;Rio Grande do Sul;Sul;3.0;8.0;4325.0;450.0;4;0;0;0.10404624277456648;0.0009248554913294797;0.375;0.0;0.0;50.0;4309159.0
Muaná;Pará;Norte;32.0;74.0;40349.0;898.0;32;0;0;0.022255817988054226;0.0007930803737391262;0.43243243243243246;0.0;0.0;38.464073829927486;1504901.0
Marajá do Sena;Maranhão;Nordeste;4.0;8.0;7792.0;261.0;7;0;0;0.0334958932238193;0.0008983572895277207;0.5;0.0;0.0;31.818181818181817;2106359.0
Guaiçara;São Paulo;Sudeste;6.0;17.0;12168.0;1370.0;24;0;0;0.11259040105193951;0.0019723865877712033;0.35294117647058826;0.0;0.0;33.9366515837104;3517208.0
Fernando Prestes;São Paulo;Sudeste;2.0;12.0;5783.0;893.0;11;0;0;0.15441812208196437;0.0019021269237420025;0.16666666666666666;0.0;0.0;55.07246376811595;3515608.0
Normandia;Roraima;Norte;13.0;25.0;11290.0;646.0;36;0;0;0.057218777679362266;0.0031886625332152346;0.52;0.0;0.0;;1400407.0
Angelim;Pernambuco;Nordeste;36.0;95.0;11150.0;233.0;12;0;0;0.020896860986547087;0.0010762331838565023;0.37894736842105264;0.0;0.0;26.720647773279357;2601003.0
